id,name,description,res_id,is_item
10101051,snake card,Snake Card,99999.0,1
10101052,necromancer card,Necromancer Card,99999.0,1
10101053,doppelganger card,Doppelganger Card,99999.0,1
10101054,mutant dragonoid card,Mutant Dragonoid Card,99999.0,1
10101055,dracula card [day],Dracula Card,99999.0,1
10101056,dark priest card,Dark Priest Card,99999.0,1
10101057,baphomet card,Baphomet Card,99999.0,1
10101058,dead plankton card,Dead Plankton Card,99999.0,1
10101059,axe-wielding skel pirate card,Dagger-wielding Skel Pirate Card,99999.0,1
10101060,piere card,Piere Card,99999.0,1
10101061,flail-wielding goblin card,Flail-wielding Goblin Card,99999.0,1
10101062,mace-wielding kobold card,Mace-wielding Kobold Card,99999.0,1
10101063,mace-wielding goblin card,Mace-wielding Goblin Card,99999.0,1
10101064,hammer-wielding goblin card,Hammer-wielding Goblin Card,99999.0,1
10101065,hammer-wielding kobold card,Hammer-wielding Kobold Card,99999.0,1
10101066,axe-wielding goblin card,Axe-wielding Goblin Card,99999.0,1
10101067,dagger-wielding goblin card,Dagger-wielding Goblin Card,99999.0,1
10101068,axe-wielding kobold card,Axe-wielding Kobold Card,99999.0,1
10101069,dragon fly card [night],[Night] Dragon Fly Card,99999.0,1
10101070,osiris card [void],[Void] Osiris Card,99999.0,1
10101071,ghostring card [night],[Night] Ghostring Card,99999.0,1
10101072,mistress card [night],[Night] Mistress Card,99999.0,1
10101073,kraken card [night],[Night] Kraken Card,99999.0,1
10101074,eddga card [void],[Void] Eddga Card,99999.0,1
10101075,strouf card [void],[Void] Strouf Card,99999.0,1
10101076,moonlight flower card [void],[Void] Moonlight Flower Card,99999.0,1
10101077,dracula card [void],[Void] Dracula Card,99999.0,1
10101078,toad card [night],[Night] Toad Card,99999.0,1
10101079,deviling card [night],[Night] Deviling Card,99999.0,1
10101080,angeling card [night],[Night] Angeling Card,99999.0,1
10101081,pharaoh card [night],[Night] Pharaoh Card,99999.0,1
10101082,orc lord card [night],[Night] Orc Lord Card,99999.0,1
10101083,zombie prisoner card,Zombie Prisoner Card,99999.0,1
10101084,sting card,Sting Card,99999.0,1
10101085,abysmal knight card,Abysmal Knight Card,99999.0,1
10101086,raydric archer card,Raydric Archer Card,99999.0,1
10101087,amon ra card [void],Amon Ra Card [Void],99999.0,1
10101088,amon ra card [day],Amon Ra Card [Day],99999.0,1
10101089,amon ra card [night],Amon Ra Card [Night],99999.0,1
10101090,doppelganger card [void],Doppelganger Card [Void],99999.0,1
10101091,vagabond wolf card [night],Vagabond Wolf Card [Night],99999.0,1
10101092,evil druid card,Evil Druid Card,99999.0,1
10101093,khalitzburg card,Khalitzburg Card,99999.0,1
10101094,phendark card,Phendark Card,99999.0,1
10101095,owl duke card [day],Owl Duke Card [Day],99999.0,1
10101096,chimera card [day],Chimera Card [Day],99999.0,1
10101097,morroc card [day],Morroc Card [Day],99999.0,1
10101098,mysteltainn card [day],Mysteltainn Card [Day],99999.0,1
10101099,timekeeper card [void],Timekeeper Card [Void],99999.0,1
10101100,rimuru card,Rimuru Card,99999.0,1
10101101,milim card,Milim Card,99999.0,1
10101102,shizue card,Shizue Card,99999.0,1
10101103,storm dragon card [day],Storm Dragon Card [Day],99999.0,1
10101104,orc disaster card [day],Orc Disaster Card [Day],99999.0,1
10101105,利姆露卡片,利姆露卡片,99999.0,1
10101106,米莉姆卡片,米莉姆卡片,99999.0,1
10101107,静卡片,静卡片,99999.0,1
10101108,暴风龙卡片【昼】,暴风龙卡片【昼】,99999.0,1
10101109,猪头帝卡片【昼】,猪头帝卡片【昼】,99999.0,1
10101110,ogretooth card [day],,99999.0,1
10101111,lost dragon card [night],,99999.0,1
10101112,necromancer card [void],,99999.0,1
10101113,necromancer card [day],,99999.0,1
10101114,mutant dragonoid card [void],,99999.0,1
10101115,tri joint card,,99999.0,1
10101116,shellfish card,,99999.0,1
10101117,megalodon card,,99999.0,1
10101118,aster card,,99999.0,1
10101119,seal card,,99999.0,1
10101120,crab card,,99999.0,1
10101121,beast titan card [day],,99999.0,1
10101123,巨象甲虫卡片,,99999.0,1
10101124,无颅武士卡片,,99999.0,1
10101125,石炮火树卡片,,99999.0,1
10101126,爆钻伞蜥卡片,,99999.0,1
10101127,火焰颅骨卡片,,99999.0,1
10101128,嗜血怪人卡片,,99999.0,1
10101129,纳户特基格卡片【夜】,,99999.0,1
10101130,腔棘鱼卡片【昼】,,99999.0,1
10101131,纳户特基格卡片【冥】,,99999.0,1
10101132,死灵骑士卡片【夜】,,99999.0,1
10101133,贝雷杰卡片【昼】,,99999.0,1
10102001,poring card,Poring Card,99999.0,1
10102002,pupa card,Pupa Card,99999.0,1
10102003,picky card,Picky Card,99999.0,1
10102004,thief bug card,Thief Bug Card,99999.0,1
10102005,roda frog card,Roda Frog Card,99999.0,1
10102006,cornutus card,Cornutus Card,99999.0,1
10102007,swordfish card,Swordfish Card,99999.0,1
10102008,marc card,Marc Card,99999.0,1
10102009,argiope card,Argiope Card,99999.0,1
10102010,pecopeco card,Pecopeco Card,99999.0,1
10102011,baby desert wolf card,Baby Desert Wolf Card,99999.0,1
10102013,steel chonchon card,Steel Chonchon Card,99999.0,1
10102014,savage card,Savage Card,99999.0,1
10102015,dokebi card,Dokebi Card,99999.0,1
10102016,grasshopper card,Grasshopper Card,99999.0,1
10102017,ghostring card [day],Ghostring Card,99999.0,1
10102018,angeling card [day],Angeling Card,99999.0,1
10102019,picky (shell) card,Picky (Shell) Card,99999.0,1
10102020,sasquatch card,Sasquatch Card,99999.0,1
10102021,pasana card,Pasana Card,99999.0,1
10102022,tao gunka card,Tao Gunka Card,99999.0,1
10102024,orc lord card [day],Orc Lord Card,99999.0,1
10102025,dagger-wielding skel pirate card,Dagger-wielding Skel Pirate Card,99999.0,1
10102026,phreeoni card [night],[Night] Phreeoni Card,99999.0,1
10102027,rybio card,Rybio Card,99999.0,1
10102028,dark priest card [night],Dark Priest Card [Night],99999.0,1
10102029,brilight card,Brilight Card,99999.0,1
10102030,bathory card,Bathory Card,99999.0,1
10102031,timekeeper card [night],Timekeeper Card [Night],99999.0,1
10102032,diablo card,Diablo Card,99999.0,1
10102033,迪亚波罗卡片,迪亚波罗卡片,99999.0,1
10102034,ogretooth card [night],,99999.0,1
10102035,pest card,,99999.0,1
10102036,anolian card,,99999.0,1
10102037,levi card,,99999.0,1
10102038,armored titan card [day],,99999.0,1
10102039,colossal titan card [day],,99999.0,1
10102043,机木人卡片,,99999.0,1
10102044,银月魔女卡片,,99999.0,1
10102045,死灵骑士卡片【冥】,,99999.0,1
10103001,whisper card,Whisper Card,99999.0,1
10103002,marse card,Marse Card,99999.0,1
10103003,condor card,Condor Card,99999.0,1
10103004,hode card,Hode Card,99999.0,1
10103005,isis card,Isis Card,99999.0,1
10103006,frilldora card,Frilldora Card,99999.0,1
10103007,nine tail card,Nine Tail Card,99999.0,1
10103008,orc zombie card,Orc Zombie Card,99999.0,1
10103009,jakk card,Jakk Card,99999.0,1
10103010,marionette card,Marionette Card,99999.0,1
10103011,toad card [day],Toad Card,99999.0,1
10103012,mastering card [day],Mastering Card,99999.0,1
10103013,dragon fly card [day],Dragon Fly Card,99999.0,1
10103014,vagabond wolf card [day],Vagabond Wolf Card,99999.0,1
10103015,eclipse card [day],Eclipse Card,99999.0,1
10103016,orc baby card,Orc Baby Card,99999.0,1
10103017,deviling card [day],Deviling Card,99999.0,1
10103018,myst card,Myst Card,99999.0,1
10103019,bapho jr. card,Bapho Jr. Card,99999.0,1
10103020,giant whisper card,Giant Whisper Card,99999.0,1
10103021,kraken card [day],Kraken Card,99999.0,1
10103022,dark lord card [void],Dark Lord Card [Void],99999.0,1
10103023,punk card,Punk Card,99999.0,1
10103024,wanderer card,Wanderer Card,99999.0,1
10103025,chimera card [night],Chimera Card [Night],99999.0,1
10103026,shion card,Shion Card,99999.0,1
10103027,紫苑卡片,紫苑卡片,99999.0,1
10103028,ogretooth card [void],,99999.0,1
10103029,thara frog card,,99999.0,1
10103030,megalith card,,99999.0,1
10103031,mikasa card,,99999.0,1
10103032,armored titan card [night],,99999.0,1
10103033,colossal titan card [night],,99999.0,1
10103037,巧克猴卡片,,99999.0,1
10103038,刺尾蜻蜓卡片,,99999.0,1
10103039,死灵骑士卡片【昼】,,99999.0,1
10104001,male thief bug card,Male Thief Bug Card,99999.0,1
10104002,chonchon card,Chonchon Card,99999.0,1
10104003,merman card,Merman Card,99999.0,1
10104004,matyr card,Matyr Card,99999.0,1
10104005,verit card,Verit Card,99999.0,1
10104006,zombie card,Zombie Card,99999.0,1
10104007,eggyra card,Eggyra Card,99999.0,1
10104008,sohee card,Sohee Card,99999.0,1
10104009,raydric card,Raydric Card,99999.0,1
10104010,eddga card [day],Eddga Card,99999.0,1
10104011,moonlight flower card [day],Moonlight Flower Card,99999.0,1
10104012,falling bishop card,Falling Bishop Card,99999.0,1
10104013,amon ra card,Amon Ra Card,99999.0,1
10104014,dark lord card,Dark Lord Card,99999.0,1
10104015,cat o' nine tail card,Cat O' Nine Tail Card,99999.0,1
10104016,skeleton general card,Skeleton General Card,99999.0,1
10104017,ghostring card [void],[Void] Ghostring Card,99999.0,1
10104018,mistress card [void],[Void] Mistress Card,99999.0,1
10104019,king dramoh card [night],[Night] King Dramoh Card,99999.0,1
10104020,orc hero card [night],[Night] Orc Hero Card,99999.0,1
10104021,injustice card,Injustice Card,99999.0,1
10104022,dark lord card [day],Dark Lord Card [Day],99999.0,1
10104023,mysteltainn card [night],Mysteltainn Card [Night],99999.0,1
10104024,ranga card,Ranga Card,99999.0,1
10104025,岚牙卡片,岚牙卡片,99999.0,1
10104026,lost dragon card [day],,99999.0,1
10104027,raggler card,,99999.0,1
10104028,merman card,,99999.0,1
10104029,eren card,,99999.0,1
10104030,armored titan card [void],,99999.0,1
10104031,colossal titan card [void],,99999.0,1
10104035,米杜沙卡片,,99999.0,1
10104036,僵尸屠戮者卡片,,99999.0,1
10104037,堕落的大神官希巴姆卡片【夜】,,99999.0,1
10105001,willow card,Willow Card,99999.0,1
10105002,coco card,Coco Card,99999.0,1
10105003,stainer card,Stainer Card,99999.0,1
10105004,giearth card,Giearth Card,99999.0,1
10105005,ghoul card,Ghoul Card,99999.0,1
10105006,elder willow card,Elder Willow Card,99999.0,1
10105007,deviruchi card,Deviruchi Card,99999.0,1
10105008,nightmare card,Nightmare Card,99999.0,1
10105009,cramp card,Cramp Card,99999.0,1
10105010,mistress card [day],Mistress Card,99999.0,1
10105011,orc hero card [day],Orc Hero Card,99999.0,1
10105012,marduk card,Marduk Card,99999.0,1
10105013,martin card,Martin Card,99999.0,1
10105014,pharaoh card [day],Pharaoh Card,99999.0,1
10105015,dark illusion card,Dark Illusion Card,99999.0,1
10105016,maya puple card,Maya Puple Card,99999.0,1
10105017,king dramoh card [day],King Dramoh Card,99999.0,1
10105018,eclipse card [night],[Night] Eclipse Card,99999.0,1
10105019,dragon fly card [void],[Void] Dragon Fly Card,99999.0,1
10105020,mastering card [night],[Night] Mastering Card,99999.0,1
10105021,phreeoni card [void],[Void] Phreeoni Card,99999.0,1
10105022,eddga card [night],[Night] Eddga Card,99999.0,1
10105023,deviling card [void],[Void] Deviling Card,99999.0,1
10105024,maya card [void],[Void] Maya Card,99999.0,1
10105025,orc lord card [void],[Void] Orc Lord Card,99999.0,1
10105026,nian card [day],Nian Card [Day],99999.0,1
10105027,nian card [night],Nian Card [Night],99999.0,1
10105028,carat card,Carat Card,99999.0,1
10105029,majoruros card,Majoruros Card,99999.0,1
10105030,skeleton prisoner card,Skeleton Prisoner Card,99999.0,1
10105031,dark priest card [void],Dark Priest Card [Void],99999.0,1
10105032,doppelganger card [night],Doppelganger Card [Night],99999.0,1
10105033,dark priest card [day],Dark Priest Card [Day],99999.0,1
10105034,alarm card,Alarm Card,99999.0,1
10105035,joker card,Joker Card,99999.0,1
10105036,clock card,Clock Card,99999.0,1
10105037,clock tower manager card,Clock Tower Manager Card,99999.0,1
10105038,owl duke card [void],Owl Duke Card [Void],99999.0,1
10105039,morroc card [void],Morroc Card [Void],99999.0,1
10105040,chimera card [void],Chimera Card [Void],99999.0,1
10105041,benimaru card,Benimaru Card,99999.0,1
10105042,storm dragon card [void],Storm Dragon Card [Void],99999.0,1
10105043,orc disaster card [void],Orc Disaster Card [Void],99999.0,1
10105044,红丸卡片,红丸卡片,99999.0,1
10105045,暴风龙卡片【冥】,暴风龙卡片【冥】,99999.0,1
10105046,猪头帝卡片【冥】,猪头帝卡片【冥】,99999.0,1
10105047,tao gunka card [void],,99999.0,1
10105048,tao gunka card [night],,99999.0,1
10105049,tao gunka card [day],,99999.0,1
10105050,nereid card,,99999.0,1
10105051,alligator card,,99999.0,1
10105052,mobster card,,99999.0,1
10105053,stalactic golem card,,99999.0,1
10105054,year of the tiger nian card [day],Year of the Tiger Nian Card [Day],99999.0,1
10105055,year of the tiger nian card [night],Year of the Tiger Nian Card [Night],99999.0,1
10105056,zeke card,,99999.0,1
10105057,beast titan card [void],,99999.0,1
10105060,地狱犬卡片,,99999.0,1
10105061,变异僵尸卡片,,99999.0,1
10105062,森林妖姬卡片,,99999.0,1
10105063,伍坦弹弓手卡片,,99999.0,1
10105064,堕落的大神官希巴姆卡片【冥】,,99999.0,1
10105065,堕落的大神官希巴姆卡片【昼】,,99999.0,1
10105066,腔棘鱼卡片【夜】,,99999.0,1
10106001,tarou card,Tarou Card,99999.0,1
10106002,spore card,Spore Card,99999.0,1
10106003,yoyo card,Yoyo Card,99999.0,1
10106004,poporing card,Poporing Card,99999.0,1
10106005,smokie card,Smokie Card,99999.0,1
10106006,creamy card,Creamy Card,99999.0,1
10106007,kukre card,Kukre Card,99999.0,1
10106008,poison spore card,Poison Spore Card,99999.0,1
10106009,pirate skeleton card,Pirate Skeleton Card,99999.0,1
10106010,phen card,Phen Card,99999.0,1
10106011,marine sphere card,Marine Sphere Card,99999.0,1
10106012,obeaune card,Obeaune Card,99999.0,1
10106013,dustiness card,Dustiness Card,99999.0,1
10106014,mantis card,Mantis Card,99999.0,1
10106015,muka card,Muka Card,99999.0,1
10106016,greatest general card,Greatest General Card,99999.0,1
10106018,horong card,Horong Card,99999.0,1
10106019,wormtail card,Wormtail Card,99999.0,1
10106020,bongun card,Bongun Card,99999.0,1
10106021,orc archer card,Orc Archer Card,99999.0,1
10106024,kobold archer card,Kobold Archer Card,99999.0,1
10106026,osiris card [day],Osiris Card,99999.0,1
10106027,zerom card,Zerom Card,99999.0,1
10106028,vitata card,Vitata Card,99999.0,1
10106029,beelzebub card,Beelzebub Card,99999.0,1
10106031,owl baron card,Owl Baron Card,99999.0,1
10106032,deniro card,Deniro Card,99999.0,1
10106033,wind ghost card,Wind Ghost Card,99999.0,1
10106034,wraith card,Wraith Card,99999.0,1
10106036,golden thief bug card [void],[Haze] Golden Thief Bug Card,99999.0,1
10106037,drake card [void],[Haze] Drake Card,99999.0,1
10106038,eclipse card [void],[Haze] Eclipse Card,99999.0,1
10106039,mastering card [void],[Haze] Mastering Card,99999.0,1
10106040,kraken card [void],[Haze] Kraken Card,99999.0,1
10106041,king dramoh card [void],[Haze] King Dramoh Card,99999.0,1
10106042,toad card [void],[Haze] Toad Card,99999.0,1
10106043,angeling card [void],[Haze] Angeling Card,99999.0,1
10106044,maya card [night],[Night] Maya Card,99999.0,1
10106045,orc hero card [void],[Haze] Orc Hero Card,99999.0,1
10106046,pharaoh card [void],[Haze] Pharaoh Card,99999.0,1
10106047,bloody knight card,Bloody Knight Card,99999.0,1
10106048,sageworm card,Sageworm Card,99999.0,1
10106049,vagabond wolf card [day],Vagabond Wolf Card [Day],99999.0,1
10106050,doppelganger card [day],Doppelganger Card [Day],99999.0,1
10106051,vagabond wolf card [void],Vagabond Wolf Card [Void],99999.0,1
10106052,cramp card,Cramp Card,99999.0,1
10106053,penomena card,Penomena Card,99999.0,1
10106054,dark frame card,Dark Frame Card,99999.0,1
10106055,zherlthsh card,Zherlthsh Card,99999.0,1
10106056,morroc card [night],Morroc Card [Night],99999.0,1
10106057,mysteltainn card [void],Mysteltainn Card [Void],99999.0,1
10106058,timekeeper card [day],Timekeeper Card [Day],99999.0,1
10106059,shuna card,Shuna Card,99999.0,1
10106060,storm dragon card [night],Storm Dragon Card [Night],99999.0,1
10106061,orc disaster card [night],Orc Disaster Card [Night],99999.0,1
10106062,朱菜卡片,朱菜卡片,99999.0,1
10106063,暴风龙卡片【夜】,暴风龙卡片【夜】,99999.0,1
10106064,猪头帝卡片【夜】,猪头帝卡片【夜】,99999.0,1
10106065,lost dragon card [void],,99999.0,1
10106066,necromancer card [night],,99999.0,1
10106067,mutant dragonoid card [day],,99999.0,1
10106068,sea otter card,,99999.0,1
10106069,stem worm card,,99999.0,1
10106070,galapago card,,99999.0,1
10106071,gargoyle card,,99999.0,1
10106072,armin card,,99999.0,1
10106073,beast titan card [night],,99999.0,1
10106076,伍坦战士卡片,,99999.0,1
10106077,鬼娃树卡片,,99999.0,1
10106078,女妖卡片,,99999.0,1
10106079,苗娃佩瑞丝卡片,,99999.0,1
10106080,贝雷杰卡片【冥】,,99999.0,1
10106081,腔棘鱼卡片【冥】,,99999.0,1
10106082,纳户特基格卡片【昼】,,99999.0,1
10107001,thief bug egg card,Thief Bug Egg Card,99999.0,1
10107002,ambernite card,Ambernite Card,99999.0,1
10107003,megalodon card,Megalodon Card,99999.0,1
10107004,penomena card,Penomena Card,99999.0,1
10107005,thara frog card,Thara Frog Card,99999.0,1
10107006,argos card,Argos Card,99999.0,1
10107007,ant larva card,Ant Larva Card,99999.0,1
10107008,arclouze card,Arclouze Card,99999.0,1
10107009,bigfoot card,Bigfoot Card,99999.0,1
10107010,munak card,Munak Card,99999.0,1
10107011,orc warrior card,Orc Warrior Card,99999.0,1
10107012,high orc card,High Orc Card,99999.0,1
10107013,anubis card,Anubis Card,99999.0,1
10107015,golden thief bug card [day],Golden Thief Bug Card,99999.0,1
10107016,maya card [day],Maya Card,99999.0,1
10107017,horn card,Horn Card,99999.0,1
10107018,sky petite card,Sky Petite Card,99999.0,1
10107019,ancient mummy card,Ancient Mummy Card,99999.0,1
10107020,executioner card,Executioner Card,99999.0,1
10107021,ogretooth card,Ogretooth Card,99999.0,1
10107022,mysteltainn card,Mysteltainn Card,99999.0,1
10201001,yellow potion,"An HP-restoring potion made from Yellow Herbs. Use to immediately restore 14,000 HP, plus 6,000 HP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 20",10201005.0,1
10201002,orange potion,"An HP-restoring potion made with Orange Herb. Use to immediately restore 5,000 HP, plus 500 HP every second for 10 seconds afterward. Cannot be used in PVP. Required Level: 40",10201002.0,1
10201004,red potion,"An HP-restoring potion made from Red Herbs. Use to immediately restore 2,000 HP, plus 800 HP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 1",10201004.0,1
10201005,white potion,"An HP-restoring potion made from White Herbs. Use to immediately restore 32,000 HP, plus 12,800 HP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 50",10201001.0,1
10201006,blue potion,"An SP-restoring potion made with Blue Herb. Use to immediately restore 500 SP, plus 200 SP every second for 5 seconds afterward. Cannot be used in PVP. Required Level: 1",10201006.0,1
10201008,yggdrasil berry,Fruit of Yggdrasil. It's said that eating it will refresh one's spirit. Completely restores the user's HP and SP. Cannot be used in PVP. Required Level: 1,10201008.0,1
10201013,small meat piece,The taste of monster meat is amazing! This cooking ingredient can be obtained from specific monsters or purchased from vend shops.,10201013.0,1
10201014,blue herb,A blue herb with a unique scent and energizing properties.\nUsed as a crafting material to produce Blue Medicine Kit and PVP Blue Medicine Kit.,10201014.0,1
10201015,red herb,A red herb with a unique scent and energizing properties.\nUsed as a crafting material to produce Red Medicine Kit and PVP Red Medicine Kit.,10201015.0,1
10201016,yellow herb,A yellow herb with a unique scent and energizing properties.\nUsed as a crafting material to produce Yellow Medicine Kit and PVP Yellow Medicine Kit.,10201016.0,1
10201017,white herb,A white herb with a unique scent and energizing properties.\nUsed as a crafting material to produce White Medicine Kit and PVP White Medicine Kit.,10201017.0,1
10201018,panacea,"A mysterious potion that can seemingly remove all maladies. Use to recover from most negative status effects.\nCan't be used when affected by Stun, Freeze, Petrify, or Sleep.",10201018.0,1
10201023,yellow potion (pvp),"An HP-restoring potion made from Yellow Herbs. Use to immediately restore 14,000 HP, plus 6,000 HP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 20",10201023.0,1
10201024,orange potion (pvp),"An HP-restoring potion made with Orange Herb. Use to immediately restore 5,000 HP, plus 500 HP every second for 10 seconds afterward. Can only be used in PVP. Required Level: 40",10201024.0,1
10201025,red potion (pvp),"An HP-restoring potion made from Red Herbs. Use to immediately restore 2,000 HP, plus 800 HP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 1",10201025.0,1
10201026,white potion (pvp),"An HP-restoring potion made from White Herbs. Use to immediately restore 32,000 HP, plus 12,800 HP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 50",10201026.0,1
10201027,blue potion (pvp),"An SP-restoring potion made with Blue Herb. Use to immediately restore 500 SP, plus 200 SP every second for 5 seconds afterward. Can only be used in PVP. Required Level: 1",10201027.0,1
10201028,fire resistance potion,Use to reduce damage received from Fire attribute monsters 15% for 10 minutes.,10201028.0,1
10201029,water resistance potion,Use to reduce damage received from Water attribute monsters 15% for 10 minutes.,10201029.0,1
10201030,wind resistance potion,Use to reduce damage received from Wind attribute monsters 15% for 10 minutes.,10201030.0,1
10201031,earth resistance potion,Use to reduce damage received from Earth attribute monsters 15% for 10 minutes.,10201031.0,1
