id,cd,item_desc,item_type,max_stack,page,res_id,stackable,weight,static_id,name,sub_page,use,sell_navigation,card_attrs,card_quality,card_slots,deposite_attrs,is_mvp_card,item_subtype,min_level,monster_id,unlock_adventure_exp,is_bind,expired_date,item_expired_type,is_hide,show_in_ui,acquire,card_coordinate_point,is_in_collection,monster,npc_id,scene_id,interface_id,job_limit,sell_price,cd_group_id,cd_type,if_can_quick_use,item_static_id,stall_currency_type,stall_item_level,stall_price_lower_limit,stall_price_upper_limit,stall_type,stall_zeny_child_label,if_combined_for_life,area_id,stall_price_type,if_get_off_mount,if_stop_navigation,item_quality,npc_navigation,item_subtype_task,related_activity_type,related_gm_activity_type,oon_box_loot_bind_status,oon_box_loot_id,oon_box_loot_number,oon_box_loot_type,fish_tool_type,fish_rod_type,max_use,mine_tool_type,is_all_job,is_gift_item,pet_pill_bullet_id,pet_pill_fixed_damage_rate,pet_pill_max_damage,element,related_pet_skill,gift_send_limit,item_name,item_desc_en,item_type_subtype,item_type_en
1030,0.0,ItemDes_1030,0,,,1030.0,,0.0,1030,ItemName_1030,2.0,{'type': 0},,,,,,,2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lost Soul,A soul that lost its way in Endless Tower. People inside the tower like collecting them.,0_2,
1031,0.0,ItemDes_1031,0,,,1031.0,,0.0,1031,ItemName_1031,2.0,{'type': 0},,,,,,,2,,,,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower Key,A secret key made of special materials that is necessary for entering Endless Tower. It will not last very long once obtained.,0_2,
1032,0.0,ItemDes_1032,7,0.0,0.0,1032.0,0.0,0.0,1032,ItemName_1032,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guild Pass EXP,EXP obtained from completing Guild Pass Quests.,7_0,Currency
1033,0.0,ItemDes_1033,7,0.0,0.0,1002.0,0.0,0.0,1033,ItemName_1033,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exchange Diamonds for Crystals,,7_0,Currency
1034,0.0,ItemDes_1034,7,0.0,0.0,1002.0,0.0,0.0,1034,ItemName_1034,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exchange Crystals for Zeny,,7_0,Currency
1035,0.0,ItemDes_1035,7,0.0,0.0,1002.0,0.0,0.0,1035,ItemName_1035,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchase Glory Pass (3,888)",,7_0,Currency
1036,0.0,ItemDes_1036,7,0.0,0.0,1002.0,0.0,0.0,1036,ItemName_1036,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchase Glory Super Pack (16,888)",,7_0,Currency
1037,0.0,ItemDes_1037,7,0.0,0.0,1002.0,0.0,0.0,1037,ItemName_1037,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purchase Pass Levels,,7_0,Currency
1038,0.0,ItemDes_1038,7,0.0,0.0,1002.0,0.0,0.0,1038,ItemName_1038,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purchase to increase Pass Level by 30.,,7_0,Currency
1039,0.0,ItemDes_1039,7,0.0,0.0,1002.0,0.0,0.0,1039,ItemName_1039,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purchase to increase Pass Level by 50.,,7_0,Currency
1040,0.0,ItemDes_1040,7,0.0,0.0,1040.0,0.0,0.0,1040,ItemName_1040,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weapon Refinement Luck,Luck that has been compensated from failing to refine weapons. Accumulate a certain amount to use to ensure successful refinement.,7_0,Currency
1041,0.0,ItemDes_1041,7,0.0,0.0,1041.0,0.0,0.0,1041,ItemName_1041,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor Refinement Luck,Luck that has been compensated from failing to refine armor. Accumulate a certain amount to use to ensure successful refinement.,7_0,Currency
1042,0.0,ItemDes_1042,7,0.0,0.0,1042.0,0.0,0.0,1042,ItemName_1042,0.0,{'type': 0},,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accessory Refinement Luck,Luck that has been compensated from failing to refine accessories. Accumulate a certain amount to use to ensure successful refinement.,7_0,Currency
1043,0.0,ItemName_1043,0,0.0,0.0,1043.0,0.0,0.0,1043,ItemName_1043,0.0,"{'skillId': 21020, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knockback Bullet,,0_2,
1044,0.0,ItemName_1044,0,0.0,0.0,1044.0,0.0,0.0,1044,ItemName_1044,0.0,"{'skillId': 21021, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immobilize Bullet,,0_2,
1045,0.0,ItemName_1045,0,0.0,0.0,1045.0,0.0,0.0,1045,ItemName_1045,0.0,"{'skillId': 21022, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Confuse Bullet,,0_2,
1046,0.0,ItemName_1046,0,0.0,0.0,1046.0,0.0,0.0,1046,ItemName_1046,0.0,"{'skillId': 21023, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blind Bullet,,0_2,
1047,0.0,ItemName_1047,0,0.0,0.0,1047.0,0.0,0.0,1047,ItemName_1047,0.0,"{'skillId': 21024, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silence Bullet,,0_2,
1048,0.0,ItemName_1048,0,0.0,0.0,1048.0,0.0,0.0,1048,ItemName_1048,0.0,"{'skillId': 21025, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stealth Potion,,0_2,
1049,0.0,ItemName_1049,0,0.0,0.0,1043.0,0.0,0.0,1049,ItemName_1049,0.0,"{'skillId': 21026, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,技能：<color=#EB9433FF>直线冲锋</color>,,0_2,
1050,0.0,ItemName_1050,0,0.0,0.0,1043.0,0.0,0.0,1050,ItemName_1050,0.0,"{'skillId': 21027, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,技能：<color=#EB9434FF>幽影疾步</color>,,0_2,
1051,0.0,ItemName_1051,0,0.0,0.0,1043.0,0.0,0.0,1051,ItemName_1051,0.0,"{'skillId': 21028, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,技能：<color=#EB9435FF>神圣庇护</color>,,0_2,
1052,0.0,ItemName_1052,0,0.0,0.0,1043.0,0.0,0.0,1052,ItemName_1052,0.0,"{'skillId': 21029, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,技能：<color=#EB9436FF>霜冻陷阱</color>,,0_2,
1053,0.0,ItemName_1053,0,0.0,0.0,1043.0,0.0,0.0,1053,ItemName_1053,0.0,"{'skillId': 21030, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,技能：<color=#EB9437FF>水球禁锢</color>,,0_2,
1054,0.0,ItemName_1054,0,0.0,0.0,1043.0,0.0,0.0,1054,ItemName_1054,0.0,"{'skillId': 21031, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0_2,
1055,0.0,ItemName_1055,0,0.0,0.0,1043.0,0.0,0.0,1055,ItemName_1055,0.0,"{'skillId': 21032, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,技能：<color=#EB9438FF>引力标枪</color>,,0_2,
1056,0.0,ItemName_1056,0,0.0,0.0,1043.0,0.0,0.0,1056,ItemName_1056,0.0,"{'skillId': 21033, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,技能：<color=#EB9439FF>致盲</color>,,0_2,
1057,0.0,ItemName_1057,0,0.0,0.0,1043.0,0.0,0.0,1057,ItemName_1057,0.0,"{'skillId': 21034, 'skillLv': 1, 'type': 1}",,,,,,,2,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,技能：<color=#EB9438FF>一号杀手</color>,,0_2,
10101001,0.0,ItemDes_10101001,1,,2.0,,,,10101001,ItemName_10101001,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010011', 'attrs': [{'attrId': 14, 'attrValue': 60, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[0, 1]","[{'attrID': 10, 'attrValue': 2}]",0.0,1,1.0,10002.0,200.0,,,,,,[2],1.0,1.0,[10002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabre Card,Fabre Card,1_1,Weapon Card
10101002,0.0,ItemDes_10101002,1,,2.0,,,,10101002,ItemName_10101002,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010021', 'attrs': [{'attrId': 11, 'attrValue': 60, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[7, 8, 9]","[{'attrID': 11, 'attrValue': 2}]",0.0,5,1.0,10004.0,200.0,,,,,,[2],1.0,1.0,[10004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lunatic Card,Lunatic Card,1_5,Headgear Card
10101003,0.0,ItemDes_10101003,1,,2.0,,,,10101003,ItemName_10101003,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010031', 'attrs': [{'attrId': 11, 'attrValue': 30, 'type': 1}], 'condition': {'type': 'null'}}, {'attrDesc': 'CardAttributeDescription_101010032', 'attrs': [{'attrId': 13, 'attrValue': 30, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[0, 1]","[{'attrID': 10, 'attrValue': 2}]",0.0,1,1.0,10044.0,200.0,,,,,,[2],1.0,1.0,[10044],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Familiar Card,Familiar Card,1_1,Weapon Card
10101004,0.0,ItemDes_10101004,1,,2.0,,,,10101004,ItemName_10101004,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010041', 'attrs': [{'attrId': 21, 'attrValue': 60, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[0, 1]","[{'attrID': 11, 'attrValue': 2}]",0.0,1,1.0,10048.0,200.0,,,,,,[2],1.0,1.0,[10048],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female Thief Bug Card,Female Thief Bug Card,1_1,Weapon Card
10101005,0.0,ItemDes_10101005,1,,2.0,,,,10101005,ItemName_10101005,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010051', 'attrs': [{'attrId': 32, 'attrValue': 4800, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,[2],"[{'attrID': 10, 'attrValue': 2}]",0.0,2,1.0,10149.0,200.0,,,,,,[2],1.0,1.0,[10149],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocker Card,Rocker Card,1_2,Armor Card
10101006,0.0,ItemDes_10101006,1,,2.0,,,,10101006,ItemName_10101006,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010061', 'attrs': [{'attrId': 11, 'attrValue': 30, 'type': 1}], 'condition': {'type': 'null'}}, {'attrDesc': 'CardAttributeDescription_101010062', 'attrs': [{'attrId': 302, 'attrValue': 30, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[0, 1]","[{'attrID': 10, 'attrValue': 4}]",0.0,1,1.0,10015.0,200.0,,,,,,[2],1.0,1.0,[10015],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Savage Bebe Card,Savage Bebe Card,1_1,Weapon Card
10101007,0.0,ItemDes_10101007,1,,2.0,,,,10101007,ItemName_10101007,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010071', 'attrs': [{'attrId': 15, 'attrValue': 0.4, 'type': 1}], 'condition': {'type': 'null'}}]",2.0,"[0, 1]","[{'attrID': 10, 'attrValue': 2}]",0.0,1,1.0,10050.0,200.0,,,,,,[2],1.0,1.0,[10050],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolf Card,Wolf Card,1_1,Weapon Card
10101008,0.0,ItemDes_10101008,1,,2.0,,,,10101008,ItemName_10101008,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010081', 'attrs': [{'attrId': 302, 'attrValue': 60, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[7, 8, 9]","[{'attrID': 11, 'attrValue': 2}]",0.0,5,1.0,10051.0,200.0,,,,,,[2],1.0,1.0,[10051],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandragora Card,Mandragora Card,1_5,Headgear Card
10101009,0.0,ItemDes_10101009,1,,2.0,,,,10101009,ItemName_10101009,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010091', 'attrs': [{'attrId': 11, 'attrValue': 60, 'type': 1}], 'condition': {'type': 'null'}}, {'attrDesc': 'CardAttributeDescription_101010092', 'attrs': [{'attrId': 13, 'attrValue': 60, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[0, 1]","[{'attrID': 10, 'attrValue': 2}]",0.0,1,1.0,10059.0,200.0,,,,,,[2],1.0,1.0,[10059],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caramel Card,Caramel Card,1_1,Weapon Card
10101010,0.0,ItemDes_10101010,1,,2.0,,,,10101010,ItemName_10101010,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010101', 'attrs': [{'attrId': 12, 'attrValue': 60, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[7, 8, 9]","[{'attrID': 10, 'attrValue': 2}]",0.0,5,1.0,10012.0,200.0,,,,,,[2],1.0,1.0,[10012],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drops Card,Drops Card,1_5,Headgear Card
10101011,0.0,ItemDes_10101011,1,,2.0,,,,10101011,ItemName_10101011,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010111', 'attrs': [{'attrId': 11, 'attrValue': 120, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[0, 1]","[{'attrID': 11, 'attrValue': 4}]",0.0,1,1.0,10066.0,200.0,,,,,,[2],1.0,1.0,[10066],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydra Card,Hydra Card,1_1,Weapon Card
10101013,0.0,ItemDes_10101013,1,,2.0,,,,10101013,ItemName_10101013,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010131', 'attrs': [{'attrId': 11, 'attrValue': 60, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[0, 1]","[{'attrID': 11, 'attrValue': 2}]",0.0,1,1.0,10046.0,200.0,,,,,,[2],1.0,1.0,[10046],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plankton Card,Plankton Card,1_1,Weapon Card
10101014,0.0,ItemDes_10101014,1,,2.0,,,,10101014,ItemName_10101014,0.0,{'type': 0},,"[{'attrDesc': 'CardAttributeDescription_101010141', 'attrs': [{'attrId': 10, 'attrValue': 10, 'type': 1}], 'condition': {'type': 'null'}}]",1.0,"[0, 1]","[{'attrID': 11, 'attrValue': 2}]",0.0,1,1.0,10067.0,200.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shellfish Card,Shellfish Card,1_1,Weapon Card
