id,drop_collections_id,material_id,weight,amount
208,3207301,10217053,1,1
209,3207401,10217053,1,1
210,3207501,10217053,1,1
211,3207601,10217053,1,1
212,3207701,10217053,1,1
213,3207801,10217053,1,1
214,3207901,10217053,1,1
215,3208001,10217053,1,1
216,3208101,10217053,1,1
217,3208201,10217053,1,1
218,3208301,10217053,1,1
219,3208401,10217053,1,1
220,3208501,10217053,1,1
221,3208601,10217053,1,1
222,3208701,10217053,1,1
223,3208801,10217053,1,1
224,3208901,10217053,1,1
225,3209001,10217053,1,1
226,3209101,10217054,1,1
227,3209201,10217054,1,1
228,3209301,10217054,1,1
229,3209401,10217054,1,1
230,3209501,10217054,1,1
231,3209601,10217054,1,1
232,3209701,10217054,1,1
233,3209801,10217054,1,1
234,3209901,10217054,1,1
235,3210001,10217054,1,1
236,3210101,10217054,1,1
237,3210201,10217054,1,1
238,3210301,10217054,1,1
239,3210401,10217054,1,1
240,3210501,10217054,1,1
241,3210601,10217054,1,1
242,3210701,10217054,1,1
243,3210801,10217054,1,1
244,3210901,10217055,1,1
245,3211001,10217055,1,1
246,3211101,10217055,1,1
247,3211201,10217055,1,1
248,3211301,10217055,1,1
249,3211401,10217055,1,1
250,3211501,10217055,1,1
251,3211601,10217055,1,1
252,3211701,10217055,1,1
253,3211801,10217055,1,1
254,3211901,10217055,1,1
255,3212001,10217055,1,1
256,3212101,10217055,1,1
257,3212201,10217055,1,1
258,3212301,10217055,1,1
259,3212401,10217055,1,1
260,3212501,10217055,1,1
261,3212601,10217055,1,1
262,3212701,10217056,1,1
263,3212801,10217056,1,1
264,3212901,10217056,1,1
265,3213001,10217056,1,1
266,3213101,10217056,1,1
267,3213201,10217056,1,1
268,3213301,10217056,1,1
269,3213401,10217056,1,1
270,3213501,10217056,1,1
271,3213601,10217056,1,1
272,3213701,10217056,1,1
273,3213801,10217056,1,1
274,3213901,10217056,1,1
275,3214001,10217056,1,1
276,3214101,10217056,1,1
277,3214201,10217056,1,1
278,3214301,10217056,1,1
279,3214401,10217056,1,1
280,3214501,10217057,1,1
281,3214601,10217057,1,1
282,3214701,10217057,1,1
283,3214801,10217057,1,1
284,3214901,10217057,1,1
285,3215001,10217057,1,1
286,3215101,10217057,1,1
287,3215201,10217057,1,1
288,3215301,10217057,1,1
289,3215401,10217057,1,1
290,3215501,10217057,1,1
291,3215601,10217057,1,1
292,3215701,10217057,1,1
293,3215801,10217057,1,1
294,3215901,10217057,1,1
295,3216001,10217057,1,1
296,3216101,10217057,1,1
297,3216201,10217057,1,1
298,3216301,10217058,1,1
299,3216401,10217058,1,1
300,3216501,10217058,1,1
301,3216601,10217058,1,1
302,3216701,10217058,1,1
303,3216801,10217058,1,1
304,3216901,10217058,1,1
305,3217001,10217058,1,1
306,3217101,10217058,1,1
307,3217201,10217058,1,1
308,3217301,10217058,1,1
309,3217401,10217058,1,1
310,3217501,10217058,1,1
311,3217601,10217058,1,1
312,3217701,10217058,1,1
313,3217801,10217058,1,1
314,3217901,10217058,1,1
315,3218001,10217058,1,1
316,3218101,10217059,1,1
317,3218201,10217059,1,1
318,3218301,10217059,1,1
319,3218401,10217059,1,1
320,3218501,10217059,1,1
321,3218601,10217059,1,1
322,3218701,10217059,1,1
323,3218801,10217059,1,1
324,3218901,10217059,1,1
325,3219001,10217059,1,1
326,3219101,10217059,1,1
327,3219201,10217059,1,1
328,3219301,10217059,1,1
329,3219401,10217059,1,1
330,3219501,10217059,1,1
331,3219601,10217059,1,1
332,3219701,10217059,1,1
333,3219801,10217059,1,1
334,3219901,10217060,1,1
335,3220001,10217060,1,1
336,3220101,10217060,1,1
337,3220201,10217060,1,1
338,3220301,10217060,1,1
339,3220401,10217060,1,1
340,3220501,10217060,1,1
341,3220601,10217060,1,1
342,3220701,10217060,1,1
343,3220801,10217060,1,1
344,3220901,10217060,1,1
345,3221001,10217060,1,1
346,3221101,10217060,1,1
347,3221201,10217060,1,1
348,3221301,10217060,1,1
349,3221401,10217060,1,1
350,3221501,10217060,1,1
351,3221601,10217060,1,1
352,3221701,10217062,1,1
353,3221801,10217062,1,1
354,3221901,10217062,1,1
355,3222001,10217062,1,1
356,3222101,10217062,1,1
357,3222201,10217062,1,1
358,3222301,10217062,1,1
359,3222401,10217062,1,1
360,3222501,10217062,1,1
361,3222601,10217062,1,1
362,3222701,10217062,1,1
363,3222801,10217062,1,1
364,3222901,10217062,1,1
365,3223001,10217062,1,1
366,3223101,10217062,1,1
367,3223201,10217063,1,1
368,3223301,10217063,1,1
369,3223401,10217063,1,1
370,3223501,10217063,1,1
371,3223601,10217063,1,1
372,3223701,10217063,1,1
373,3223801,10217063,1,1
374,3223901,10217063,1,1
375,3224001,10217063,1,1
376,3224101,10217063,1,1
377,3224201,10217063,1,1
378,3224301,10217063,1,1
379,3224401,10217063,1,1
380,3224501,10217063,1,1
381,3224601,10217063,1,1
382,3224701,10217064,1,1
383,3224801,10217064,1,1
384,3224901,10217064,1,1
385,3225001,10217064,1,1
386,3225101,10217064,1,1
387,3225201,10217064,1,1
388,3225301,10217064,1,1
389,3225401,10217064,1,1
390,3225501,10217064,1,1
391,3225601,10217064,1,1
392,3225701,10217064,1,1
393,3225801,10217064,1,1
394,3225901,10217064,1,1
395,3226001,10217064,1,1
396,3226101,10217064,1,1
397,3226201,10217065,1,1
398,3226301,10217065,1,1
399,3226401,10217065,1,1
400,3226501,10217065,1,1
401,3226601,10217065,1,1
402,3226701,10217065,1,1
403,3226801,10217065,1,1
404,3226901,10217065,1,1
405,3227001,10217065,1,1
406,3227101,10217065,1,1
407,3227201,10217065,1,1
408,3227301,10217065,1,1
409,3227401,10217065,1,1
410,3227501,10217065,1,1
411,3227601,10217065,1,1
412,3227701,10217072,1,1
413,3227801,10217072,1,1
414,3227901,10217072,1,1
415,3228001,10217072,1,1
416,3228101,10217072,1,1
417,3228201,10217072,1,1
418,3228301,10217072,1,1
419,3228401,10217072,1,1
420,3228501,10217072,1,1
421,3228601,10217072,1,1
422,3228701,10217072,1,1
423,3228801,10217072,1,1
424,3228901,10217073,1,1
425,3229001,10217073,1,1
426,3229101,10217073,1,1
427,3229201,10217073,1,1
428,3229301,10217073,1,1
429,3229401,10217073,1,1
430,3229501,10217073,1,1
431,3229601,10217073,1,1
432,3229701,10217073,1,1
433,3229801,10217073,1,1
434,3229901,10217073,1,1
435,3230001,10217073,1,1
436,3230101,10217074,1,1
437,3230201,10217074,1,1
438,3230301,10217074,1,1
439,3230401,10217074,1,1
440,3230501,10217074,1,1
441,3230601,10217074,1,1
442,3230701,10217074,1,1
443,3230801,10217074,1,1
444,3230901,10217074,1,1
445,3231001,10217074,1,1
446,3231101,10217074,1,1
447,3231201,10217074,1,1
448,3231301,10217075,1,1
449,3231401,10217075,1,1
450,3231501,10217075,1,1
451,3231601,10217075,1,1
452,3231701,10217075,1,1
453,3231801,10217075,1,1
454,3231901,10217075,1,1
455,3232001,10217075,1,1
456,3232101,10217075,1,1
457,3232201,10217075,1,1
458,3232301,10217075,1,1
459,3232401,10217075,1,1
460,3232501,10217104,1,1
461,3232601,10217104,1,1
462,3232701,10217104,1,1
463,3232801,10217104,1,1
464,3232901,10217104,1,1
465,3233001,10217104,1,1
466,3233101,10217104,1,1
467,3233201,10217104,1,1
468,3233301,10217104,1,1
469,3233401,10217104,1,1
470,3233501,10217104,1,1
471,3233601,10217104,1,1
472,3233701,10217104,1,1
473,3233801,10217104,1,1
474,3233901,10217104,1,1
475,3234001,10217104,1,1
476,3234101,10217104,1,1
477,3234201,10217104,1,1
478,3234301,10217103,1,1
479,3234401,10217103,1,1
480,3234501,10217103,1,1
481,3234601,10217103,1,1
482,3234701,10217103,1,1
483,3234801,10217103,1,1
484,3234901,10217103,1,1
485,3235001,10217103,1,1
486,3235101,10217103,1,1
487,3235201,10217103,1,1
488,3235301,10217103,1,1
489,3235401,10217103,1,1
490,3235501,10217103,1,1
491,3235601,10217103,1,1
492,3235701,10217103,1,1
493,3235801,10217103,1,1
494,3235901,10217103,1,1
495,3236001,10217103,1,1
496,3236101,10217102,1,1
497,3236201,10217102,1,1
498,3236301,10217102,1,1
499,3236401,10217102,1,1
500,3236501,10217102,1,1
501,3236601,10217102,1,1
502,3236701,10217102,1,1
503,3236801,10217102,1,1
504,3236901,10217102,1,1
505,3237001,10217102,1,1
506,3237101,10217102,1,1
507,3237201,10217102,1,1
508,3237301,10217102,1,1
509,3237401,10217102,1,1
510,3237501,10217102,1,1
511,3237601,10217102,1,1
512,3237701,10217102,1,1
513,3237801,10217102,1,1
514,3237901,10217105,1,1
515,3238001,10217105,1,1
516,3238101,10217105,1,1
517,3238201,10217105,1,1
518,3238301,10217105,1,1
519,3238401,10217105,1,1
520,3238501,10217105,1,1
521,3238601,10217105,1,1
522,3238701,10217105,1,1
523,3238801,10217105,1,1
524,3238901,10217105,1,1
525,3239001,10217105,1,1
526,3239101,10217105,1,1
527,3239201,10217105,1,1
528,3239301,10217105,1,1
529,3239401,10217105,1,1
530,3239501,10217105,1,1
531,3239601,10217105,1,1
532,3239701,10217114,1,1
533,3239801,10217114,1,1
534,3239901,10217114,1,1
535,3240001,10217115,1,1
536,3240101,10217115,1,1
537,3240201,10217115,1,1
538,3240301,10217111,1,1
539,3240401,10217111,1,1
540,3240501,10217111,1,1
541,3240601,10217112,1,1
542,3240701,10217112,1,1
543,3240801,10217112,1,1
544,3240901,10217117,1,1
545,3241001,10217117,1,1
546,3241101,10217117,1,1
547,3241201,10217121,1,1
548,3241301,10217121,1,1
549,3241401,10217121,1,1
550,3241501,10217142,1,1
551,3241601,10217142,1,1
552,3241701,10217142,1,1
553,3241801,10217142,1,1
554,3241901,10217142,1,1
555,3242001,10217142,1,1
556,3242101,10217142,1,1
557,3242201,10217142,1,1
558,3242301,10217142,1,1
559,3242401,10217142,1,1
560,3242501,10217142,1,1
561,3242601,10217142,1,1
562,3242701,10217142,1,1
563,3242801,10217142,1,1
564,3242901,10217142,1,1
565,3243001,10217142,1,1
566,3243101,10217142,1,1
567,3243201,10217142,1,1
568,3243301,10217142,1,1
569,3243401,10217142,1,1
570,3243501,10217142,1,1
571,3243601,10217143,1,1
572,3243701,10217143,1,1
573,3243801,10217143,1,1
574,3243901,10217143,1,1
575,3244001,10217143,1,1
576,3244101,10217143,1,1
577,3244201,10217143,1,1
578,3244301,10217143,1,1
579,3244401,10217143,1,1
580,3244501,10217143,1,1
581,3244601,10217143,1,1
582,3244701,10217143,1,1
583,3244801,10217143,1,1
584,3244901,10217143,1,1
585,3245001,10217143,1,1
586,3245101,10217143,1,1
587,3245201,10217143,1,1
588,3245301,10217143,1,1
589,3245401,10217143,1,1
590,3245501,10217143,1,1
591,3245601,10217143,1,1
592,3245701,10217144,1,1
593,3245801,10217144,1,1
594,3245901,10217144,1,1
595,3246001,10217144,1,1
596,3246101,10217144,1,1
597,3246201,10217144,1,1
598,3246301,10217144,1,1
599,3246401,10217144,1,1
600,3246501,10217144,1,1
601,3246601,10217144,1,1
602,3246701,10217144,1,1
603,3246801,10217144,1,1
604,3246901,10217144,1,1
605,3247001,10217144,1,1
606,3247101,10217144,1,1
607,3247201,10217144,1,1
608,3247301,10217144,1,1
609,3247401,10217144,1,1
610,3247501,10217144,1,1
611,3247601,10217144,1,1
612,3247701,10217144,1,1
613,3247801,10217145,1,1
614,3247901,10217145,1,1
615,3248001,10217145,1,1
616,3248101,10217145,1,1
617,3248201,10217145,1,1
618,3248301,10217145,1,1
619,3248401,10217145,1,1
620,3248501,10217145,1,1
621,3248601,10217145,1,1
622,3248701,10217145,1,1
623,3248801,10217145,1,1
624,3248901,10217145,1,1
625,3249001,10217145,1,1
626,3249101,10217145,1,1
627,3249201,10217145,1,1
628,3249301,10217145,1,1
629,3249401,10217145,1,1
630,3249501,10217145,1,1
631,3249601,10217145,1,1
632,3249701,10217145,1,1
633,3249801,10217145,1,1
694,6000101,10102003,10,1
695,6000101,10102019,10,1
696,6000101,10102013,10,1
697,6000101,10102002,10,1
698,6000101,10103003,10,1
699,6000101,10102004,10,1
700,6000101,10104002,10,1
701,6000101,10104001,10,1
702,6000101,10102011,10,1
703,6000101,10101001,10,1
704,6000101,10101023,10,1
705,6000101,10101004,10,1
706,6000101,10101021,10,1
707,6000101,10107002,10,1
708,6000101,10101025,10,1
709,6000101,10101006,10,1
710,6000101,10101003,10,1
711,6000101,10101013,10,1
712,6000101,10107001,10,1
713,6000101,10106001,10,1
714,6000101,10106002,10,1
715,6000101,10106004,10,1
716,6000101,10106006,10,1
717,6000101,10106008,10,1
718,6000101,10102001,10,1
719,6000101,10101002,10,1
720,6000101,10101010,10,1
721,6000101,10105001,10,1
722,6000101,10102016,10,1
723,6000101,10101008,10,1
724,6000101,10101005,10,1
725,6000101,10102005,10,1
726,6000101,10102014,10,1
727,6000101,10106013,10,1
728,6000101,10103018,10,1
729,6000101,10103001,10,1
730,6000101,10104006,10,1
731,6000101,10101059,10,1
732,6000101,10102010,10,1
733,6000101,10107017,10,1
734,6000101,10102025,10,1
735,6000101,10101048,10,1
736,6000101,10101040,10,1
737,6000101,10107006,10,1
738,6000101,10101033,10,1
739,6000101,10101022,10,1
740,6000101,10101009,10,1
741,6000101,10101011,10,1
742,6000101,10106005,10,1
743,6000101,10106007,10,1
744,6000101,10106003,10,1
745,6000101,10106009,10,1
746,6000101,10106015,10,1
747,6000101,10106014,10,1
748,6000101,10105003,10,1
749,6000101,10105002,10,1
750,6000101,10101058,10,1
751,6000101,10105013,10,1
752,6000101,10105004,10,1
753,6000101,10101034,10,1
754,6000201,4101009,14,1
755,6000201,4101145,14,1
756,6000201,4101148,14,1
757,6000201,4101099,14,1
758,6000201,4101060,14,1
759,6000201,4101054,14,1
760,6000201,4101044,14,1
761,6000201,4101004,14,1
762,6000201,4101058,14,1
763,6000201,4101002,14,1
764,6000201,4101128,1,1
765,6000201,4101129,1,1
766,6000201,4101131,1,1
767,6000201,4101137,1,1
768,6000201,4101136,1,1
769,6000201,4101049,1,1
770,6000201,4101095,1,1
771,6000201,4101096,1,1
772,6000201,4101031,1,1
773,6000201,4101061,1,1
774,6000301,1101002,224,1
775,6000301,1102004,224,1
776,6000301,1103002,224,1
777,6000301,1105002,224,1
778,6000301,1104006,224,1
779,6000301,1304014,224,1
780,6000301,1305002,224,1
781,6000301,1303003,224,1
782,6000301,1301014,224,1
783,6000301,1302003,224,1
784,6000301,1107008,224,1
785,6000301,1306003,224,1
786,6000301,2101006,224,1
787,6000301,2101005,224,1
788,6000301,2101009,224,1
789,6000301,2102005,224,1
790,6000301,2102065,224,1
791,6000301,2102006,224,1
792,6000301,2103006,224,1
793,6000301,2103065,224,1
794,6000301,2103005,224,1
795,6000301,1201023,224,1
796,6000301,1201004,224,1
797,6000301,3101277,224,1
798,6000301,3201145,224,1
799,6000301,3201144,224,1
800,6000301,3101279,224,1
801,6000301,3101278,224,1
802,6000301,1101031,95,1
803,6000301,1102031,95,1
804,6000301,1103031,95,1
805,6000301,1105031,95,1
806,6000301,1104031,95,1
807,6000301,1304031,95,1
808,6000301,1305031,95,1
809,6000301,1303031,95,1
810,6000301,1301031,95,1
811,6000301,1302031,95,1
812,6000301,1107031,95,1
813,6000301,1306031,95,1
814,6000301,2101003,95,1
815,6000301,2101114,95,1
816,6000301,2101004,95,1
817,6000301,2102003,95,1
818,6000301,2102086,95,1
819,6000301,2102004,95,1
820,6000301,2103003,95,1
821,6000301,2103086,95,1
822,6000301,2103004,95,1
823,6000301,1201030,95,1
824,6000301,1201031,95,1
825,6000301,1201087,95,1
826,6000301,1201088,95,1
827,6000301,3101007,95,1
828,6000301,3101008,95,1
829,6000301,3101009,95,1
830,6000301,3101010,95,1
831,6000301,3101011,95,1
832,6000301,3101012,95,1
833,6000301,3201007,95,1
834,6000301,3201008,95,1
835,6000301,3201009,95,1
836,6000301,3201010,95,1
837,6000301,3201011,95,1
838,6000301,3201012,95,1
839,6000301,1307002,224,1
840,6000301,1307031,95,1
841,6000301,1309014,95,1
842,6000301,1308014,95,1
843,6000301,1309002,224,1
844,6000301,1308002,224,1
845,6000301,1310014,95,1
846,6000301,1311014,95,1
847,6000301,1310002,224,1
848,6000301,1311002,224,1
849,6000401,1101037,224,1
850,6000401,1102035,224,1
851,6000401,1103035,224,1
852,6000401,1105035,224,1
853,6000401,1104035,224,1
854,6000401,1304036,224,1
855,6000401,1305035,224,1
856,6000401,1303036,224,1
857,6000401,1301038,224,1
858,6000401,1302036,224,1
859,6000401,1107037,224,1
860,6000401,1306035,224,1
861,6000401,2101044,224,1
862,6000401,2101045,224,1
863,6000401,2101046,224,1
864,6000401,2102033,224,1
865,6000401,2102071,224,1
866,6000401,2102034,224,1
867,6000401,2103033,224,1
868,6000401,2103071,224,1
869,6000401,2103034,224,1
870,6000401,1201041,224,1
871,6000401,1201042,224,1
872,6000401,3201156,224,1
873,6000401,3201157,224,1
874,6000401,3101295,224,1
875,6000401,3101296,224,1
876,6000401,3101297,224,1
877,6000401,1101032,95,1
878,6000401,1102032,95,1
879,6000401,1103032,95,1
880,6000401,1105032,95,1
881,6000401,1104032,95,1
882,6000401,1304032,95,1
883,6000401,1305032,95,1
884,6000401,1303032,95,1
885,6000401,1301032,95,1
886,6000401,1302032,95,1
887,6000401,1107032,95,1
888,6000401,1306032,95,1
889,6000401,2101011,95,1
890,6000401,2101115,95,1
891,6000401,2101012,95,1
892,6000401,2102007,95,1
893,6000401,2102087,95,1
894,6000401,2102008,95,1
895,6000401,2103007,95,1
896,6000401,2103087,95,1
897,6000401,2103008,95,1
898,6000401,1201032,95,1
899,6000401,1201033,95,1
900,6000401,1201089,95,1
901,6000401,1201090,95,1
902,6000401,3101013,95,1
903,6000401,3101014,95,1
904,6000401,3101015,95,1
905,6000401,3101016,95,1
906,6000401,3101017,95,1
907,6000401,3101018,95,1
908,6000401,3201013,95,1
909,6000401,3201014,95,1
910,6000401,3201015,95,1
911,6000401,3201016,95,1
912,6000401,3201017,95,1
913,6000401,3201018,95,1
914,6000401,1307035,224,1
915,6000401,1307032,95,1
916,6000401,1309015,95,1
917,6000401,1308015,95,1
918,6000401,1309003,224,1
919,6000401,1308003,224,1
920,6000401,1311015,95,1
921,6000401,1310015,95,1
922,6000401,1311003,224,1
923,6000401,1310003,224,1
924,6000501,1101003,224,1
925,6000501,1102006,224,1
926,6000501,1103003,224,1
927,6000501,1105004,224,1
928,6000501,1104002,224,1
929,6000501,1304011,224,1
930,6000501,1305003,224,1
931,6000501,1303016,224,1
932,6000501,1301003,224,1
933,6000501,1302015,224,1
934,6000501,1107011,224,1
935,6000501,1306004,224,1
936,6000501,2101013,224,1
937,6000501,2101015,224,1
938,6000501,2101018,224,1
939,6000501,2102009,224,1
940,6000501,2102076,224,1
941,6000501,2102010,224,1
942,6000501,2103009,224,1
943,6000501,2103076,224,1
944,6000501,2103010,224,1
945,6000501,1201019,224,1
946,6000501,1201011,224,1
947,6000501,3201166,224,1
948,6000501,3201167,224,1
949,6000501,3101310,224,1
950,6000501,3101311,224,1
951,6000501,3101312,224,1
952,6000501,1101033,95,1
953,6000501,1102033,95,1
954,6000501,1103033,95,1
955,6000501,1105033,95,1
956,6000501,1104033,95,1
957,6000501,1304033,95,1
958,6000501,1305033,95,1
959,6000501,1303033,95,1
960,6000501,1301033,95,1
961,6000501,1302033,95,1
962,6000501,1107033,95,1
963,6000501,1306033,95,1
964,6000501,2101025,95,1
965,6000501,2101116,95,1
966,6000501,2101026,95,1
967,6000501,2102013,95,1
968,6000501,2102088,95,1
969,6000501,2102014,95,1
970,6000501,2103013,95,1
971,6000501,2103088,95,1
972,6000501,2103014,95,1
973,6000501,1201034,95,1
974,6000501,1201035,95,1
975,6000501,1201091,95,1
976,6000501,1201092,95,1
977,6000501,3101027,95,1
978,6000501,3101028,95,1
979,6000501,3101029,95,1
980,6000501,3101030,95,1
981,6000501,3101031,95,1
982,6000501,3101032,95,1
983,6000501,3201027,95,1
984,6000501,3201028,95,1
985,6000501,3201029,95,1
986,6000501,3201030,95,1
987,6000501,3201031,95,1
988,6000501,3201032,95,1
989,6000501,1307003,224,1
990,6000501,1307033,95,1
991,6000501,1309004,224,1
992,6000501,1308004,224,1
993,6000501,1309016,95,1
994,6000501,1308016,95,1
995,6000501,1311004,224,1
996,6000501,1310004,224,1
997,6000501,1311016,95,1
998,6000501,1310016,95,1
999,6000601,1101018,224,1
1000,6000601,1102013,224,1
1001,6000601,1103005,224,1
1002,6000601,1105005,224,1
1003,6000601,1104007,224,1
1004,6000601,1304015,224,1
1005,6000601,1305017,224,1
1006,6000601,1303004,224,1
1007,6000601,1301012,224,1
1008,6000601,1302012,224,1
1009,6000601,1107010,224,1
1010,6000601,1306010,224,1
1011,6000601,2101019,224,1
1012,6000601,2101021,224,1
1013,6000601,2101023,224,1
1014,6000601,2102011,224,1
1015,6000601,2102080,224,1
1016,6000601,2102012,224,1
1017,6000601,2103012,224,1
1018,6000601,2103080,224,1
1019,6000601,2103011,224,1
1020,6000601,1201020,224,1
1021,6000601,1201014,224,1
1022,6000601,3201174,224,1
1023,6000601,3201175,224,1
1024,6000601,3101322,224,1
1025,6000601,3101323,224,1
1026,6000601,1101038,95,1
1027,6000601,1102036,95,1
1028,6000601,1103036,95,1
1029,6000601,1105036,95,1
1030,6000601,1104036,95,1
1031,6000601,1304037,95,1
1032,6000601,1305036,95,1
1033,6000601,1303037,95,1
1034,6000601,1301039,95,1
1035,6000601,1302037,95,1
1036,6000601,1107038,95,1
1037,6000601,1306036,95,1
1038,6000601,2101050,95,1
1039,6000601,2101117,95,1
1040,6000601,2101051,95,1
1041,6000601,2102035,95,1
1042,6000601,2102089,95,1
1043,6000601,2102036,95,1
1044,6000601,2103035,95,1
1045,6000601,2103089,95,1
1046,6000601,2103036,95,1
1047,6000601,1201043,95,1
1048,6000601,1201044,95,1
1049,6000601,1201093,95,1
1050,6000601,1201094,95,1
1051,6000601,3101082,95,1
1052,6000601,3101083,95,1
1053,6000601,3101084,95,1
1054,6000601,3101085,95,1
1055,6000601,3101086,95,1
1056,6000601,3101087,95,1
1057,6000601,3201071,95,1
