equip_id,material_id,material_num,id
1305039,1305038,1.0,156
1305039,10406401,12.0,157
1305039,10406455,4.0,158
1307039,1307038,1.0,159
1307039,10406401,12.0,160
1307039,10406455,4.0,161
1301042,1301041,1.0,162
1301042,10406401,12.0,163
1301042,10406455,4.0,164
1306039,1306038,1.0,165
1306039,10406401,12.0,166
1306039,10406455,4.0,167
1302040,1302039,1.0,168
1302040,10406401,12.0,169
1302040,10406455,4.0,170
1105039,1105038,1.0,171
1105039,10406401,6.0,172
1105039,10406455,2.0,173
2101138,2101060,1.0,174
2101138,10406415,10.0,175
2101138,10406462,2.0,176
2101139,2101061,1.0,177
2101139,10406415,10.0,178
2101139,10406462,2.0,179
2101140,2101062,1.0,180
2101140,10406415,10.0,181
2101140,10406462,2.0,182
2102107,2102041,1.0,183
2102107,10406415,10.0,184
2102107,10406463,2.0,185
2102068,2102067,1.0,186
2102068,10406415,10.0,187
2102068,10406463,2.0,188
2102108,2102042,1.0,189
2102108,10406415,10.0,190
2102108,10406463,2.0,191
2103107,2103041,1.0,192
2103107,10406415,10.0,193
2103107,10406464,2.0,194
2103068,2103067,1.0,195
2103068,10406415,10.0,196
2103068,10406464,2.0,197
2103108,2103042,1.0,198
2103108,10406415,10.0,199
2103108,10406464,2.0,200
1201069,1201049,1.0,201
1201069,10406401,10.0,202
1201069,10406461,2.0,203
1201070,1201050,1.0,204
1201070,10406401,10.0,205
1201070,10406461,2.0,206
3201150,3201148,1.0,207
3201150,10406402,20.0,208
3201150,10406459,4.0,209
3201151,3201149,1.0,210
3201151,10406402,20.0,211
3201151,10406459,4.0,212
3101286,3101283,1.0,213
3101286,10406402,10.0,214
3101286,10406460,2.0,215
3101287,3101284,1.0,216
3101287,10406402,10.0,217
3101287,10406460,2.0,218
3101288,3101285,1.0,219
3101288,10406402,10.0,220
3101288,10406460,2.0,221
1101051,1101041,1.0,222
1101051,10406401,20.0,223
1101051,10406461,4.0,224
1102049,1102039,1.0,225
1102049,10406401,20.0,226
1102049,10406461,4.0,227
1104049,1104039,1.0,228
1104049,10406401,20.0,229
1104049,10406461,4.0,230
1103049,1103039,1.0,231
1103049,10406401,20.0,232
1103049,10406461,4.0,233
1107051,1107041,1.0,234
1107051,10406401,30.0,235
1107051,10406461,6.0,236
1303050,1303040,1.0,237
1303050,10406401,30.0,238
1303050,10406461,6.0,239
1304050,1304040,1.0,240
1304050,10406401,30.0,241
1304050,10406461,6.0,242
1305049,1305039,1.0,243
1305049,10406401,30.0,244
1305049,10406461,6.0,245
1307049,1307039,1.0,246
1307049,10406401,30.0,247
1307049,10406461,6.0,248
1301052,1301042,1.0,249
1301052,10406401,30.0,250
1301052,10406461,6.0,251
1306049,1306039,1.0,252
1306049,10406401,30.0,253
1306049,10406461,6.0,254
1302050,1302040,1.0,255
1302050,10406401,30.0,256
1302050,10406461,6.0,257
1105049,1105039,1.0,258
1105049,10406401,15.0,259
1105049,10406461,3.0,260
2101141,2101138,1.0,261
2101141,10406414,4.0,262
2101141,10406468,2.0,263
2101142,2101139,1.0,264
2101142,10406414,4.0,265
2101142,10406468,2.0,266
2101143,2101140,1.0,267
2101143,10406414,4.0,268
2101143,10406468,2.0,269
2102109,2102107,1.0,270
2102109,10406414,4.0,271
2102109,10406469,2.0,272
2102069,2102068,1.0,273
2102069,10406414,4.0,274
2102069,10406469,2.0,275
2102110,2102108,1.0,276
2102110,10406414,4.0,277
2102110,10406469,2.0,278
2103109,2103107,1.0,279
2103109,10406414,4.0,280
2103109,10406470,2.0,281
2103069,2103068,1.0,282
2103069,10406414,4.0,283
2103069,10406470,2.0,284
2103110,2103108,1.0,285
2103110,10406414,4.0,286
2103110,10406470,2.0,287
1201071,1201069,1.0,288
1201071,10406413,4.0,289
1201071,10406467,2.0,290
1201072,1201070,1.0,291
1201072,10406413,4.0,292
1201072,10406467,2.0,293
3201152,3201150,1.0,294
3201152,10406427,8.0,295
3201152,10406465,4.0,296
3201153,3201151,1.0,297
3201153,10406427,8.0,298
3201153,10406465,4.0,299
3101289,3101286,1.0,300
3101289,10406427,4.0,301
3101289,10406466,2.0,302
3101290,3101287,1.0,303
3101290,10406427,4.0,304
3101290,10406466,2.0,305
3101291,3101288,1.0,306
3101291,10406427,4.0,307
3101291,10406466,2.0,308
1101052,1101051,1.0,309
1101052,10406413,8.0,310
1101052,10406467,4.0,311
1102050,1102049,1.0,312
1102050,10406413,8.0,313
1102050,10406467,4.0,314
1104050,1104049,1.0,315
1104050,10406413,8.0,316
1104050,10406467,4.0,317
1103050,1103049,1.0,318
1103050,10406413,8.0,319
1103050,10406467,4.0,320
1107052,1107051,1.0,321
1107052,10406413,12.0,322
1107052,10406467,6.0,323
1303051,1303050,1.0,324
1303051,10406413,12.0,325
1303051,10406467,6.0,326
1304051,1304050,1.0,327
1304051,10406413,12.0,328
1304051,10406467,6.0,329
1305050,1305049,1.0,330
1305050,10406413,12.0,331
1305050,10406467,6.0,332
1307050,1307049,1.0,333
1307050,10406413,12.0,334
1307050,10406467,6.0,335
1301053,1301052,1.0,336
1301053,10406413,12.0,337
1301053,10406467,6.0,338
1306050,1306049,1.0,339
1306050,10406413,12.0,340
1306050,10406467,6.0,341
1302051,1302050,1.0,342
1302051,10406413,12.0,343
1302051,10406467,6.0,344
1105050,1105049,1.0,345
1105050,10406413,6.0,346
1105050,10406467,3.0,347
2101144,2101141,1.0,348
2101144,10406414,8.0,349
2101144,10406474,2.0,350
2101145,2101142,1.0,351
2101145,10406414,8.0,352
2101145,10406474,2.0,353
2101146,2101143,1.0,354
2101146,10406414,8.0,355
2101146,10406474,2.0,356
2102111,2102109,1.0,357
2102111,10406414,8.0,358
2102111,10406475,2.0,359
2102070,2102069,1.0,360
2102070,10406414,8.0,361
2102070,10406475,2.0,362
2102112,2102110,1.0,363
2102112,10406414,8.0,364
2102112,10406475,2.0,365
2103111,2103109,1.0,366
2103111,10406414,8.0,367
2103111,10406476,2.0,368
2103070,2103069,1.0,369
2103070,10406414,8.0,370
2103070,10406476,2.0,371
2103112,2103110,1.0,372
2103112,10406414,8.0,373
2103112,10406476,2.0,374
1201073,1201071,1.0,375
1201073,10406413,8.0,376
1201073,10406473,2.0,377
1201074,1201072,1.0,378
1201074,10406413,8.0,379
1201074,10406473,2.0,380
3201154,3201152,1.0,381
3201154,10406427,16.0,382
3201154,10406471,4.0,383
3201155,3201153,1.0,384
3201155,10406427,16.0,385
3201155,10406471,4.0,386
3101292,3101289,1.0,387
3101292,10406427,8.0,388
3101292,10406472,2.0,389
3101293,3101290,1.0,390
3101293,10406427,8.0,391
3101293,10406472,2.0,392
3101294,3101291,1.0,393
3101294,10406427,8.0,394
3101294,10406472,2.0,395
1101053,1101052,1.0,396
1101053,10406413,16.0,397
1101053,10406473,4.0,398
1102051,1102050,1.0,399
1102051,10406413,16.0,400
1102051,10406473,4.0,401
1104051,1104050,1.0,402
1104051,10406413,16.0,403
1104051,10406473,4.0,404
1103051,1103050,1.0,405
1103051,10406413,16.0,406
1103051,10406473,4.0,407
1107053,1107052,1.0,408
1107053,10406413,24.0,409
1107053,10406473,6.0,410
1303052,1303051,1.0,411
1303052,10406413,24.0,412
1303052,10406473,6.0,413
1304052,1304051,1.0,414
1304052,10406413,24.0,415
1304052,10406473,6.0,416
1305051,1305050,1.0,417
1305051,10406413,24.0,418
1305051,10406473,6.0,419
1307051,1307050,1.0,420
1307051,10406413,24.0,421
1307051,10406473,6.0,422
1301054,1301053,1.0,423
1301054,10406413,24.0,424
1301054,10406473,6.0,425
1306051,1306050,1.0,426
1306051,10406413,24.0,427
1306051,10406473,6.0,428
1302052,1302051,1.0,429
1302052,10406413,24.0,430
1302052,10406473,6.0,431
1105051,1105050,1.0,432
1105051,10406413,12.0,433
1105051,10406473,3.0,434
2101066,2101144,1.0,435
2101066,10406496,7.0,436
2101066,10406480,3.0,437
2101020,2101145,1.0,438
2101020,10406496,7.0,439
2101020,10406480,3.0,440
2101047,2101146,1.0,441
2101047,10406496,7.0,442
2101047,10406480,3.0,443
2102130,2102111,1.0,444
2102130,10406496,7.0,445
2102130,10406481,3.0,446
2102021,2102070,1.0,447
2102021,10406496,7.0,448
2102021,10406481,3.0,449
2102060,2102112,1.0,450
2102060,10406496,7.0,451
2102060,10406481,3.0,452
2103130,2103111,1.0,453
2103130,10406496,7.0,454
2103130,10406482,3.0,455
2103021,2103070,1.0,456
2103021,10406496,7.0,457
2103021,10406482,3.0,458
2103060,2103112,1.0,459
2103060,10406496,7.0,460
2103060,10406482,3.0,461
1201003,1201073,1.0,462
1201003,10406495,7.0,463
1201003,10406479,3.0,464
1201006,1201074,1.0,465
1201006,10406495,7.0,466
1201006,10406479,3.0,467
3201922,3201154,1.0,468
3201922,10406497,13.0,469
3201922,10406477,7.0,470
3201923,3201155,1.0,471
3201923,10406497,13.0,472
3201923,10406477,7.0,473
3101265,3101292,1.0,474
3101265,10406497,7.0,475
3101265,10406478,3.0,476
3101266,3101293,1.0,477
3101266,10406497,7.0,478
3101266,10406478,3.0,479
3101267,3101294,1.0,480
3101267,10406497,7.0,481
3101267,10406478,3.0,482
1101004,1101053,1.0,483
1101004,10406495,13.0,484
1101004,10406479,7.0,485
1102005,1102051,1.0,486
1102005,10406495,13.0,487
1102005,10406479,7.0,488
1104005,1104051,1.0,489
1104005,10406495,13.0,490
1104005,10406479,7.0,491
1103008,1103051,1.0,492
1103008,10406495,13.0,493
1103008,10406479,7.0,494
1107003,1107053,1.0,495
1107003,10406495,20.0,496
1107003,10406479,10.0,497
1303007,1303052,1.0,498
1303007,10406495,20.0,499
1303007,10406479,10.0,500
1304005,1304052,1.0,501
1304005,10406495,20.0,502
1304005,10406479,10.0,503
1305006,1305051,1.0,504
1305006,10406495,20.0,505
1305006,10406479,10.0,506
1307009,1307051,1.0,507
1307009,10406495,20.0,508
1307009,10406479,10.0,509
1301004,1301054,1.0,510
1301004,10406495,20.0,511
1301004,10406479,10.0,512
1306006,1306051,1.0,513
1306006,10406495,20.0,514
1306006,10406479,10.0,515
1302004,1302052,1.0,516
1302004,10406495,20.0,517
1302004,10406479,10.0,518
1105003,1105051,1.0,519
1105003,10406495,10.0,520
1105003,10406479,5.0,521
2101147,2101044,1.0,522
2101147,10406415,4.0,523
2101147,10406456,1.0,524
2101148,2101045,1.0,525
2101148,10406415,4.0,526
2101148,10406456,1.0,527
2101149,2101046,1.0,528
2101149,10406415,4.0,529
2101149,10406456,1.0,530
2102113,2102033,1.0,531
2102113,10406415,4.0,532
2102113,10406457,1.0,533
2102072,2102071,1.0,534
2102072,10406415,4.0,535
2102072,10406457,1.0,536
2102114,2102034,1.0,537
2102114,10406415,4.0,538
2102114,10406457,1.0,539
2103113,2103033,1.0,540
2103113,10406415,4.0,541
2103113,10406458,1.0,542
2103072,2103071,1.0,543
2103072,10406415,4.0,544
2103072,10406458,1.0,545
2103114,2103034,1.0,546
2103114,10406415,4.0,547
2103114,10406458,1.0,548
1201075,1201041,1.0,549
1201075,10406401,4.0,550
1201075,10406455,1.0,551
1201076,1201042,1.0,552
1201076,10406401,4.0,553
1201076,10406455,1.0,554
3201158,3201156,1.0,555
3201158,10406402,8.0,556
3201158,10406453,3.0,557
3201159,3201157,1.0,558
3201159,10406402,8.0,559
3201159,10406453,3.0,560
3101298,3101295,1.0,561
3101298,10406402,4.0,562
3101298,10406454,1.0,563
3101299,3101296,1.0,564
3101299,10406402,4.0,565
3101299,10406454,1.0,566
3101300,3101297,1.0,567
3101300,10406402,4.0,568
3101300,10406454,1.0,569
1101054,1101037,1.0,570
1101054,10406401,8.0,571
1101054,10406455,3.0,572
1102052,1102035,1.0,573
1102052,10406401,8.0,574
1102052,10406455,3.0,575
1104052,1104035,1.0,576
1104052,10406401,8.0,577
1104052,10406455,3.0,578
1103052,1103035,1.0,579
1103052,10406401,8.0,580
1103052,10406455,3.0,581
1107054,1107037,1.0,582
1107054,10406401,12.0,583
1107054,10406455,4.0,584
1303053,1303036,1.0,585
1303053,10406401,12.0,586
1303053,10406455,4.0,587
1304053,1304036,1.0,588
1304053,10406401,12.0,589
1304053,10406455,4.0,590
1305052,1305035,1.0,591
1305052,10406401,12.0,592
1305052,10406455,4.0,593
1307052,1307035,1.0,594
1307052,10406401,12.0,595
1307052,10406455,4.0,596
1301055,1301038,1.0,597
1301055,10406401,12.0,598
1301055,10406455,4.0,599
1306052,1306035,1.0,600
1306052,10406401,12.0,601
1306052,10406455,4.0,602
1302053,1302036,1.0,603
1302053,10406401,12.0,604
1302053,10406455,4.0,605
1105052,1105035,1.0,606
1105052,10406401,6.0,607
1105052,10406455,2.0,608
2101150,2101147,1.0,609
2101150,10406415,10.0,610
2101150,10406462,2.0,611
2101151,2101148,1.0,612
2101151,10406415,10.0,613
2101151,10406462,2.0,614
2101152,2101149,1.0,615
2101152,10406415,10.0,616
2101152,10406462,2.0,617
2102115,2102113,1.0,618
2102115,10406415,10.0,619
2102115,10406463,2.0,620
2102073,2102072,1.0,621
2102073,10406415,10.0,622
2102073,10406463,2.0,623
2102116,2102114,1.0,624
2102116,10406415,10.0,625
2102116,10406463,2.0,626
2103115,2103113,1.0,627
2103115,10406415,10.0,628
2103115,10406464,2.0,629
2103073,2103072,1.0,630
2103073,10406415,10.0,631
2103073,10406464,2.0,632
2103116,2103114,1.0,633
2103116,10406415,10.0,634
2103116,10406464,2.0,635
1201077,1201075,1.0,636
1201077,10406401,10.0,637
1201077,10406461,2.0,638
1201078,1201076,1.0,639
1201078,10406401,10.0,640
1201078,10406461,2.0,641
3201160,3201158,1.0,642
3201160,10406402,20.0,643
3201160,10406459,4.0,644
3201161,3201159,1.0,645
3201161,10406402,20.0,646
3201161,10406459,4.0,647
3101301,3101298,1.0,648
3101301,10406402,10.0,649
3101301,10406460,2.0,650
3101302,3101299,1.0,651
3101302,10406402,10.0,652
3101302,10406460,2.0,653
3101303,3101300,1.0,654
3101303,10406402,10.0,655
3101303,10406460,2.0,656
1101055,1101054,1.0,657
1101055,10406401,20.0,658
1101055,10406461,4.0,659
1102053,1102052,1.0,660
1102053,10406401,20.0,661
1102053,10406461,4.0,662
1104053,1104052,1.0,663
1104053,10406401,20.0,664
1104053,10406461,4.0,665
1103053,1103052,1.0,666
1103053,10406401,20.0,667
1103053,10406461,4.0,668
1107055,1107054,1.0,669
1107055,10406401,30.0,670
1107055,10406461,6.0,671
1303054,1303053,1.0,672
1303054,10406401,30.0,673
1303054,10406461,6.0,674
1304054,1304053,1.0,675
1304054,10406401,30.0,676
1304054,10406461,6.0,677
1305053,1305052,1.0,678
1305053,10406401,30.0,679
1305053,10406461,6.0,680
1307053,1307052,1.0,681
1307053,10406401,30.0,682
1307053,10406461,6.0,683
1301056,1301055,1.0,684
1301056,10406401,30.0,685
1301056,10406461,6.0,686
1306053,1306052,1.0,687
1306053,10406401,30.0,688
1306053,10406461,6.0,689
1302054,1302053,1.0,690
1302054,10406401,30.0,691
1302054,10406461,6.0,692
1105053,1105052,1.0,693
1105053,10406401,15.0,694
1105053,10406461,3.0,695
2101153,2101150,1.0,696
2101153,10406414,4.0,697
2101153,10406468,2.0,698
2101154,2101151,1.0,699
2101154,10406414,4.0,700
2101154,10406468,2.0,701
2101155,2101152,1.0,702
2101155,10406414,4.0,703
2101155,10406468,2.0,704
2102117,2102115,1.0,705
2102117,10406414,4.0,706
2102117,10406469,2.0,707
2102074,2102073,1.0,708
2102074,10406414,4.0,709
2102074,10406469,2.0,710
2102118,2102116,1.0,711
2102118,10406414,4.0,712
2102118,10406469,2.0,713
2103117,2103115,1.0,714
2103117,10406414,4.0,715
2103117,10406470,2.0,716
2103074,2103073,1.0,717
2103074,10406414,4.0,718
2103074,10406470,2.0,719
2103118,2103116,1.0,720
2103118,10406414,4.0,721
2103118,10406470,2.0,722
1201079,1201077,1.0,723
1201079,10406413,4.0,724
1201079,10406467,2.0,725
1201080,1201078,1.0,726
1201080,10406413,4.0,727
1201080,10406467,2.0,728
3201162,3201160,1.0,729
3201162,10406427,8.0,730
3201162,10406465,4.0,731
3201163,3201161,1.0,732
3201163,10406427,8.0,733
3201163,10406465,4.0,734
3101304,3101301,1.0,735
3101304,10406427,4.0,736
3101304,10406466,2.0,737
3101305,3101302,1.0,738
3101305,10406427,4.0,739
3101305,10406466,2.0,740
3101306,3101303,1.0,741
3101306,10406427,4.0,742
3101306,10406466,2.0,743
1101056,1101055,1.0,744
1101056,10406413,8.0,745
1101056,10406467,4.0,746
1102054,1102053,1.0,747
1102054,10406413,8.0,748
1102054,10406467,4.0,749
1104054,1104053,1.0,750
1104054,10406413,8.0,751
1104054,10406467,4.0,752
1103054,1103053,1.0,753
1103054,10406413,8.0,754
1103054,10406467,4.0,755
1107056,1107055,1.0,756
1107056,10406413,12.0,757
1107056,10406467,6.0,758
1303055,1303054,1.0,759
1303055,10406413,12.0,760
1303055,10406467,6.0,761
1304055,1304054,1.0,762
1304055,10406413,12.0,763
1304055,10406467,6.0,764
1305054,1305053,1.0,765
1305054,10406413,12.0,766
1305054,10406467,6.0,767
1307054,1307053,1.0,768
1307054,10406413,12.0,769
1307054,10406467,6.0,770
1301057,1301056,1.0,771
1301057,10406413,12.0,772
1301057,10406467,6.0,773
1306054,1306053,1.0,774
1306054,10406413,12.0,775
1306054,10406467,6.0,776
1302055,1302054,1.0,777
1302055,10406413,12.0,778
1302055,10406467,6.0,779
1105054,1105053,1.0,780
1105054,10406413,6.0,781
1105054,10406467,3.0,782
2101156,2101153,1.0,783
2101156,10406414,8.0,784
2101156,10406474,2.0,785
2101157,2101154,1.0,786
2101157,10406414,8.0,787
2101157,10406474,2.0,788
2101158,2101155,1.0,789
2101158,10406414,8.0,790
2101158,10406474,2.0,791
2102119,2102117,1.0,792
2102119,10406414,8.0,793
2102119,10406475,2.0,794
2102075,2102074,1.0,795
2102075,10406414,8.0,796
2102075,10406475,2.0,797
2102120,2102118,1.0,798
2102120,10406414,8.0,799
2102120,10406475,2.0,800
2103119,2103117,1.0,801
2103119,10406414,8.0,802
2103119,10406476,2.0,803
2103075,2103074,1.0,804
2103075,10406414,8.0,805
2103075,10406476,2.0,806
2103120,2103118,1.0,807
2103120,10406414,8.0,808
2103120,10406476,2.0,809
1201081,1201079,1.0,810
1201081,10406413,8.0,811
1201081,10406473,2.0,812
1201082,1201080,1.0,813
1201082,10406413,8.0,814
1201082,10406473,2.0,815
3201164,3201162,1.0,816
3201164,10406427,16.0,817
3201164,10406471,4.0,818
3201165,3201163,1.0,819
3201165,10406427,16.0,820
3201165,10406471,4.0,821
3101307,3101304,1.0,822
3101307,10406427,8.0,823
3101307,10406472,2.0,824
3101308,3101305,1.0,825
3101308,10406427,8.0,826
3101308,10406472,2.0,827
3101309,3101306,1.0,828
3101309,10406427,8.0,829
3101309,10406472,2.0,830
1101057,1101056,1.0,831
1101057,10406413,16.0,832
1101057,10406473,4.0,833
1102055,1102054,1.0,834
1102055,10406413,16.0,835
1102055,10406473,4.0,836
1104055,1104054,1.0,837
1104055,10406413,16.0,838
1104055,10406473,4.0,839
1103055,1103054,1.0,840
1103055,10406413,16.0,841
1103055,10406473,4.0,842
1107057,1107056,1.0,843
1107057,10406413,24.0,844
1107057,10406473,6.0,845
1303056,1303055,1.0,846
1303056,10406413,24.0,847
1303056,10406473,6.0,848
1304056,1304055,1.0,849
1304056,10406413,24.0,850
1304056,10406473,6.0,851
1305055,1305054,1.0,852
1305055,10406413,24.0,853
1305055,10406473,6.0,854
1307055,1307054,1.0,855
1307055,10406413,24.0,856
1307055,10406473,6.0,857
1301058,1301057,1.0,858
1301058,10406413,24.0,859
1301058,10406473,6.0,860
1306055,1306054,1.0,861
1306055,10406413,24.0,862
1306055,10406473,6.0,863
1302056,1302055,1.0,864
1302056,10406413,24.0,865
1302056,10406473,6.0,866
1105055,1105054,1.0,867
1105055,10406413,12.0,868
1105055,10406473,3.0,869
2101067,2101156,1.0,870
2101067,10406496,7.0,871
2101067,10406480,3.0,872
2101022,2101157,1.0,873
2101022,10406496,7.0,874
2101022,10406480,3.0,875
2101048,2101158,1.0,876
2101048,10406496,7.0,877
2101048,10406480,3.0,878
2102131,2102119,1.0,879
2102131,10406496,7.0,880
2102131,10406481,3.0,881
2102023,2102075,1.0,882
2102023,10406496,7.0,883
2102023,10406481,3.0,884
2102063,2102120,1.0,885
2102063,10406496,7.0,886
2102063,10406481,3.0,887
2103131,2103119,1.0,888
2103131,10406496,7.0,889
2103131,10406482,3.0,890
2103023,2103075,1.0,891
2103023,10406496,7.0,892
2103023,10406482,3.0,893
2103063,2103120,1.0,894
2103063,10406496,7.0,895
2103063,10406482,3.0,896
1201007,1201081,1.0,897
1201007,10406495,7.0,898
1201007,10406479,3.0,899
1201008,1201082,1.0,900
1201008,10406495,7.0,901
1201008,10406479,3.0,902
3201924,3201164,1.0,903
3201924,10406497,13.0,904
3201924,10406477,7.0,905
3201925,3201165,1.0,906
3201925,10406497,13.0,907
3201925,10406477,7.0,908
3101268,3101307,1.0,909
3101268,10406497,7.0,910
3101268,10406478,3.0,911
3101269,3101308,1.0,912
3101269,10406497,7.0,913
3101269,10406478,3.0,914
3101270,3101309,1.0,915
3101270,10406497,7.0,916
3101270,10406478,3.0,917
1101005,1101057,1.0,918
1101005,10406495,13.0,919
1101005,10406479,7.0,920
1102011,1102055,1.0,921
1102011,10406495,13.0,922
1102011,10406479,7.0,923
1104009,1104055,1.0,924
1104009,10406495,13.0,925
1104009,10406479,7.0,926
1103009,1103055,1.0,927
1103009,10406495,13.0,928
1103009,10406479,7.0,929
1107004,1107057,1.0,930
1107004,10406495,20.0,931
1107004,10406479,10.0,932
1303008,1303056,1.0,933
1303008,10406495,20.0,934
1303008,10406479,10.0,935
1304006,1304056,1.0,936
1304006,10406495,20.0,937
1304006,10406479,10.0,938
1305007,1305055,1.0,939
1305007,10406495,20.0,940
1305007,10406479,10.0,941
1307010,1307055,1.0,942
1307010,10406495,20.0,943
1307010,10406479,10.0,944
1301005,1301058,1.0,945
1301005,10406495,20.0,946
1301005,10406479,10.0,947
1306007,1306055,1.0,948
1306007,10406495,20.0,949
1306007,10406479,10.0,950
1302005,1302056,1.0,951
1302005,10406495,20.0,952
1302005,10406479,10.0,953
1105006,1105055,1.0,954
1105006,10406495,10.0,955
1105006,10406479,5.0,956
2101078,2101013,1.0,957
2101078,10406415,10.0,958
2101078,10406462,2.0,959
2101079,2101015,1.0,960
2101079,10406415,10.0,961
2101079,10406462,2.0,962
2101080,2101018,1.0,963
2101080,10406415,10.0,964
2101080,10406462,2.0,965
2102047,2102009,1.0,966
2102047,10406415,10.0,967
2102047,10406463,2.0,968
2102077,2102076,1.0,969
2102077,10406415,10.0,970
2102077,10406463,2.0,971
2102048,2102010,1.0,972
2102048,10406415,10.0,973
2102048,10406463,2.0,974
2103047,2103009,1.0,975
2103047,10406415,10.0,976
2103047,10406464,2.0,977
2103077,2103076,1.0,978
2103077,10406415,10.0,979
2103077,10406464,2.0,980
2103048,2103010,1.0,981
2103048,10406415,10.0,982
2103048,10406464,2.0,983
1201055,1201019,1.0,984
1201055,10406401,10.0,985
1201055,10406461,2.0,986
1201056,1201011,1.0,987
1201056,10406401,10.0,988
1201056,10406461,2.0,989
3201168,3201166,1.0,990
3201168,10406402,20.0,991
3201168,10406459,4.0,992
3201169,3201167,1.0,993
3201169,10406402,20.0,994
3201169,10406459,4.0,995
3101313,3101310,1.0,996
