id,item_id,req_item_id,item_num
142,10202188,10422001,1
143,10202189,10402034,10
144,10202189,10403120,10
145,10202189,10422001,1
147,10202190,10403121,10
148,10202190,10422001,1
149,10202191,10413256,1
150,10202191,10403122,10
151,10202191,10422001,1
152,10202192,10413257,1
153,10202192,10403123,10
154,10202192,10422001,1
155,10202193,10413258,1
156,10202193,10403124,10
157,10202193,10422001,1
158,10204066,10201015,2
159,10204066,10406790,10
160,10204067,10413124,10
161,10204067,10413197,10
162,10204068,10413124,20
163,10204068,10413197,20
164,10204069,10201017,2
165,10204069,10406790,100
166,10204070,10201015,4
167,10204070,10413130,20
168,10204071,10201017,4
169,10204071,10413130,200
170,10204072,10413198,20
171,10204072,10413064,20
172,10204073,10413126,20
173,10204073,10413197,20
174,10204074,10413132,5
175,10204074,10413052,5
176,10204075,10406102,10
177,10204075,10413052,10
178,10204076,10406104,10
179,10204076,10413052,10
180,10204077,10406103,10
181,10204077,10413052,10
182,10204078,10201014,2
183,10204078,10406790,20
184,10204079,10413039,5
185,10204079,10413064,5
186,10204080,10406101,10
187,10204080,10413052,10
190,10204082,10201014,4
191,10204082,10413130,40
193,10204083,10413064,10
196,10204085,10201008,1
197,10204085,10413198,30
198,10204086,10201016,2
199,10204086,10406790,30
200,10204087,10201016,4
201,10204087,10413130,60
202,10204088,10406102,10
203,10204088,10413128,10
204,10204089,10406104,10
205,10204089,10413128,10
206,10204090,10406103,10
207,10204090,10413128,10
208,10204091,10406101,10
209,10204091,10413128,10
212,10204093,10202024,10
213,10204093,10413064,10
214,10204094,10406102,10
215,10204094,10406854,10
216,10204095,10406104,10
217,10204095,10406854,10
218,10204096,10406103,10
219,10204096,10406854,10
220,10204097,10406101,10
221,10204097,10406854,10
222,10204134,10405069,360
223,10204135,10405070,360
224,10204136,10405071,360
225,10204137,10405072,360
226,10204138,10405073,360
227,10204139,10405074,360
228,10204206,10405075,360
229,10204209,10405076,360
230,10204210,10405077,360
231,10207002,10207004,2
232,10207002,10413131,20
233,10207003,10207002,5
234,10207003,10406109,200
235,10207004,10413125,10
236,10207004,10413132,10
237,10207005,10207004,3
238,10207005,10406502,1
239,10207006,10207002,3
240,10207006,10406502,1
241,10211001,10406118,10
242,10211001,10406037,1
243,10211002,10406114,9
244,10211002,10406028,2
245,10211003,10406119,12
246,10211003,10406018,3
247,10211007,10406118,10
248,10211007,10406038,1
249,10211008,10406114,9
250,10211008,10406032,2
251,10211009,10406119,12
252,10211009,10406019,3
253,10211013,10406118,10
254,10211013,10406039,1
255,10211014,10406114,9
256,10211014,10406022,2
257,10211015,10406119,12
258,10211015,10406020,3
259,10217066,10217062,4
260,10217066,10217063,4
261,10217066,10217064,2
262,10217066,10217065,1
263,10219116,10217072,4
264,10219116,10217073,4
265,10219116,10217074,2
266,10219116,10217075,1
267,10219508,10415007,12
268,10219508,10406236,24
269,10219508,10406790,900
270,10219509,10415007,24
271,10219509,10406236,48
272,10219509,10413130,1800
273,10401010,10423005,372
274,10401010,10423006,372
275,10401011,10423004,372
276,10401011,10423003,372
277,10401012,10423001,372
278,10401012,10423002,372
279,10401013,10423007,372
280,10401013,10423008,372
281,10401014,10423009,372
282,10401014,10423010,372
283,10401015,10423011,372
284,10401015,10423012,372
286,10402002,10402001,8
287,10402002,10406109,5
288,10402003,10406128,7
289,10402003,10406017,9
290,10402005,10402004,8
291,10402005,10406109,5
292,10402006,10406126,7
293,10402006,10406023,9
297,10402010,10406141,3
298,10402012,10406142,3
300,10403003,10403002,5
301,10403004,10403003,5
302,10403005,10403004,5
303,10403020,10403019,5
304,10403021,10403020,5
305,10403023,10403022,5
306,10403024,10403023,5
307,10403051,10403050,5
308,10403052,10403051,5
309,10403067,10403091,350
310,10403067,10403092,350
311,10403068,10403089,350
312,10403068,10403090,350
313,10403069,10403087,350
314,10403069,10403088,350
315,10403070,10403093,350
316,10403070,10403094,350
317,10403071,10403095,350
318,10403071,10403096,350
319,10403072,10403097,350
320,10403072,10403098,350
321,10406113,10406117,3
322,10406114,10406118,3
323,10406116,10406113,3
324,10406119,10406114,3
325,10406120,10406107,3
326,10406121,10406110,3
327,10406122,10406109,3
328,10406123,10406108,3
329,10406124,10406115,3
330,10406125,10406111,3
331,10406126,10402004,3
332,10406127,10406112,3
333,10406128,10402001,3
334,10406130,10406116,3
335,10406131,10406119,3
336,10406132,10406126,3
337,10406133,10406127,3
338,10406134,10406128,3
339,10406135,10406129,3
340,10406136,10406130,3
341,10406137,10406120,3
342,10406138,10406121,3
343,10406139,10406122,3
344,10406140,10406123,3
345,10406141,10406124,3
346,10406142,10406125,3
347,10406143,10406131,3
348,10406144,10406132,3
349,10406145,10406133,3
350,10406146,10406134,3
351,10406147,10406135,3
352,10406148,10406136,3
353,10406149,10406137,3
354,10406150,10406138,3
355,10406151,10406139,3
356,10406152,10406140,3
357,10406401,10406108,12
358,10406401,10406109,12
359,10406402,10406107,12
360,10406402,10406109,12
361,10406403,10406112,8
362,10406403,10406109,5
363,10406404,10406125,30
364,10406404,10406027,12
365,10406405,10406124,30
366,10406405,10406033,12
367,10406406,10406125,30
368,10406406,10406021,12
369,10406407,10406132,15
370,10406407,10406029,12
371,10406408,10406124,30
372,10406408,10406021,12
373,10406409,10406134,15
374,10406409,10406026,12
375,10406410,10406133,15
376,10406410,10406025,12
377,10406411,10406124,30
378,10406411,10406027,12
379,10406412,10406125,30
380,10406412,10406033,12
381,10406413,10406123,35
382,10406413,10406122,35
383,10406414,10406121,35
384,10406414,10406122,35
385,10406415,10406110,12
386,10406415,10406109,12
387,10406416,10406113,16
388,10406416,10406217,3
389,10406417,10406113,16
390,10406417,10406218,3
391,10406418,10406115,10
392,10406418,10406042,4
393,10406419,10406111,10
394,10406419,10406043,4
395,10406420,10406115,10
396,10406420,10406044,4
397,10406421,10406111,10
398,10406421,10406042,4
399,10406422,10406115,10
400,10406422,10406043,4
401,10406423,10406111,10
402,10406423,10406044,4
403,10406424,10406117,15
404,10406424,10406231,2
405,10406425,10406117,15
406,10406425,10406210,2
407,10406426,10406117,15
408,10406426,10406232,2
409,10406427,10406120,35
410,10406427,10406122,35
411,10406428,10406131,15
412,10406428,10406061,4
413,10406429,10406131,15
414,10406429,10406062,4
415,10406430,10406131,15
416,10406430,10406063,4
417,10406431,10406113,16
418,10406431,10406212,3
419,10406432,10406135,15
420,10406432,10406054,8
421,10406433,10406135,15
422,10406433,10406055,8
423,10406434,10406135,15
424,10406434,10406056,8
425,10406435,10406130,15
426,10406435,10406229,10
427,10406436,10406130,15
428,10406436,10406233,10
429,10406437,10406130,15
430,10406437,10406226,10
431,10406438,10406793,375
432,10406438,10413203,375
433,10406439,10413035,375
434,10406439,10406890,375
435,10406440,10406590,375
436,10406440,10413063,375
437,10406441,10406130,33
438,10406441,10406225,17
439,10406442,10406130,33
440,10406442,10406234,17
441,10406443,10406130,33
442,10406443,10406235,17
443,10406444,10406129,7
444,10406444,10406047,6
445,10406445,10406129,7
446,10406445,10406048,6
447,10406446,10406129,7
448,10406446,10406049,6
449,10406447,10406881,30
450,10406447,10406817,30
451,10406448,10413108,30
452,10406448,10406819,30
453,10406449,10413109,30
454,10406449,10406562,30
455,10406450,10413100,30
456,10406450,10413110,30
457,10406451,10406803,30
458,10406451,10406808,30
459,10406452,10406578,30
460,10406452,10406577,30
461,10406453,10413029,51
462,10406453,10406794,51
463,10406454,10406841,51
464,10406454,10406816,51
465,10406455,10406595,51
466,10406455,10406833,51
467,10406456,10413101,51
468,10406456,10406805,51
469,10406457,10406815,51
470,10406457,10413111,51
471,10406458,10406823,51
472,10406458,10413112,51
473,10406459,10406568,88
474,10406459,10413113,88
475,10406460,10413102,88
476,10406460,10406838,88
477,10406461,10406843,88
478,10406461,10413114,88
479,10406462,10406565,88
480,10406462,10413115,88
481,10406463,10406566,88
482,10406463,10413116,88
483,10406464,10413103,88
484,10406464,10406827,88
485,10406465,10406564,121
486,10406465,10406586,121
487,10406466,10406869,121
488,10406466,10406866,121
489,10406467,10406587,121
490,10406467,10413117,121
491,10406468,10406826,121
492,10406468,10406865,121
493,10406469,10413104,121
494,10406469,10413002,121
495,10406470,10413105,121
496,10406470,10413118,121
497,10406471,10413033,245
498,10406471,10406788,245
499,10406472,10406563,245
500,10406472,10406583,245
501,10406473,10406579,245
502,10406473,10406864,245
503,10406474,10413106,245
504,10406474,10413119,245
505,10406475,10406860,245
506,10406475,10401009,245
507,10406476,10406862,245
508,10406476,10406857,245
509,10406477,10406592,277
510,10406477,10403016,277
511,10406478,10413036,277
512,10406478,10406896,277
513,10406479,10406859,277
514,10406479,10406581,277
515,10406480,10406585,277
516,10406480,10413003,277
517,10406481,10406863,277
518,10406481,10406861,277
519,10406482,10413107,277
520,10406482,10406580,277
521,10406483,10406116,12
522,10406483,10406246,7
523,10406484,10406116,12
524,10406484,10406247,7
525,10406485,10406116,12
526,10406485,10406248,7
527,10406486,10406136,33
528,10406486,10406261,33
529,10406487,10406136,33
530,10406487,10406262,33
531,10406488,10406136,33
532,10406488,10406263,33
533,10406489,10406141,30
534,10406489,10406067,19
535,10406490,10406142,30
536,10406490,10406068,19
537,10406491,10406141,30
538,10406491,10406069,19
539,10406492,10406142,30
540,10406492,10406067,19
541,10406493,10406141,30
542,10406493,10406068,19
543,10406494,10406142,30
544,10406494,10406069,19
545,10406495,10406140,55
546,10406495,10406139,55
547,10406496,10406138,55
548,10406496,10406139,55
549,10406497,10406137,55
550,10406497,10406139,55
551,10406501,10413051,10
552,10406501,10413131,10
553,10406502,10413127,50
554,10406502,10413132,50
555,10406503,10406502,1
556,10406503,10413131,60
557,10406504,10413157,375
558,10406504,10406877,375
559,10406505,10413065,375
560,10406505,10413066,375
561,10406506,10413067,375
562,10406506,10413068,375
571,10406511,10406127,7
572,10406511,10406034,9
575,10406513,10406593,5
576,10406513,10403011,5
585,10406601,10406015,10
586,10406601,10413093,10
587,10406601,10413048,1
588,10406602,10406011,1
589,10406602,10413007,15
590,10406602,10413048,1
591,10406603,10406024,1
592,10406603,10413094,10
593,10406603,10413048,1
594,10406604,10406031,1
595,10406604,10406691,10
596,10406604,10413048,1
597,10406605,10406045,1
598,10406605,10413009,10
599,10406605,10413048,1
600,10406606,10406052,1
601,10406606,10413010,10
602,10406606,10413082,1
603,10406607,10406053,1
604,10406607,10413097,10
605,10406607,10413082,1
606,10406608,10406222,10
607,10406608,10413022,10
608,10406608,10413082,1
609,10406609,10406057,1
610,10406609,10413019,10
611,10406609,10413082,1
612,10406610,10406058,1
613,10406610,10413021,10
614,10406610,10413082,1
615,10406611,10406059,1
616,10406611,10413023,10
617,10406611,10413082,1
618,10406612,10406060,1
619,10406612,10413020,10
620,10406612,10413082,1
621,10406621,10406202,10
623,10406621,10413062,10
624,10406621,10413051,10
625,10406622,10406201,10
626,10406622,10406810,10
627,10406622,10406694,10
628,10406622,10413051,10
629,10406623,10406596,10
630,10406623,10413054,10
631,10406623,10413055,10
632,10406623,10413051,10
633,10406624,10201013,10
634,10406624,10413060,10
635,10406624,10406692,10
636,10406624,10413051,10
637,10406625,10406001,10
638,10406625,10406036,10
639,10406625,10406699,10
640,10406625,10413051,10
641,10406626,10406005,10
642,10406626,10413059,10
643,10406626,10413068,10
644,10406626,10413065,10
645,10406627,10406002,10
646,10406627,10406791,10
647,10406627,10413070,10
648,10406627,10413065,10
649,10406628,10406009,10
650,10406628,10413061,10
651,10406628,10406698,10
652,10406628,10413065,10
653,10406629,10406681,10
654,10406629,10413054,10
655,10406629,10413056,10
656,10406629,10413065,10
657,10406630,10406821,10
658,10406630,10406006,10
659,10406630,10413057,10
660,10406630,10413065,10
661,10406631,10406881,10
662,10406631,10406201,10
663,10406631,10413060,10
664,10406631,10413065,10
665,10406632,10406004,10
666,10406632,10406812,10
667,10406632,10413069,10
668,10406632,10413065,10
669,10406633,10406806,10
670,10406633,10413061,10
671,10406633,10406692,10
672,10406633,10413065,10
673,10406634,10206002,10
674,10406634,10406213,10
675,10406634,10413063,10
676,10406634,10413065,10
677,10406635,10406008,10
678,10406635,10406202,10
679,10406635,10413069,10
680,10406635,10413066,10
681,10406636,10406035,10
682,10406636,10406802,10
683,10406636,10413070,10
684,10406636,10413066,10
685,10406637,10406690,10
686,10406637,10406214,10
687,10406637,10413062,10
688,10406637,10413066,10
689,10406638,10406683,10
690,10406638,10406791,10
691,10406638,10413068,10
692,10406638,10413066,10
693,10406639,10406835,10
694,10406639,10406014,10
695,10406639,10413067,10
696,10406639,10413066,10
697,10406640,10406682,10
698,10406640,10406015,10
699,10406640,10413063,10
700,10406640,10413066,10
701,10406641,10406011,10
702,10406641,10406812,10
703,10406641,10413055,10
704,10406641,10413066,10
705,10406642,10406013,10
707,10406642,10406694,10
708,10406642,10413066,10
709,10406643,10406010,10
710,10406643,10406015,10
711,10406643,10413056,10
712,10406643,10413066,10
713,10406644,10406688,10
714,10406644,10406203,10
715,10406644,10406698,10
716,10406644,10413066,10
717,10406645,10406685,10
718,10406645,10406221,10
719,10406645,10406699,10
720,10406645,10413066,10
721,10406646,10406012,10
722,10406646,10406852,10
723,10406646,10413057,10
724,10406646,10413066,10
725,10406647,10406024,10
726,10406647,10406221,10
727,10406647,10406699,10
728,10406647,10413066,10
729,10406648,10406031,10
730,10406648,10406214,10
731,10406648,10413056,10
732,10406648,10413066,10
733,10406649,10406689,10
734,10406649,10406222,10
735,10406649,10406698,10
736,10406649,10413066,10
737,10406650,10406691,10
738,10406650,10406203,10
739,10406650,10406694,10
740,10406650,10413066,10
741,10406651,10406678,10
742,10406651,10406224,10
743,10406651,10413055,10
744,10406651,10413066,10
745,10406652,10406006,1
746,10406652,10403012,10
747,10406652,10413051,1
748,10406653,10406004,1
749,10406653,10406802,10
750,10406653,10413051,1
751,10406654,10406007,1
752,10406654,10406596,10
753,10406654,10413051,1
754,10406655,10406201,10
755,10406655,10201013,10
756,10406655,10413051,1
757,10406656,10406202,10
758,10406656,10406835,10
759,10406656,10413051,1
760,10406657,10406050,1
761,10406657,10406810,10
762,10406657,10413051,1
763,10406658,10406036,1
764,10406658,10406687,10
765,10406658,10413051,1
766,10406659,10406237,10
767,10406659,10206002,10
768,10406659,10413051,1
769,10406660,10406001,1
770,10406660,10406690,10
771,10406660,10413051,1
772,10406661,10406238,10
773,10406661,10406681,10
774,10406661,10413051,1
775,10406662,10406041,1
776,10406662,10406821,10
777,10406662,10413051,1
778,10406663,10406003,1
779,10406663,10413083,10
780,10406663,10413051,1
781,10406664,10406008,1
782,10406664,10413088,10
783,10406664,10406501,1
784,10406665,10406213,10
785,10406665,10413085,10
786,10406665,10406501,1
787,10406666,10406035,1
788,10406666,10413086,10
789,10406666,10406501,1
790,10406667,10406030,1
791,10406667,10413087,10
792,10406667,10406501,1
793,10406668,10406214,10
794,10406668,10406683,10
795,10406668,10406501,1
796,10406669,10406040,1
797,10406669,10413084,10
798,10406669,10406501,1
799,10406670,10406242,10
800,10406670,10406688,10
801,10406670,10406501,1
802,10406671,10406005,1
803,10406671,10413091,10
804,10406671,10406501,1
805,10406672,10406241,10
806,10406672,10413090,10
807,10406672,10406501,1
808,10406673,10406002,1
809,10406673,10406685,10
810,10406673,10406501,1
811,10406674,10406240,10
812,10406674,10406825,10
813,10406674,10406501,1
814,10406675,10406046,1
815,10406675,10413089,10
816,10406675,10406501,1
817,10406676,10406014,10
818,10406676,10413006,15
819,10406676,10413048,1
820,10406679,10406013,1
821,10406679,10406678,10
822,10406679,10413048,1
823,10409115,10409105,3
824,10409116,10409106,3
825,10409117,10409107,3
826,10409118,10409108,3
827,10409119,10409109,3
828,10409120,10409110,3
829,10409121,10409111,3
830,10409122,10409112,3
831,10409123,10409113,3
832,10409124,10409114,3
833,10409125,10409115,3
834,10409126,10409116,3
835,10409127,10409117,3
836,10409128,10409118,3
837,10409129,10409119,3
838,10409130,10409120,3
839,10409131,10409121,3
840,10409132,10409122,3
841,10409133,10409123,3
842,10409134,10409124,3
843,10409135,10409125,3
844,10409136,10409126,3
845,10409137,10409127,3
846,10409138,10409128,3
847,10409139,10409129,3
848,10409140,10409130,3
849,10409141,10409131,3
850,10409142,10409132,3
851,10409143,10409133,3
852,10409144,10409134,3
853,10409149,10409145,3
854,10409150,10409146,3
855,10409151,10409147,3
856,10409152,10409148,3
857,10409153,10409149,3
858,10409154,10409150,3
859,10409155,10409151,3
860,10409156,10409152,3
861,10409157,10409153,3
862,10409158,10409154,3
863,10409159,10409155,3
864,10409160,10409156,3
865,10409211,10409201,3
866,10409212,10409202,3
867,10409213,10409203,3
868,10409214,10409204,3
869,10409215,10409205,3
870,10409216,10409206,3
871,10409217,10409207,3
872,10409218,10409208,3
873,10409219,10409209,3
874,10409220,10409210,3
875,10409221,10409211,3
876,10409222,10409212,3
877,10409223,10409213,3
878,10409224,10409214,3
879,10409225,10409215,3
880,10409226,10409216,3
881,10409227,10409217,3
882,10409228,10409218,3
883,10409229,10409219,3
884,10409230,10409220,3
885,10413007,10406003,10
886,10413007,10406802,10
887,10413007,10413067,10
888,10413007,10413065,10
889,10413013,10406825,10
890,10413013,10406810,10
891,10413013,10413057,10
892,10413013,10413066,10
893,10413016,10406007,10
894,10413016,10413063,10
895,10413016,10413070,10
896,10413016,10413065,10
897,10413020,10406687,10
899,10413020,10413062,10
900,10413020,10413065,10
902,10413025,10413058,10
903,10413025,10413059,10
904,10413025,10413051,10
905,10413042,10413127,125
906,10413042,10406108,250
907,10413043,10413127,125
908,10413043,10406110,250
909,10413044,10413127,125
910,10413044,10406107,250
911,10413048,10406501,1
912,10413048,10413127,30
913,10413072,10406239,10
914,10413072,10413092,10
915,10413072,10413048,1
916,10413073,10406221,10
917,10413073,10413008,10
918,10413073,10413048,1
919,10413074,10406010,1
920,10413074,10406689,10
921,10413074,10413048,1
922,10413075,10406203,10
923,10413075,10413095,10
924,10413075,10413048,1
925,10413076,10406012,1
926,10413076,10413096,10
927,10413076,10413048,1
928,10413077,10406252,10
929,10413077,10406851,10
930,10413077,10413082,1
931,10413078,10406253,10
932,10413078,10413011,10
933,10413078,10413082,1
934,10413079,10406254,10
935,10413079,10413099,10
936,10413079,10413082,1
937,10413080,10406051,1
938,10413080,10413098,10
939,10413080,10413082,1
940,10413081,10406224,10
941,10413081,10413018,10
942,10413081,10413082,1
943,10413082,10413048,1
944,10413082,10413127,40
945,10413121,10406236,2
946,10413121,10406790,40
947,10413122,10406236,4
948,10413122,10413130,80
949,10413123,10413048,6
950,10413123,10413132,120
951,10413239,10413082,1
952,10413239,10406502,1
953,10413240,10201017,4
954,10413240,10201015,8
955,10413240,10406790,250
956,10413241,10201017,8
957,10413241,10201016,16
958,10413241,10413130,500
959,10416001,10406144,36
960,10416001,10413245,24
961,10416002,10406146,36
962,10416002,10413244,24
963,10416003,10406145,36
964,10416003,10413246,24
965,10417001,10406147,36
966,10417001,10413250,16
967,10417002,10406147,36
968,10417002,10413251,16
969,10417003,10406147,36
970,10417003,10413252,16
971,10417004,10406129,6
972,10417004,10406115,41
973,10417005,10406129,6
974,10417005,10406111,41
975,10417006,10406115,36
976,10417006,10406111,36
977,10417007,10406135,12
978,10417007,10406124,50
979,10417008,10406135,12
980,10417008,10406125,50
981,10417009,10406124,55
982,10417009,10406125,55
983,10417010,10406147,32
984,10417010,10406141,64
985,10417011,10406147,32
986,10417011,10406142,64
987,10417012,10406141,112
988,10417012,10406142,112
989,10418001,10406143,16
990,10418001,10413247,7
991,10418002,10406143,16
992,10418002,10413248,7
993,10418003,10406143,16
994,10418003,10413249,7
995,10419001,10406136,2
996,10419001,10406267,1
997,10419002,10406136,2
998,10419002,10406268,1
999,10419003,10406136,2
1000,10419003,10406269,1
1001,10419004,10406148,33
1002,10419004,10415004,60
1003,10419005,10406148,33
1004,10419005,10415005,60
1005,10419006,10406148,33
1006,10419006,10415006,60
1007,10420007,10415001,10
1008,10420007,10403073,10
1009,10420007,10422001,1
1010,10420008,10415002,10
1011,10420008,10403074,10
1012,10420008,10422001,1
1013,10420009,10415003,10
1014,10420009,10403075,10
1015,10420009,10422001,1
1016,10420010,10413253,1
1017,10420010,10403076,10
1018,10420010,10422001,1
1019,10420011,10413254,1
1020,10420011,10403077,10
1021,10420011,10422001,1
1022,10420012,10413255,1
1023,10420012,10403078,10
1024,10420012,10422001,1
1025,10422001,10413239,1
1026,10422001,10406503,1
1027,10423013,10406152,72
1028,10423013,10406151,72
1029,10423014,10406150,72
1030,10423014,10406151,72
1031,10423015,10406149,72
1032,10423015,10406151,72
1033,10423016,10406148,42
1034,10423016,10402029,66
1035,10423017,10406148,42
1036,10423017,10402030,66
1037,10423018,10406148,42
1038,10423018,10402031,66
1039,10423019,10402010,35
1040,10423019,10413259,38
1041,10423020,10402012,35
1042,10423020,10413260,28
1043,10423021,10402010,35
1044,10423021,10413261,28
1045,10423022,10402012,35
1046,10423022,10413259,28
1047,10423023,10402010,35
1048,10423023,10413260,28
1049,10423024,10402012,35
1050,10423024,10413261,28
1051,10423025,10403099,430
1052,10423025,10403100,430
1053,10423026,10403101,430
1054,10423026,10403102,430
1055,10423027,10403103,430
1056,10423027,10403104,430
1057,10423028,10403105,430
1058,10423028,10403106,430
1059,10423029,10403107,430
1060,10423029,10403108,430
1061,10423030,10403109,430
1062,10423030,10403110,430
1063,10424006,10424005,3
1064,10424007,10424006,3
1065,10424008,10424007,3
1066,10424010,10424009,3
1067,10424011,10424010,3
1068,10424012,10424011,3
1069,10424014,10424013,3
1070,10424015,10424014,3
1071,10424016,10424015,3
1072,10424018,10424017,3
1073,10424019,10424018,3
1074,10424020,10424019,3
1075,10424022,10424021,3
1076,10424023,10424022,3
1077,10424024,10424023,3
1078,10424026,10424025,3
1079,10424027,10424026,3
1080,10424028,10424027,3
1081,10424030,10424029,3
1082,10424031,10424030,3
1083,10424032,10424031,3
1084,10424064,10424063,3
1085,10424065,10424064,3
1086,10424066,10424065,3
1087,10424068,10424067,3
1088,10424069,10424068,3
1089,10424070,10424069,3
1090,10424085,10424035,3
1091,10424086,10424085,3
1092,10424087,10424086,3
1093,10424088,10424050,3
1094,10424089,10424088,3
1095,10424090,10424089,3
1096,10424091,10424034,3
1097,10424092,10424091,3
1098,10424093,10424092,3
1099,10424094,10424049,3
1100,10424095,10424094,3
1101,10424096,10424095,3
1102,10424097,10424033,3
1103,10424098,10424097,3
1104,10424099,10424098,3
1105,10424100,10424048,3
1106,10424101,10424100,3
1107,10424102,10424101,3
1108,10424103,10424036,3
1109,10424104,10424103,3
1110,10424105,10424104,3
1111,10424106,10424051,3
1112,10424107,10424106,3
1113,10424108,10424107,3
1114,10424109,10424037,3
1115,10424110,10424109,3
1116,10424111,10424110,3
1117,10424112,10424052,3
1118,10424113,10424112,3
1119,10424114,10424113,3
1120,10424115,10424038,3
1121,10424116,10424115,3
1122,10424117,10424116,3
1123,10424118,10424053,3
1124,10424119,10424118,3
1125,10424120,10424119,3
1126,10424121,10424039,3
1127,10424122,10424121,3
1128,10424123,10424122,3
1129,10424124,10424054,3
1130,10424125,10424124,3
1131,10424126,10424125,3
1132,10424127,10424040,3
1133,10424128,10424127,3
1134,10424129,10424128,3
1135,10424130,10424055,3
1136,10424131,10424130,3
1137,10424132,10424131,3
1138,10424133,10424041,3
1139,10424134,10424133,3
1140,10424135,10424134,3
1141,10424136,10424056,3
1142,10424137,10424136,3
1143,10424138,10424137,3
1144,10424139,10424042,3
1145,10424140,10424139,3
1146,10424141,10424140,3
1147,10424142,10424057,3
1148,10424143,10424142,3
1149,10424144,10424143,3
1150,10424145,10424043,3
1151,10424146,10424145,3
1152,10424147,10424146,3
1153,10424148,10424058,3
1154,10424149,10424148,3
1155,10424150,10424149,3
1156,10424151,10424044,3
1157,10424152,10424151,3
1158,10424153,10424152,3
1159,10424154,10424059,3
1160,10424155,10424154,3
1161,10424156,10424155,3
1162,10424157,10424045,3
1163,10424158,10424157,3
1164,10424159,10424158,3
1165,10424160,10424060,3
1166,10424161,10424160,3
1167,10424162,10424161,3
1168,10424163,10424046,3
1169,10424164,10424163,3
1170,10424165,10424164,3
1171,10424166,10424061,3
1172,10424167,10424166,3
1173,10424168,10424167,3
1174,10424169,10424047,3
1175,10424170,10424169,3
1176,10424171,10424170,3
1177,10424172,10424062,3
1178,10424173,10424172,3
1179,10424174,10424173,3
1180,10424175,10406255,10
1181,10424175,10413045,10
1182,10424175,10413239,1
1183,10424176,10406256,10
1184,10424176,10413046,10
1185,10424176,10413239,1
1186,10424177,10406257,10
1187,10424177,10413024,10
1188,10424177,10413239,1
1189,10424178,10406066,1
