id,equip_id,job_id
159,1101024,1112
160,1101024,1120
161,1101024,1121
162,1101024,1122
163,1101025,1100
164,1101025,1110
165,1101025,1111
166,1101025,1112
167,1101025,1120
168,1101025,1121
169,1101025,1122
170,1101026,1100
171,1101026,1110
172,1101026,1111
173,1101026,1112
174,1101026,1120
175,1101026,1121
176,1101026,1122
177,1101027,1100
178,1101027,1110
179,1101027,1111
180,1101027,1112
181,1101027,1120
182,1101027,1121
183,1101027,1122
184,1101030,1100
185,1101030,1110
186,1101030,1111
187,1101030,1112
188,1101030,1120
189,1101030,1121
190,1101030,1122
191,1101031,1100
192,1101031,1110
193,1101031,1111
194,1101031,1112
195,1101031,1120
196,1101031,1121
197,1101031,1122
198,1101032,1100
199,1101032,1110
200,1101032,1111
201,1101032,1112
202,1101032,1120
203,1101032,1121
204,1101032,1122
205,1101033,1100
206,1101033,1110
207,1101033,1111
208,1101033,1112
209,1101033,1120
210,1101033,1121
211,1101033,1122
212,1101034,1100
213,1101034,1110
214,1101034,1111
215,1101034,1112
216,1101034,1120
217,1101034,1121
218,1101034,1122
219,1101035,1100
220,1101035,1110
221,1101035,1111
222,1101035,1112
223,1101035,1120
224,1101035,1121
225,1101035,1122
226,1101036,1100
227,1101036,1110
228,1101036,1111
229,1101036,1112
230,1101036,1120
231,1101036,1121
232,1101036,1122
233,1101037,1100
234,1101037,1110
235,1101037,1111
236,1101037,1112
237,1101037,1120
238,1101037,1121
239,1101037,1122
240,1101038,1100
241,1101038,1110
242,1101038,1111
243,1101038,1112
244,1101038,1120
245,1101038,1121
246,1101038,1122
247,1101039,1100
248,1101039,1110
249,1101039,1111
250,1101039,1112
251,1101039,1120
252,1101039,1121
253,1101039,1122
254,1101040,1100
255,1101040,1110
256,1101040,1111
257,1101040,1112
258,1101040,1120
259,1101040,1121
260,1101040,1122
261,1101041,1100
262,1101041,1110
263,1101041,1111
264,1101041,1112
265,1101041,1120
266,1101041,1121
267,1101041,1122
268,1101042,1100
269,1101042,1110
270,1101042,1111
271,1101042,1112
272,1101042,1120
273,1101042,1121
274,1101042,1122
275,1101043,1100
276,1101043,1110
277,1101043,1111
278,1101043,1112
279,1101043,1120
280,1101043,1121
281,1101043,1122
282,1101044,1100
283,1101044,1110
284,1101044,1111
285,1101044,1112
286,1101044,1120
287,1101044,1121
288,1101044,1122
289,1101045,1100
290,1101045,1110
291,1101045,1111
292,1101045,1112
293,1101045,1120
294,1101045,1121
295,1101045,1122
296,1101046,1100
297,1101046,1110
298,1101046,1111
299,1101046,1112
300,1101046,1120
301,1101046,1121
302,1101046,1122
303,1101047,1100
304,1101047,1110
305,1101047,1111
306,1101047,1112
307,1101047,1120
308,1101047,1121
309,1101047,1122
310,1101048,1100
311,1101048,1110
312,1101048,1111
313,1101048,1112
314,1101048,1120
315,1101048,1121
316,1101048,1122
317,1101049,1100
318,1101049,1110
319,1101049,1111
320,1101049,1112
321,1101049,1120
322,1101049,1121
323,1101049,1122
324,1101050,1100
325,1101050,1110
326,1101050,1111
327,1101050,1112
328,1101050,1120
329,1101050,1121
330,1101050,1122
331,1101051,1100
332,1101051,1110
333,1101051,1111
334,1101051,1112
335,1101051,1120
336,1101051,1121
337,1101051,1122
338,1101052,1100
339,1101052,1110
340,1101052,1111
341,1101052,1112
342,1101052,1120
343,1101052,1121
344,1101052,1122
345,1101053,1100
346,1101053,1110
347,1101053,1111
348,1101053,1112
349,1101053,1120
350,1101053,1121
351,1101053,1122
352,1101054,1100
353,1101054,1110
354,1101054,1111
355,1101054,1112
356,1101054,1120
357,1101054,1121
358,1101054,1122
359,1101055,1100
360,1101055,1110
361,1101055,1111
362,1101055,1112
363,1101055,1120
364,1101055,1121
365,1101055,1122
366,1101056,1100
367,1101056,1110
368,1101056,1111
369,1101056,1112
370,1101056,1120
371,1101056,1121
372,1101056,1122
373,1101057,1100
374,1101057,1110
375,1101057,1111
376,1101057,1112
377,1101057,1120
378,1101057,1121
379,1101057,1122
380,1101058,1100
381,1101058,1110
382,1101058,1111
383,1101058,1112
384,1101058,1120
385,1101058,1121
386,1101058,1122
387,1101059,1100
388,1101059,1110
389,1101059,1111
390,1101059,1112
391,1101059,1120
392,1101059,1121
393,1101059,1122
394,1101060,1100
395,1101060,1110
396,1101060,1111
397,1101060,1112
398,1101060,1120
399,1101060,1121
400,1101060,1122
401,1101061,1100
402,1101061,1110
403,1101061,1111
404,1101061,1112
405,1101061,1120
406,1101061,1121
407,1101061,1122
415,1101063,1100
416,1101063,1110
417,1101063,1111
418,1101063,1112
419,1101063,1120
420,1101063,1121
421,1101063,1122
422,1101064,1100
423,1101064,1110
424,1101064,1111
425,1101064,1112
426,1101064,1120
427,1101064,1121
428,1101064,1122
429,1101065,1100
430,1101065,1110
431,1101065,1111
432,1101065,1112
433,1101065,1120
434,1101065,1121
435,1101065,1122
436,1101066,1100
437,1101066,1110
438,1101066,1111
439,1101066,1112
440,1101066,1120
441,1101066,1121
442,1101066,1122
443,1101067,1100
444,1101067,1110
445,1101067,1111
446,1101067,1112
447,1101067,1120
448,1101067,1121
449,1101067,1122
450,1101068,1100
451,1101068,1110
452,1101068,1111
453,1101068,1112
454,1101068,1120
455,1101068,1121
456,1101068,1122
457,1101069,1100
458,1101069,1110
459,1101069,1111
460,1101069,1112
461,1101069,1120
462,1101069,1121
463,1101069,1122
464,1101070,1100
465,1101070,1110
466,1101070,1111
467,1101070,1112
468,1101070,1120
469,1101070,1121
470,1101070,1122
471,1101071,1100
472,1101071,1110
473,1101071,1111
474,1101071,1112
475,1101071,1120
476,1101071,1121
477,1101071,1122
478,1101072,1100
479,1101072,1110
480,1101072,1111
481,1101072,1112
482,1101072,1120
483,1101072,1121
484,1101072,1122
485,1101073,1100
486,1101073,1110
487,1101073,1111
488,1101073,1112
489,1101073,1120
490,1101073,1121
491,1101073,1122
492,1101074,1100
493,1101074,1110
494,1101074,1111
495,1101074,1112
496,1101074,1120
497,1101074,1121
498,1101074,1122
499,1101075,1100
500,1101075,1110
501,1101075,1111
502,1101075,1112
503,1101075,1120
504,1101075,1121
505,1101075,1122
513,1101077,1100
514,1101077,1110
515,1101077,1111
516,1101077,1112
517,1101077,1120
518,1101077,1121
519,1101077,1122
520,1101078,1100
521,1101078,1110
522,1101078,1111
523,1101078,1112
524,1101078,1120
525,1101078,1121
526,1101078,1122
527,1101079,1100
528,1101079,1110
529,1101079,1111
530,1101079,1112
531,1101079,1120
532,1101079,1121
533,1101079,1122
534,1101080,1100
535,1101080,1110
536,1101080,1111
537,1101080,1112
538,1101080,1120
539,1101080,1121
540,1101080,1122
541,1101081,1100
542,1101081,1110
543,1101081,1111
544,1101081,1112
545,1101081,1120
546,1101081,1121
547,1101081,1122
548,1101082,1100
549,1101082,1110
550,1101082,1111
551,1101082,1112
552,1101082,1120
553,1101082,1121
554,1101082,1122
555,1101083,1100
556,1101083,1110
557,1101083,1111
558,1101083,1112
559,1101083,1120
560,1101083,1121
561,1101083,1122
562,1101084,1100
563,1101084,1110
564,1101084,1111
565,1101084,1112
566,1101084,1120
567,1101084,1121
568,1101084,1122
569,1101085,1100
570,1101085,1110
571,1101085,1111
572,1101085,1112
573,1101085,1120
574,1101085,1121
575,1101085,1122
583,1101087,1100
584,1101087,1110
585,1101087,1111
586,1101087,1112
587,1101087,1120
588,1101087,1121
589,1101087,1122
590,1101088,1100
591,1101088,1110
592,1101088,1111
593,1101088,1112
594,1101088,1120
595,1101088,1121
596,1101088,1122
597,1101089,1100
598,1101089,1110
599,1101089,1111
600,1101089,1112
601,1101089,1120
602,1101089,1121
603,1101089,1122
604,1101090,1100
605,1101090,1110
606,1101090,1111
607,1101090,1112
608,1101090,1120
609,1101090,1121
610,1101090,1122
611,1101091,1100
612,1101091,1110
613,1101091,1111
614,1101091,1112
615,1101091,1120
616,1101091,1121
617,1101091,1122
650,1102004,1600
651,1102004,1610
652,1102004,1611
653,1102004,1612
654,1102005,1600
655,1102005,1610
656,1102005,1611
657,1102005,1612
658,1102006,1600
659,1102006,1610
660,1102006,1611
661,1102006,1612
662,1102007,1600
663,1102007,1610
664,1102007,1611
665,1102007,1612
666,1102008,1600
667,1102008,1610
668,1102008,1611
669,1102008,1612
670,1102009,1600
671,1102009,1610
672,1102009,1611
673,1102009,1612
674,1102010,1600
675,1102010,1610
676,1102010,1611
677,1102010,1612
678,1102011,1600
679,1102011,1610
680,1102011,1611
681,1102011,1612
682,1102012,1600
683,1102012,1610
684,1102012,1611
685,1102012,1612
686,1102013,1600
687,1102013,1610
688,1102013,1611
689,1102013,1612
690,1102014,1600
691,1102014,1610
692,1102014,1611
693,1102014,1612
694,1102015,1600
695,1102015,1610
696,1102015,1611
697,1102015,1612
698,1102016,1600
699,1102016,1610
700,1102016,1611
701,1102016,1612
702,1102017,1600
703,1102017,1610
704,1102017,1611
705,1102017,1612
706,1102018,1600
707,1102018,1610
708,1102018,1611
709,1102018,1612
710,1102019,1600
711,1102019,1610
712,1102019,1611
713,1102019,1612
714,1102020,1600
715,1102020,1610
716,1102020,1611
717,1102020,1612
718,1102021,1600
719,1102021,1610
720,1102021,1611
721,1102021,1612
722,1102022,1600
723,1102022,1610
724,1102022,1611
725,1102022,1612
726,1102023,1600
727,1102023,1610
728,1102023,1611
729,1102023,1612
730,1102024,1600
731,1102024,1610
732,1102024,1611
733,1102024,1612
734,1102025,1600
735,1102025,1610
736,1102025,1611
737,1102025,1612
738,1102026,1600
739,1102026,1610
740,1102026,1611
741,1102026,1612
742,1102027,1600
743,1102027,1610
744,1102027,1611
745,1102027,1612
746,1102028,1600
747,1102028,1610
748,1102028,1611
749,1102028,1612
750,1102029,1600
751,1102029,1610
752,1102029,1611
753,1102029,1612
754,1102030,1600
755,1102030,1610
756,1102030,1611
757,1102030,1612
758,1102031,1600
759,1102031,1610
760,1102031,1611
761,1102031,1612
762,1102032,1600
763,1102032,1610
764,1102032,1611
765,1102032,1612
766,1102033,1600
767,1102033,1610
768,1102033,1611
769,1102033,1612
770,1102034,1600
771,1102034,1610
772,1102034,1611
773,1102034,1612
774,1102035,1600
775,1102035,1610
776,1102035,1611
777,1102035,1612
778,1102036,1600
779,1102036,1610
780,1102036,1611
781,1102036,1612
782,1102037,1600
783,1102037,1610
784,1102037,1611
785,1102037,1612
786,1102038,1600
787,1102038,1610
788,1102038,1611
789,1102038,1612
790,1102039,1600
791,1102039,1610
792,1102039,1611
793,1102039,1612
794,1102040,1600
795,1102040,1610
796,1102040,1611
797,1102040,1612
798,1102041,1600
799,1102041,1610
800,1102041,1611
801,1102041,1612
802,1102042,1600
803,1102042,1610
804,1102042,1611
805,1102042,1612
806,1102043,1600
807,1102043,1610
808,1102043,1611
809,1102043,1612
810,1102044,1600
811,1102044,1610
812,1102044,1611
813,1102044,1612
814,1102045,1600
815,1102045,1610
816,1102045,1611
817,1102045,1612
818,1102046,1600
819,1102046,1610
820,1102046,1611
821,1102046,1612
822,1102047,1600
823,1102047,1610
824,1102047,1611
825,1102047,1612
826,1102048,1600
827,1102048,1610
828,1102048,1611
829,1102048,1612
830,1102049,1600
831,1102049,1610
832,1102049,1611
833,1102049,1612
834,1102050,1600
835,1102050,1610
836,1102050,1611
837,1102050,1612
838,1102051,1600
839,1102051,1610
840,1102051,1611
841,1102051,1612
842,1102052,1600
843,1102052,1610
844,1102052,1611
845,1102052,1612
846,1102053,1600
847,1102053,1610
848,1102053,1611
849,1102053,1612
850,1102054,1600
851,1102054,1610
852,1102054,1611
853,1102054,1612
854,1102055,1600
855,1102055,1610
856,1102055,1611
857,1102055,1612
858,1102056,1600
859,1102056,1610
860,1102056,1611
861,1102056,1612
862,1102057,1600
863,1102057,1610
864,1102057,1611
865,1102057,1612
866,1102058,1600
867,1102058,1610
868,1102058,1611
869,1102058,1612
870,1102059,1600
871,1102059,1610
872,1102059,1611
873,1102059,1612
874,1102060,1600
875,1102060,1610
876,1102060,1611
877,1102060,1612
878,1102061,1600
879,1102061,1610
880,1102061,1611
881,1102061,1612
886,1102063,1600
887,1102063,1610
888,1102063,1611
889,1102063,1612
890,1102064,1600
891,1102064,1610
892,1102064,1611
893,1102064,1612
894,1102065,1600
895,1102065,1610
896,1102065,1611
897,1102065,1612
898,1102066,1600
899,1102066,1610
900,1102066,1611
901,1102066,1612
902,1102067,1600
903,1102067,1610
904,1102067,1611
905,1102067,1612
906,1102068,1600
907,1102068,1610
908,1102068,1611
909,1102068,1612
910,1102069,1600
911,1102069,1610
912,1102069,1611
913,1102069,1612
914,1102070,1600
915,1102070,1610
916,1102070,1611
917,1102070,1612
918,1102071,1600
919,1102071,1610
920,1102071,1611
921,1102071,1612
922,1102072,1600
923,1102072,1610
924,1102072,1611
925,1102072,1612
926,1102073,1600
927,1102073,1610
928,1102073,1611
929,1102073,1612
930,1102074,1600
931,1102074,1610
932,1102074,1611
933,1102074,1612
934,1102075,1600
935,1102075,1610
936,1102075,1611
937,1102075,1612
942,1102077,1600
943,1102077,1610
944,1102077,1611
945,1102077,1612
946,1102078,1600
947,1102078,1610
948,1102078,1611
949,1102078,1612
950,1102079,1600
951,1102079,1610
952,1102079,1611
953,1102079,1612
954,1102080,1600
955,1102080,1610
956,1102080,1611
957,1102080,1612
958,1102081,1600
959,1102081,1610
960,1102081,1611
961,1102081,1612
962,1102082,1600
963,1102082,1610
964,1102082,1611
965,1102082,1612
966,1102083,1600
967,1102083,1610
968,1102083,1611
969,1102083,1612
970,1102084,1600
971,1102084,1610
972,1102084,1611
973,1102084,1612
974,1102085,1600
975,1102085,1610
976,1102085,1611
977,1102085,1612
982,1102087,1600
983,1102087,1610
984,1102087,1611
985,1102087,1612
986,1102088,1600
987,1102088,1610
988,1102088,1611
989,1102088,1612
990,1102089,1600
991,1102089,1610
992,1102089,1611
993,1102089,1612
994,1102090,1600
995,1102090,1610
996,1102090,1611
997,1102090,1612
998,1102091,1600
999,1102091,1610
1000,1102091,1611
1001,1102091,1612
1018,1103002,1200
1019,1103002,1210
1020,1103002,1211
1021,1103002,1212
1022,1103002,1300
1023,1103002,1310
1024,1103002,1311
1025,1103002,1312
1026,1103003,1200
1027,1103003,1210
1028,1103003,1211
1029,1103003,1212
1030,1103003,1300
1031,1103003,1310
1032,1103003,1311
1033,1103003,1312
1034,1103004,1200
1035,1103004,1210
1036,1103004,1211
1037,1103004,1212
1038,1103004,1300
1039,1103004,1310
1040,1103004,1311
1041,1103004,1312
1042,1103005,1200
1043,1103005,1210
1044,1103005,1211
1045,1103005,1212
1046,1103005,1300
1047,1103005,1310
1048,1103005,1311
1049,1103005,1312
1050,1103006,1200
1051,1103006,1210
1052,1103006,1211
1053,1103006,1212
1054,1103006,1300
1055,1103006,1310
1056,1103006,1311
1057,1103006,1312
1058,1103007,1200
1059,1103007,1210
1060,1103007,1211
1061,1103007,1212
1062,1103007,1300
1063,1103007,1310
1064,1103007,1311
1065,1103007,1312
1066,1103008,1200
1067,1103008,1210
1068,1103008,1211
1069,1103008,1212
1070,1103008,1300
1071,1103008,1310
1072,1103008,1311
1073,1103008,1312
1074,1103009,1200
1075,1103009,1210
1076,1103009,1211
1077,1103009,1212
1078,1103009,1300
1079,1103009,1310
1080,1103009,1311
1081,1103009,1312
1082,1103010,1200
1083,1103010,1210
1084,1103010,1211
1085,1103010,1212
1086,1103010,1300
1087,1103010,1310
1088,1103010,1311
1089,1103010,1312
1090,1103011,1200
1091,1103011,1210
1092,1103011,1211
1093,1103011,1212
1094,1103011,1300
1095,1103011,1310
1096,1103011,1311
1097,1103011,1312
1098,1103012,1200
1099,1103012,1210
1100,1103012,1211
1101,1103012,1212
1102,1103012,1300
1103,1103012,1310
1104,1103012,1311
1105,1103012,1312
1106,1103013,1200
1107,1103013,1210
1108,1103013,1211
1109,1103013,1212
1110,1103013,1300
1111,1103013,1310
1112,1103013,1311
1113,1103013,1312
1114,1103014,1200
1115,1103014,1210
1116,1103014,1211
1117,1103014,1212
1118,1103014,1300
1119,1103014,1310
1120,1103014,1311
1121,1103014,1312
1122,1103015,1200
1123,1103015,1210
1124,1103015,1211
1125,1103015,1212
1126,1103015,1300
1127,1103015,1310
1128,1103015,1311
1129,1103015,1312
1130,1103016,1200
1131,1103016,1210
1132,1103016,1211
1133,1103016,1212
1134,1103016,1300
1135,1103016,1310
1136,1103016,1311
1137,1103016,1312
1138,1103017,1200
1139,1103017,1210
1140,1103017,1211
1141,1103017,1212
1142,1103017,1300
1143,1103017,1310
1144,1103017,1311
1145,1103017,1312
1146,1103018,1200
1147,1103018,1210
1148,1103018,1211
1149,1103018,1212
1150,1103018,1300
1151,1103018,1310
1152,1103018,1311
1153,1103018,1312
1154,1103019,1200
1155,1103019,1210
1156,1103019,1211
1157,1103019,1212
1158,1103019,1300
1159,1103019,1310
1160,1103019,1311
1161,1103019,1312
1162,1103020,1200
1163,1103020,1210
1164,1103020,1211
1165,1103020,1212
1166,1103020,1300
1167,1103020,1310
1168,1103020,1311
1169,1103020,1312
1170,1103021,1200
1171,1103021,1210
1172,1103021,1211
1173,1103021,1212
1174,1103021,1300
1175,1103021,1310
1176,1103021,1311
1177,1103021,1312
1178,1103022,1200
1179,1103022,1210
1180,1103022,1211
1181,1103022,1212
1182,1103022,1300
1183,1103022,1310
1184,1103022,1311
1185,1103022,1312
1186,1103023,1200
1187,1103023,1210
1188,1103023,1211
1189,1103023,1212
1190,1103023,1300
1191,1103023,1310
1192,1103023,1311
1193,1103023,1312
1194,1103024,1200
1195,1103024,1210
1196,1103024,1211
1197,1103024,1212
1198,1103024,1300
1199,1103024,1310
1200,1103024,1311
1201,1103024,1312
1202,1103025,1200
1203,1103025,1210
1204,1103025,1211
1205,1103025,1212
1206,1103025,1300
1207,1103025,1310
1208,1103025,1311
1209,1103025,1312
1210,1103026,1200
1211,1103026,1210
1212,1103026,1211
1213,1103026,1212
1214,1103026,1300
1215,1103026,1310
1216,1103026,1311
1217,1103026,1312
1218,1103027,1200
1219,1103027,1210
1220,1103027,1211
1221,1103027,1212
1222,1103027,1300
1223,1103027,1310
1224,1103027,1311
1225,1103027,1312
1226,1103028,1200
1227,1103028,1210
1228,1103028,1211
1229,1103028,1212
1230,1103028,1300
1231,1103028,1310
1232,1103028,1311
1233,1103028,1312
1234,1103029,1200
1235,1103029,1210
1236,1103029,1211
1237,1103029,1212
1238,1103029,1300
1239,1103029,1310
1240,1103029,1311
1241,1103029,1312
1242,1103030,1200
1243,1103030,1210
1244,1103030,1211
1245,1103030,1212
1246,1103030,1300
1247,1103030,1310
1248,1103030,1311
1249,1103030,1312
1250,1103031,1200
1251,1103031,1210
1252,1103031,1211
1253,1103031,1212
1254,1103031,1300
1255,1103031,1310
1256,1103031,1311
1257,1103031,1312
1258,1103032,1200
1259,1103032,1210
1260,1103032,1211
1261,1103032,1212
1262,1103032,1300
1263,1103032,1310
1264,1103032,1311
1265,1103032,1312
1266,1103033,1200
1267,1103033,1210
1268,1103033,1211
1269,1103033,1212
1270,1103033,1300
1271,1103033,1310
1272,1103033,1311
1273,1103033,1312
1274,1103034,1200
1275,1103034,1210
1276,1103034,1211
1277,1103034,1212
1278,1103034,1300
1279,1103034,1310
1280,1103034,1311
1281,1103034,1312
1282,1103035,1200
1283,1103035,1210
1284,1103035,1211
1285,1103035,1212
1286,1103035,1300
1287,1103035,1310
1288,1103035,1311
1289,1103035,1312
1290,1103036,1200
1291,1103036,1210
1292,1103036,1211
1293,1103036,1212
1294,1103036,1300
1295,1103036,1310
1296,1103036,1311
1297,1103036,1312
1298,1103037,1200
1299,1103037,1210
1300,1103037,1211
1301,1103037,1212
1302,1103037,1300
1303,1103037,1310
1304,1103037,1311
1305,1103037,1312
1306,1103038,1200
1307,1103038,1210
1308,1103038,1211
1309,1103038,1212
1310,1103038,1300
1311,1103038,1310
1312,1103038,1311
1313,1103038,1312
1314,1103039,1200
1315,1103039,1210
1316,1103039,1211
1317,1103039,1212
1318,1103039,1300
1319,1103039,1310
1320,1103039,1311
1321,1103039,1312
1322,1103040,1200
1323,1103040,1210
1324,1103040,1211
1325,1103040,1212
1326,1103040,1300
1327,1103040,1310
1328,1103040,1311
1329,1103040,1312
1330,1103041,1200
1331,1103041,1210
1332,1103041,1211
1333,1103041,1212
1334,1103041,1300
1335,1103041,1310
1336,1103041,1311
1337,1103041,1312
1338,1103042,1200
1339,1103042,1210
1340,1103042,1211
1341,1103042,1212
1342,1103042,1300
1343,1103042,1310
1344,1103042,1311
1345,1103042,1312
1346,1103043,1200
1347,1103043,1210
1348,1103043,1211
1349,1103043,1212
1350,1103043,1300
1351,1103043,1310
1352,1103043,1311
1353,1103043,1312
1354,1103044,1200
1355,1103044,1210
1356,1103044,1211
1357,1103044,1212
1358,1103044,1300
1359,1103044,1310
1360,1103044,1311
1361,1103044,1312
1362,1103045,1200
1363,1103045,1210
1364,1103045,1211
1365,1103045,1212
1366,1103045,1300
1367,1103045,1310
1368,1103045,1311
1369,1103045,1312
1370,1103046,1200
1371,1103046,1210
1372,1103046,1211
1373,1103046,1212
1374,1103046,1300
1375,1103046,1310
1376,1103046,1311
1377,1103046,1312
1378,1103047,1200
1379,1103047,1210
1380,1103047,1211
1381,1103047,1212
1382,1103047,1300
1383,1103047,1310
1384,1103047,1311
1385,1103047,1312
1386,1103048,1200
1387,1103048,1210
1388,1103048,1211
1389,1103048,1212
1390,1103048,1300
1391,1103048,1310
1392,1103048,1311
1393,1103048,1312
1394,1103049,1200
1395,1103049,1210
1396,1103049,1211
1397,1103049,1212
1398,1103049,1300
1399,1103049,1310
1400,1103049,1311
1401,1103049,1312
1402,1103050,1200
1403,1103050,1210
1404,1103050,1211
1405,1103050,1212
1406,1103050,1300
1407,1103050,1310
1408,1103050,1311
1409,1103050,1312
1410,1103051,1200
1411,1103051,1210
1412,1103051,1211
1413,1103051,1212
1414,1103051,1300
1415,1103051,1310
1416,1103051,1311
1417,1103051,1312
1418,1103052,1200
1419,1103052,1210
1420,1103052,1211
1421,1103052,1212
1422,1103052,1300
1423,1103052,1310
1424,1103052,1311
1425,1103052,1312
1426,1103053,1200
1427,1103053,1210
1428,1103053,1211
1429,1103053,1212
1430,1103053,1300
1431,1103053,1310
1432,1103053,1311
1433,1103053,1312
1434,1103054,1200
1435,1103054,1210
1436,1103054,1211
1437,1103054,1212
1438,1103054,1300
1439,1103054,1310
1440,1103054,1311
1441,1103054,1312
1442,1103055,1200
1443,1103055,1210
1444,1103055,1211
1445,1103055,1212
1446,1103055,1300
1447,1103055,1310
1448,1103055,1311
1449,1103055,1312
1450,1103056,1200
1451,1103056,1210
1452,1103056,1211
1453,1103056,1212
1454,1103056,1300
1455,1103056,1310
1456,1103056,1311
1457,1103056,1312
1458,1103057,1200
1459,1103057,1210
1460,1103057,1211
1461,1103057,1212
1462,1103057,1300
1463,1103057,1310
1464,1103057,1311
1465,1103057,1312
1466,1103058,1200
1467,1103058,1210
1468,1103058,1211
1469,1103058,1212
1470,1103058,1300
1471,1103058,1310
1472,1103058,1311
1473,1103058,1312
1474,1103059,1200
1475,1103059,1210
1476,1103059,1211
1477,1103059,1212
1478,1103059,1300
1479,1103059,1310
1480,1103059,1311
1481,1103059,1312
1490,1103061,1200
1491,1103061,1210
1492,1103061,1211
1493,1103061,1212
1494,1103061,1300
1495,1103061,1310
1496,1103061,1311
1497,1103061,1312
1498,1103062,1200
1499,1103062,1210
1500,1103062,1211
1501,1103062,1212
1502,1103062,1300
1503,1103062,1310
1504,1103062,1311
1505,1103062,1312
1506,1103063,1200
1507,1103063,1210
1508,1103063,1211
1509,1103063,1212
1510,1103063,1300
1511,1103063,1310
1512,1103063,1311
1513,1103063,1312
1514,1103064,1200
1515,1103064,1210
1516,1103064,1211
1517,1103064,1212
1518,1103064,1300
1519,1103064,1310
1520,1103064,1311
1521,1103064,1312
1522,1103065,1200
1523,1103065,1210
1524,1103065,1211
1525,1103065,1212
1526,1103065,1300
1527,1103065,1310
1528,1103065,1311
1529,1103065,1312
1530,1103066,1200
1531,1103066,1210
1532,1103066,1211
1533,1103066,1212
1534,1103066,1300
1535,1103066,1310
1536,1103066,1311
1537,1103066,1312
1538,1103067,1200
1539,1103067,1210
1540,1103067,1211
1541,1103067,1212
1542,1103067,1300
1543,1103067,1310
1544,1103067,1311
1545,1103067,1312
1546,1103068,1200
1547,1103068,1210
1548,1103068,1211
1549,1103068,1212
1550,1103068,1300
1551,1103068,1310
1552,1103068,1311
1553,1103068,1312
1554,1103069,1200
1555,1103069,1210
1556,1103069,1211
1557,1103069,1212
1558,1103069,1300
1559,1103069,1310
1560,1103069,1311
1561,1103069,1312
1562,1103070,1200
1563,1103070,1210
1564,1103070,1211
1565,1103070,1212
1566,1103070,1300
1567,1103070,1310
1568,1103070,1311
1569,1103070,1312
1570,1103071,1200
1571,1103071,1210
1572,1103071,1211
1573,1103071,1212
1574,1103071,1300
1575,1103071,1310
1576,1103071,1311
1577,1103071,1312
1578,1103072,1200
1579,1103072,1210
1580,1103072,1211
