id,drop_id,drop_collections_id,weight
112,1001604,100160401,1
113,1001605,100160501,1
114,1001607,100160701,1
115,1001608,100160801,1
116,1001609,100160901,1
117,1001610,100161001,1
118,1001701,100170101,1
119,1001702,100170201,1
120,1001703,100170301,1
121,1001704,100170401,1
122,1001707,100170701,1
123,1001708,100170801,1
124,1001709,100170901,1
125,1001801,100180101,1
126,1001802,100180201,1
127,1001803,100180301,1
128,1001804,100180401,1
129,1001805,100180501,1
130,1001807,100180701,1
131,1001808,100180801,1
132,1001809,100180901,1
133,1001901,100190101,1
134,1001902,100190201,1
135,1001903,100190301,1
136,1001904,100190401,1
137,1001907,100190701,1
138,1001908,100190801,1
139,1001909,100190901,1
140,1002001,100200101,1
141,1002003,100200301,1
142,1002004,100200401,1
143,1002005,100200501,1
144,1002007,100200701,1
145,1002008,100200801,1
146,1002009,100200901,1
147,1002101,100210101,1
148,1002102,100210201,1
149,1002103,100210301,1
150,1002104,100210401,1
151,1002105,100210501,1
152,1002107,100210701,1
153,1002108,100210801,1
154,1002109,100210901,1
155,1002201,100220101,1
156,1002204,100220401,1
157,1002205,100220501,1
158,1002207,100220701,1
159,1002208,100220801,1
160,1002209,100220901,1
161,1002301,100230101,1
162,1002302,100230201,1
163,1002304,100230401,1
164,1002305,100230501,1
165,1002306,100230601,1
166,1002307,100230701,1
167,1002308,100230801,1
168,1002309,100230901,1
169,1002401,100240101,1
170,1002402,100240201,1
171,1002403,100240301,1
172,1002404,100240401,1
173,1002405,100240501,1
174,1002407,100240701,1
175,1002408,100240801,1
176,1002409,100240901,1
177,1002410,100241001,1
178,1002501,100250101,1
179,1002502,100250201,1
180,1002503,100250301,1
181,1002504,100250401,1
182,1002505,100250501,1
183,1002507,100250701,1
184,1002508,100250801,1
185,1002509,100250901,1
186,1002701,100270101,1
187,1002702,100270201,1
188,1002703,100270301,1
189,1002704,100270401,1
190,1002705,100270501,1
191,1002707,100270701,1
192,1002708,100270801,1
193,1002709,100270901,1
194,1002801,100280101,1
195,1002802,100280201,1
196,1002803,100280301,1
197,1002804,100280401,1
198,1002805,100280501,1
199,1002807,100280701,1
200,1002808,100280801,1
201,1002809,100280901,1
202,1002901,100290101,1
203,1002902,100290201,1
204,1002903,100290301,1
205,1002904,100290401,1
206,1002905,100290501,1
207,1002907,100290701,1
208,1002908,100290801,1
209,1002909,100290901,1
210,1003001,100300101,1
211,1003002,100300201,1
212,1003003,100300301,1
213,1003004,100300401,1
214,1003005,100300501,1
215,1003007,100300701,1
216,1003008,100300801,1
217,1003009,100300901,1
218,1003101,100310101,1
219,1003102,100310201,1
220,1003103,100310301,1
221,1003104,100310401,1
222,1003105,100310501,1
223,1003107,100310701,1
224,1003108,100310801,1
225,1003109,100310901,1
226,10031101,1003110101,1
227,10031102,1003110201,1
228,10031103,1003110301,1
229,10031104,1003110401,1
230,10031105,1003110501,1
231,10031106,1003110601,1
232,10031107,1003110701,1
233,10031108,1003110801,1
234,10031109,1003110901,1
235,10031110,1003111001,1
236,10031111,1003111101,1
237,10031112,1003111201,1
238,10031113,1003111301,1
239,10031114,1003111401,1
240,10031115,1003111501,1
241,10031116,1003111601,1
242,10031117,1003111701,1
243,10031118,1003111801,1
244,10031119,1003111901,1
245,10031120,1003112001,1
246,10031121,1003112101,1
247,10031122,1003112201,1
248,10031123,1003112301,1
249,10031124,1003112401,1
250,10031201,1003120101,1
251,10031202,1003120201,1
252,10031203,1003120301,1
253,10031204,1003120401,1
254,10031205,1003120501,1
255,10031206,1003120601,1
256,10031207,1003120701,1
257,10031208,1003120801,1
258,10031209,1003120901,1
259,10031210,1003121001,1
260,10031211,1003121101,1
261,10031212,1003121201,1
262,10031213,1003121301,1
263,10031214,1003121401,1
264,10031215,1003121501,1
265,10031216,1003121601,1
266,10031217,1003121701,1
267,10031218,1003121801,1
268,10031219,1003121901,1
269,10031220,1003122001,1
270,10031221,1003122101,1
271,10031222,1003122201,1
272,10031223,1003122301,1
273,10031224,1003122401,1
274,10031301,1003130101,1
275,10031302,1003130201,1
276,10031303,1003130301,1
277,10031304,1003130401,1
278,10031305,1003130501,1
279,10031306,1003130601,1
280,10031307,1003130701,1
281,10031308,1003130801,1
282,10031309,1003130901,1
283,10031310,1003131001,1
284,10031311,1003131101,1
285,10031312,1003131201,1
286,10031313,1003131301,1
287,10031314,1003131401,1
288,10031315,1003131501,1
289,10031316,1003131601,1
290,10031317,1003131701,1
291,10031318,1003131801,1
292,10031319,1003131901,1
293,10031320,1003132001,1
294,10031321,1003132101,1
295,10031322,1003132201,1
296,10031323,1003132301,1
297,10031324,1003132401,1
298,10031401,1003140101,1
299,10031402,1003140201,1
300,10031403,1003140301,1
301,10031404,1003140401,1
302,10031405,1003140501,1
303,10031406,1003140601,1
304,10031407,1003140701,1
305,10031408,1003140801,1
306,10031409,1003140901,1
307,10031410,1003141001,1
308,10031411,1003141101,1
309,10031412,1003141201,1
310,10031413,1003141301,1
311,10031414,1003141401,1
312,10031415,1003141501,1
313,10031416,1003141601,1
314,10031417,1003141701,1
315,10031418,1003141801,1
316,10031419,1003141901,1
317,10031420,1003142001,1
318,10031421,1003142101,1
319,10031422,1003142201,1
320,10031423,1003142301,1
321,10031424,1003142401,1
322,10031501,1003150101,1
323,10031502,1003150201,1
324,10031503,1003150301,1
325,10031504,1003150401,1
326,10031505,1003150501,1
327,10031506,1003150601,1
328,10031507,1003150701,1
329,10031508,1003150801,1
330,10031509,1003150901,1
331,10031510,1003151001,1
332,10031511,1003151101,1
333,10031512,1003151201,1
334,10031513,1003151301,1
335,10031514,1003151401,1
336,10031515,1003151501,1
337,10031516,1003151601,1
338,10031517,1003151701,1
339,10031518,1003151801,1
340,10031519,1003151901,1
341,10031520,1003152001,1
342,10031521,1003152101,1
343,10031522,1003152201,1
344,10031523,1003152301,1
345,10031524,1003152401,1
346,10031601,1003160101,1
347,10031602,1003160201,1
348,10031603,1003160301,1
349,10031604,1003160401,1
350,10031605,1003160501,1
351,10031606,1003160601,1
352,10031607,1003160701,1
353,10031608,1003160801,1
354,10031609,1003160901,1
355,10031610,1003161001,1
356,10031611,1003161101,1
357,10031612,1003161201,1
358,10031613,1003161301,1
359,10031614,1003161401,1
360,10031615,1003161501,1
361,10031616,1003161601,1
362,10031617,1003161701,1
363,10031618,1003161801,1
364,10031619,1003161901,1
365,10031620,1003162001,1
366,10031621,1003162101,1
367,10031622,1003162201,1
368,10031623,1003162301,1
369,10031624,1003162401,1
370,10031701,1003170101,1
371,10031702,1003170201,1
372,10031703,1003170301,1
373,10031704,1003170401,1
374,10031705,1003170501,1
375,10031706,1003170601,1
376,10031707,1003170701,1
377,10031708,1003170801,1
378,10031709,1003170901,1
379,10031710,1003171001,1
380,10031711,1003171101,1
381,10031712,1003171201,1
382,10031713,1003171301,1
383,10031714,1003171401,1
384,10031715,1003171501,1
385,10031716,1003171601,1
386,10031717,1003171701,1
387,10031718,1003171801,1
388,10031719,1003171901,1
389,10031720,1003172001,1
390,10031721,1003172101,1
391,10031722,1003172201,1
392,10031723,1003172301,1
393,10031724,1003172401,1
394,10031801,1003180101,1
395,10031802,1003180201,1
396,10031803,1003180301,1
397,10031804,1003180401,1
398,10031805,1003180501,1
399,10031806,1003180601,1
400,10031807,1003180701,1
401,10031808,1003180801,1
402,10031809,1003180901,1
403,10031810,1003181001,1
404,10031811,1003181101,1
405,10031812,1003181201,1
406,10031813,1003181301,1
407,10031814,1003181401,1
408,10031815,1003181501,1
409,10031816,1003181601,1
410,10031817,1003181701,1
411,10031818,1003181801,1
412,10031819,1003181901,1
413,10031820,1003182001,1
414,10031821,1003182101,1
415,10031822,1003182201,1
416,10031823,1003182301,1
417,10031824,1003182401,1
418,10031901,1003190101,1
419,10031902,1003190201,1
420,10031903,1003190301,1
421,10031904,1003190401,1
422,10031905,1003190501,1
423,10031906,1003190601,1
424,10031907,1003190701,1
425,10031908,1003190801,1
426,10031909,1003190901,1
427,10031910,1003191001,1
428,10031911,1003191101,1
429,10031912,1003191201,1
430,10031913,1003191301,1
431,10031914,1003191401,1
432,10031915,1003191501,1
433,10031916,1003191601,1
434,10031917,1003191701,1
435,10031918,1003191801,1
436,10031919,1003191901,1
437,10031920,1003192001,1
438,10031921,1003192101,1
439,10031922,1003192201,1
440,10031923,1003192301,1
441,10031924,1003192401,1
442,10032001,1003200101,1
443,10032002,1003200201,1
444,10032003,1003200301,1
445,10032004,1003200401,1
446,10032005,1003200501,1
447,10032006,1003200601,1
448,10032007,1003200701,1
449,10032008,1003200801,1
450,10032009,1003200901,1
451,10032010,1003201001,1
452,10032011,1003201101,1
453,10032012,1003201201,1
454,10032013,1003201301,1
455,10032014,1003201401,1
456,10032015,1003201501,1
457,10032016,1003201601,1
458,10032017,1003201701,1
459,10032018,1003201801,1
460,10032019,1003201901,1
461,10032020,1003202001,1
462,10032021,1003202101,1
463,10032022,1003202201,1
464,10032023,1003202301,1
465,10032024,1003202401,1
466,10032101,1003210101,1
467,10032102,1003210201,1
468,10032103,1003210301,1
469,10032104,1003210401,1
470,10032105,1003210501,1
471,10032106,1003210601,1
472,10032107,1003210701,1
473,10032108,1003210801,1
474,10032109,1003210901,1
475,10032110,1003211001,1
476,10032111,1003211101,1
477,10032112,1003211201,1
478,10032113,1003211301,1
479,10032114,1003211401,1
480,10032115,1003211501,1
481,10032116,1003211601,1
482,10032117,1003211701,1
483,10032118,1003211801,1
484,10032119,1003211901,1
485,10032120,1003212001,1
486,10032121,1003212101,1
487,10032122,1003212201,1
488,10032123,1003212301,1
489,10032124,1003212401,1
490,10032201,1003220101,1
491,10032202,1003220201,1
492,10032203,1003220301,1
493,10032204,1003220401,1
494,10032205,1003220501,1
495,10032206,1003220601,1
496,10032207,1003220701,1
497,10032208,1003220801,1
498,10032209,1003220901,1
499,10032210,1003221001,1
500,10032211,1003221101,1
501,10032212,1003221201,1
502,10032213,1003221301,1
503,10032214,1003221401,1
504,10032215,1003221501,1
505,10032216,1003221601,1
506,10032217,1003221701,1
507,10032218,1003221801,1
508,10032219,1003221901,1
509,10032220,1003222001,1
510,10032221,1003222101,1
511,10032222,1003222201,1
512,10032223,1003222301,1
513,10032224,1003222401,1
514,10032301,1003230101,1
515,10032302,1003230201,1
516,10032303,1003230301,1
517,10032304,1003230401,1
518,10032305,1003230501,1
519,10032306,1003230601,1
520,10032307,1003230701,1
521,10032308,1003230801,1
522,10032309,1003230901,1
523,10032310,1003231001,1
524,10032311,1003231101,1
525,10032312,1003231201,1
526,10032313,1003231301,1
527,10032314,1003231401,1
528,10032315,1003231501,1
529,10032316,1003231601,1
530,10032317,1003231701,1
531,10032318,1003231801,1
532,10032319,1003231901,1
533,10032320,1003232001,1
534,10032321,1003232101,1
535,10032322,1003232201,1
536,10032323,1003232301,1
537,10032324,1003232401,1
538,10032401,1003240101,1
539,10032402,1003240201,1
540,10032403,1003240301,1
541,10032404,1003240401,1
542,10032405,1003240501,1
543,10032406,1003240601,1
544,10032407,1003240701,1
545,10032408,1003240801,1
546,10032409,1003240901,1
547,10032410,1003241001,1
548,10032411,1003241101,1
549,10032412,1003241201,1
550,10032413,1003241301,1
551,10032414,1003241401,1
552,10032415,1003241501,1
553,10032416,1003241601,1
554,10032417,1003241701,1
555,10032418,1003241801,1
556,10032419,1003241901,1
557,10032420,1003242001,1
558,10032421,1003242101,1
559,10032422,1003242201,1
560,10032423,1003242301,1
561,10032424,1003242401,1
562,10032501,1003250101,1
563,10032502,1003250201,1
564,10032503,1003250301,1
565,10032504,1003250401,1
566,10032505,1003250501,1
567,10032506,1003250601,1
568,10032507,1003250701,1
569,10032508,1003250801,1
570,10032509,1003250901,1
571,10032510,1003251001,1
572,10032511,1003251101,1
573,10032512,1003251201,1
574,10032513,1003251301,1
575,10032514,1003251401,1
576,10032515,1003251501,1
577,10032516,1003251601,1
578,10032517,1003251701,1
579,10032518,1003251801,1
580,10032519,1003251901,1
581,10032520,1003252001,1
582,10032521,1003252101,1
583,10032522,1003252201,1
584,10032523,1003252301,1
585,10032524,1003252401,1
586,10032601,1003260101,1
587,10032602,1003260201,1
588,10032603,1003260301,1
589,10032604,1003260401,1
590,10032605,1003260501,1
591,10032606,1003260601,1
592,10032607,1003260701,1
593,10032608,1003260801,1
594,10032609,1003260901,1
595,10032610,1003261001,1
596,10032611,1003261101,1
597,10032612,1003261201,1
598,10032613,1003261301,1
599,10032614,1003261401,1
600,10032615,1003261501,1
601,10032616,1003261601,1
602,10032617,1003261701,1
603,10032618,1003261801,1
604,10032619,1003261901,1
605,10032620,1003262001,1
606,10032621,1003262101,1
607,10032622,1003262201,1
608,10032623,1003262301,1
609,10032624,1003262401,1
610,10032701,1003270101,1
611,10032702,1003270201,1
612,10032703,1003270301,1
613,10032704,1003270401,1
614,10032705,1003270501,1
615,10032706,1003270601,1
616,10032707,1003270701,1
617,10032708,1003270801,1
618,10032709,1003270901,1
619,10032710,1003271001,1
620,10032711,1003271101,1
621,10032712,1003271201,1
622,10032713,1003271301,1
623,10032714,1003271401,1
624,10032715,1003271501,1
625,10032716,1003271601,1
626,10032717,1003271701,1
627,10032718,1003271801,1
628,10032719,1003271901,1
629,10032720,1003272001,1
630,10032721,1003272101,1
631,10032722,1003272201,1
632,10032723,1003272301,1
633,10032724,1003272401,1
634,10033,1003301,1
635,1003301,100330101,1
636,1003303,100330301,1
637,1003304,100330401,1
638,1003305,100330501,1
639,1003307,100330701,1
640,1003308,100330801,1
641,1003309,100330901,1
642,10034,1003401,1
643,1003402,100340201,1
644,1003403,100340301,1
645,1003404,100340401,1
646,1003405,100340501,1
647,1003407,100340701,1
648,1003409,100340901,1
649,10035,1003501,1
650,1003502,100350201,1
651,1003503,100350301,1
652,1003504,100350401,1
653,1003505,100350501,1
654,1003507,100350701,1
655,1003509,100350901,1
656,10036,1003601,1
657,1003601,100360101,1
658,1003602,100360201,1
659,1003603,100360301,1
660,1003604,100360401,1
661,1003605,100360501,1
662,1003607,100360701,1
663,1003608,100360801,1
664,1003609,100360901,1
665,1003701,100370101,1
666,1003704,100370401,1
667,1003705,100370501,1
668,1003706,100370601,1
669,1003707,100370701,1
670,1003708,100370801,1
671,1003709,100370901,1
672,1003801,100380101,1
673,1003802,100380201,1
674,1003803,100380301,1
675,1003804,100380401,1
676,1003805,100380501,1
677,1003807,100380701,1
678,1003808,100380801,1
679,1003809,100380901,1
680,1003901,100390101,1
681,1003902,100390201,1
682,1003903,100390301,1
683,1003904,100390401,1
684,1003907,100390701,1
685,1003908,100390801,1
686,1003909,100390901,1
687,1004001,100400101,1
688,1004002,100400201,1
689,1004003,100400301,1
690,1004004,100400401,1
691,1004005,100400501,1
692,1004006,100400601,1
693,1004007,100400701,1
694,1004008,100400801,1
695,1004009,100400901,1
696,1004101,100410101,1
697,1004104,100410401,1
698,1004105,100410501,1
699,1004106,100410601,1
700,1004107,100410701,1
701,1004108,100410801,1
702,1004109,100410901,1
703,1004201,100420101,1
704,1004202,100420201,1
705,1004204,100420401,1
706,1004205,100420501,1
707,1004207,100420701,1
708,1004208,100420801,1
709,1004209,100420901,1
710,1004301,100430101,1
711,1004302,100430201,1
712,1004304,100430401,1
713,1004305,100430501,1
714,1004307,100430701,1
715,1004308,100430801,1
716,1004309,100430901,1
717,1004401,100440101,1
718,1004404,100440401,1
719,1004405,100440501,1
720,1004407,100440701,1
721,1004408,100440801,1
722,1004409,100440901,1
723,1004501,100450101,1
724,1004502,100450201,1
725,1004503,100450301,1
726,1004504,100450401,1
727,1004507,100450701,1
728,1004508,100450801,1
729,1004509,100450901,1
730,1004601,100460101,1
731,1004602,100460201,1
732,1004603,100460301,1
733,1004604,100460401,1
734,1004605,100460501,1
735,1004607,100460701,1
736,1004608,100460801,1
737,1004609,100460901,1
738,1004701,100470101,1
739,1004703,100470301,1
740,1004704,100470401,1
741,1004705,100470501,1
742,1004706,100470601,1
743,1004707,100470701,1
744,1004708,100470801,1
745,1004709,100470901,1
746,1004801,100480101,1
747,1004804,100480401,1
748,1004805,100480501,1
749,1004807,100480701,1
750,1004808,100480801,1
751,1004809,100480901,1
752,1004901,100490101,1
753,1004904,100490401,1
754,1004905,100490501,1
755,1004907,100490701,1
756,1004908,100490801,1
757,1004909,100490901,1
758,1005001,100500101,1
759,1005002,100500201,1
760,1005003,100500301,1
761,1005004,100500401,1
762,1005005,100500501,1
763,1005007,100500701,1
764,1005008,100500801,1
765,1005009,100500901,1
766,1005010,100501001,1
767,1005101,100510101,1
768,1005102,100510201,1
769,1005103,100510301,1
770,1005104,100510401,1
771,1005106,100510601,1
772,1005107,100510701,1
773,1005108,100510801,1
774,1005109,100510901,1
775,1005201,100520101,1
776,1005203,100520301,1
777,1005204,100520401,1
778,1005207,100520701,1
779,1005208,100520801,1
780,1005209,100520901,1
781,1005301,100530101,1
782,1005302,100530201,1
783,1005303,100530301,1
784,1005304,100530401,1
785,1005305,100530501,1
786,1005307,100530701,1
787,1005308,100530801,1
788,1005309,100530901,1
789,1005401,100540101,1
790,1005402,100540201,1
791,1005404,100540401,1
792,1005405,100540501,1
793,1005407,100540701,1
794,1005408,100540801,1
795,1005409,100540901,1
796,1005501,100550101,1
797,1005502,100550201,1
798,1005504,100550401,1
799,1005505,100550501,1
800,1005507,100550701,1
801,1005508,100550801,1
802,1005509,100550901,1
803,1005601,100560101,1
804,1005602,100560201,1
805,1005603,100560301,1
806,1005604,100560401,1
807,1005605,100560501,1
808,1005607,100560701,1
809,1005608,100560801,1
810,1005609,100560901,1
811,1005701,100570101,1
812,1005702,100570201,1
813,1005703,100570301,1
814,1005704,100570401,1
815,1005705,100570501,1
816,1005707,100570701,1
817,1005708,100570801,1
818,1005709,100570901,1
819,1005801,100580101,1
820,1005802,100580201,1
821,1005804,100580401,1
822,1005805,100580501,1
823,1005807,100580701,1
824,1005808,100580801,1
825,1005809,100580901,1
826,1005901,100590101,1
827,1005902,100590201,1
828,1005903,100590301,1
829,1005904,100590401,1
830,1005905,100590501,1
831,1005906,100590601,1
832,1005907,100590701,1
833,1005908,100590801,1
834,1005909,100590901,1
835,1006001,100600101,1
836,1006002,100600201,1
837,1006004,100600401,1
838,1006005,100600501,1
839,1006006,100600601,1
840,1006007,100600701,1
841,1006008,100600801,1
842,1006009,100600901,1
843,1006101,100610101,1
844,1006104,100610401,1
845,1006105,100610501,1
846,1006107,100610701,1
847,1006108,100610801,1
848,1006109,100610901,1
849,1006201,100620101,1
850,1006203,100620301,1
851,1006204,100620401,1
852,1006205,100620501,1
853,1006207,100620701,1
854,1006208,100620801,1
855,1006209,100620901,1
856,1006301,100630101,1
857,1006303,100630301,1
858,1006304,100630401,1
859,1006306,100630601,1
860,1006307,100630701,1
861,1006308,100630801,1
862,1006309,100630901,1
863,1006401,100640101,1
864,1006404,100640401,1
865,1006405,100640501,1
866,1006407,100640701,1
867,1006408,100640801,1
868,1006409,100640901,1
869,1006501,100650101,1
870,1006502,100650201,1
871,1006503,100650301,1
872,1006504,100650401,1
873,1006505,100650501,1
874,1006507,100650701,1
875,1006508,100650801,1
876,1006509,100650901,1
877,1006601,100660101,1
878,1006602,100660201,1
879,1006603,100660301,1
880,1006604,100660401,1
881,1006605,100660501,1
882,1006607,100660701,1
883,1006608,100660801,1
884,1006609,100660901,1
885,1006701,100670101,1
886,1006702,100670201,1
887,1006704,100670401,1
888,1006705,100670501,1
889,1006707,100670701,1
890,1006708,100670801,1
891,1006709,100670901,1
892,1006801,100680101,1
893,1006802,100680201,1
894,1006803,100680301,1
895,1006804,100680401,1
896,1006805,100680501,1
897,1006807,100680701,1
898,1006808,100680801,1
899,1006809,100680901,1
900,1006901,100690101,1
901,1006902,100690201,1
902,1006903,100690301,1
903,1006904,100690401,1
904,1006905,100690501,1
905,1006907,100690701,1
906,1006908,100690801,1
907,1006909,100690901,1
908,1007101,100710101,1
909,1007102,100710201,1
910,1007103,100710301,1
911,1007104,100710401,1
912,1007105,100710501,1
913,1007107,100710701,1
914,1007108,100710801,1
915,1007109,100710901,1
916,1007201,100720101,1
917,1007202,100720201,1
918,1007203,100720301,1
919,1007204,100720401,1
920,1007205,100720501,1
921,1007207,100720701,1
922,1007208,100720801,1
923,1007209,100720901,1
924,1007301,100730101,1
925,1007302,100730201,1
926,1007303,100730301,1
927,1007304,100730401,1
928,1007305,100730501,1
929,1007307,100730701,1
930,1007308,100730801,1
931,1007309,100730901,1
932,1007401,100740101,1
933,1007402,100740201,1
934,1007403,100740301,1
935,1007404,100740401,1
936,1007405,100740501,1
937,1007407,100740701,1
938,1007408,100740801,1
939,1007409,100740901,1
940,1007501,100750101,1
941,1007502,100750201,1
942,1007503,100750301,1
943,1007504,100750401,1
944,1007505,100750501,1
945,1007507,100750701,1
946,1007508,100750801,1
947,1007509,100750901,1
948,1007601,100760101,1
949,1007602,100760201,1
950,1007603,100760301,1
951,1007604,100760401,1
952,1007605,100760501,1
953,1007607,100760701,1
954,1007608,100760801,1
955,1007609,100760901,1
956,1007701,100770101,1
957,1007702,100770201,1
958,1007703,100770301,1
959,1007704,100770401,1
960,1007705,100770501,1
961,1007707,100770701,1
962,1007708,100770801,1
963,1007709,100770901,1
964,1007801,100780101,1
965,1007802,100780201,1
966,1007803,100780301,1
967,1007804,100780401,1
968,1007805,100780501,1
969,1007807,100780701,1
970,1007808,100780801,1
971,1007809,100780901,1
972,1007901,100790101,1
973,1007902,100790201,1
974,1007903,100790301,1
975,1007904,100790401,1
976,1007905,100790501,1
977,1007906,100790601,1
978,1007907,100790701,1
979,1007908,100790801,1
980,1007909,100790901,1
981,1008001,100800101,1
982,1008002,100800201,1
983,1008003,100800301,1
984,1008004,100800401,1
985,1008005,100800501,1
986,1008007,100800701,1
987,1008008,100800801,1
988,1008009,100800901,1
989,1008101,100810101,1
990,1008102,100810201,1
991,1008103,100810301,1
992,1008104,100810401,1
993,1008105,100810501,1
994,1008107,100810701,1
995,1008108,100810801,1
996,1008109,100810901,1
997,1008201,100820101,1
998,1008202,100820201,1
999,1008203,100820301,1
1000,1008204,100820401,1
1001,1008205,100820501,1
1002,1008207,100820701,1
1003,1008208,100820801,1
1004,1008209,100820901,1
1005,1008301,100830101,1
1006,1008302,100830201,1
1007,1008303,100830301,1
1008,1008304,100830401,1
1009,1008305,100830501,1
1010,1008307,100830701,1
1011,1008308,100830801,1
1012,1008309,100830901,1
1013,1008401,100840101,1
1014,1008404,100840401,1
1015,1008405,100840501,1
1016,1008407,100840701,1
1017,1008408,100840801,1
1018,1008409,100840901,1
1019,1008501,100850101,1
1020,1008502,100850201,1
1021,1008504,100850401,1
1022,1008505,100850501,1
1023,1008506,100850601,1
1024,1008507,100850701,1
1025,1008508,100850801,1
1026,1008509,100850901,1
1027,1008601,100860101,1
1028,1008602,100860201,1
1029,1008603,100860301,1
1030,1008604,100860401,1
1031,1008605,100860501,1
1032,1008606,100860601,1
1033,1008607,100860701,1
1034,1008608,100860801,1
1035,1008609,100860901,1
1036,1008701,100870101,1
1037,1008704,100870401,1
1038,1008705,100870501,1
1039,1008707,100870701,1
1040,1008708,100870801,1
1041,1008709,100870901,1
1042,1008801,100880101,1
1043,1008804,100880401,1
1044,1008805,100880501,1
1045,1008807,100880701,1
1046,1008808,100880801,1
1047,1008809,100880901,1
1048,1008901,100890101,1
1049,1008903,100890301,1
1050,1008904,100890401,1
1051,1008905,100890501,1
1052,1008907,100890701,1
1053,1008908,100890801,1
1054,1008909,100890901,1
1055,1009001,100900101,1
1056,1009003,100900301,1
1057,1009004,100900401,1
1058,1009005,100900501,1
1059,1009007,100900701,1
1060,1009008,100900801,1
1061,1009009,100900901,1
1062,1009101,100910101,1
1063,1009102,100910201,1
1064,1009103,100910301,1
1065,1009104,100910401,1
1066,1009105,100910501,1
1067,1009107,100910701,1
1068,1009108,100910801,1
1069,1009109,100910901,1
1070,1009201,100920101,1
1071,1009202,100920201,1
1072,1009203,100920301,1
1073,1009204,100920401,1
1074,1009205,100920501,1
1075,1009207,100920701,1
1076,1009208,100920801,1
1077,1009209,100920901,1
1078,1009301,100930101,1
1079,1009302,100930201,1
1080,1009303,100930301,1
1081,1009304,100930401,1
1082,1009305,100930501,1
1083,1009307,100930701,1
1084,1009308,100930801,1
1085,1009309,100930901,1
1086,1009401,100940101,1
1087,1009404,100940401,1
1088,1009405,100940501,1
1089,1009407,100940701,1
1090,1009408,100940801,1
1091,1009409,100940901,1
1092,1009501,100950101,1
1093,1009504,100950401,1
1094,1009505,100950501,1
1095,1009507,100950701,1
1096,1009508,100950801,1
1097,1009509,100950901,1
1098,1009601,100960101,1
1099,1009603,100960301,1
1100,1009604,100960401,1
1101,1009605,100960501,1
1102,1009607,100960701,1
1103,1009608,100960801,1
1104,1009609,100960901,1
1105,1009701,100970101,1
1106,1009704,100970401,1
1107,1009705,100970501,1
1108,1009707,100970701,1
1109,1009708,100970801,1
1110,1009709,100970901,1
1111,1009801,100980101,1
1112,1009804,100980401,1
1113,1009805,100980501,1
1114,1009807,100980701,1
1115,1009808,100980801,1
1116,1009809,100980901,1
1117,1009901,100990101,1
1118,1009903,100990301,1
1119,1009904,100990401,1
