id,name,description,type,static_id,res_id,init_holes,max_holes,min_level_limit,prop_level,quality,refine_id,sell_price,is_all_job,wardrobe_value,improved_level,decomposition_id,suit_id
1101039,lord's sword,A sword used by the lord of a kingdom.,Weapon - One-Handed Sword,1101039.0,1101039.0,2.0,2.0,80.0,80.0,2.0,20101.0,,,,0.0,28.0,106.0
1101040,blade i,"A sword with a thick, flat blade.",Weapon - One-Handed Sword,1101002.0,1101002.0,2.0,2.0,25.0,40.0,1.0,10101.0,,,,1.0,5.0,1020.0
1101041,blade ii,"A sword with a thick, flat blade.",Weapon - One-Handed Sword,1101002.0,1101002.0,2.0,2.0,25.0,50.0,1.0,10101.0,,,,2.0,8.0,1020.0
1101042,viscount sword,A sword passed down from generation to generation by the viscount of a kingdom.,Weapon - One-Handed Sword,1101042.0,1101042.0,2.0,2.0,90.0,90.0,2.0,20101.0,,,,0.0,55.0,107.0
1101043,avenger's sword,A sword said to house a Wraith that feeds on hatred. It will grow more powerful as its wielder's vengeful heart swells.,Weapon - One-Handed Sword,1101043.0,1101043.0,2.0,2.0,90.0,90.0,1.0,10601.0,,,,0.0,27.0,2070.0
1101044,rapier i,A sword with an elegant blade and cross guard.,Weapon - One-Handed Sword,1101003.0,1101003.0,2.0,2.0,50.0,60.0,1.0,10301.0,,,,1.0,11.0,3020.0
1101046,ring pommel saber i,A knife with a round hilt.,Weapon - One-Handed Sword,1101018.0,1101018.0,2.0,2.0,60.0,70.0,1.0,10401.0,,,,1.0,13.0,4020.0
1101047,ring pommel saber ii,A knife with a round hilt.,Weapon - One-Handed Sword,1101018.0,1101018.0,2.0,2.0,60.0,80.0,1.0,10401.0,,,,2.0,16.0,4020.0
1101048,town sword i,A sword that is widely supplied to ordinary citizens.,Weapon - One-Handed Sword,1101035.0,1101035.0,2.0,2.0,70.0,80.0,1.0,10501.0,,,,1.0,16.0,5020.0
1101051,blade iii,"A sword with a thick, flat blade.",Weapon - One-Handed Sword,1101002.0,1101002.0,2.0,2.0,25.0,60.0,1.0,10101.0,,,,3.0,11.0,1020.0
1101052,blade iv,"A sword with a thick, flat blade.",Weapon - One-Handed Sword,1101002.0,1101002.0,2.0,2.0,25.0,70.0,1.0,10101.0,,,,4.0,13.0,1020.0
1101053,blade v,"A sword with a thick, flat blade.",Weapon - One-Handed Sword,1101002.0,1101002.0,2.0,2.0,25.0,80.0,1.0,10101.0,,,,5.0,16.0,1020.0
1101054,stone iron sword i,A sword made of a stone hilt and iron blade. It packs immense force.,Weapon - One-Handed Sword,1101037.0,1101002.0,2.0,2.0,40.0,50.0,1.0,10201.0,,,,1.0,8.0,2020.0
1101055,stone iron sword ii,A sword made of a stone hilt and iron blade. It packs immense force.,Weapon - One-Handed Sword,1101037.0,1101002.0,2.0,2.0,40.0,60.0,1.0,10201.0,,,,2.0,11.0,2020.0
1101056,stone iron sword iii,A sword made of a stone hilt and iron blade. It packs immense force.,Weapon - One-Handed Sword,1101037.0,1101002.0,2.0,2.0,40.0,70.0,1.0,10201.0,,,,3.0,13.0,2020.0
1101057,stone iron sword iv,A sword made of a stone hilt and iron blade. It packs immense force.,Weapon - One-Handed Sword,1101037.0,1101002.0,2.0,2.0,40.0,80.0,1.0,10201.0,,,,4.0,16.0,2020.0
1101058,rapier ii,A sword with an elegant blade and cross guard.,Weapon - One-Handed Sword,1101003.0,1101003.0,2.0,2.0,50.0,70.0,1.0,10301.0,,,,2.0,13.0,3020.0
1101059,rapier iii,A sword with an elegant blade and cross guard.,Weapon - One-Handed Sword,1101003.0,1101003.0,2.0,2.0,50.0,80.0,1.0,10301.0,,,,3.0,16.0,3020.0
1101061,duke's sword,A sword passed down from generation to generation by the duke of a kingdom.,Weapon - One-Handed Sword,1101061.0,1101061.0,2.0,2.0,110.0,110.0,2.0,20101.0,,,,0.0,76.0,109.0
1101063,blade viii,"A sword with a thick, flat blade.",Weapon - One-Handed Sword,,1101002.0,2.0,2.0,25.0,110.0,1.0,10101.0,,,,8.0,73.0,1020.0
1101064,stone iron sword vii,A sword made of a stone hilt and iron blade. It packs immense force.,Weapon - One-Handed Sword,,1101002.0,2.0,2.0,40.0,110.0,1.0,10201.0,,,,7.0,73.0,2020.0
1101065,rapier vi,A sword with an elegant blade and cross guard.,Weapon - One-Handed Sword,1101003.0,1101003.0,2.0,2.0,50.0,110.0,1.0,10301.0,,,,6.0,73.0,3020.0
1101066,ring pommel saber v,A knife with a round hilt.,Weapon - One-Handed Sword,1101018.0,1101018.0,2.0,2.0,60.0,110.0,1.0,10401.0,,,,5.0,73.0,4020.0
1101067,town sword iv,A sword that is widely supplied to ordinary citizens.,Weapon - One-Handed Sword,1101035.0,1101035.0,2.0,2.0,70.0,110.0,1.0,10501.0,,,,4.0,73.0,5020.0
1101068,haedonggum iii,A sword crafted by a mysterious island nation in the Far East. It is used to cultivate one's moral character as well as combat.,Weapon - One-Handed Sword,1101006.0,1101006.0,2.0,2.0,80.0,110.0,1.0,10601.0,,,,3.0,73.0,2060.0
1101069,avenger's sword ii,A sword said to house a Wraith that feeds on hatred. It will grow more powerful as its wielder's vengeful heart swells.,Weapon - One-Handed Sword,1101043.0,1101043.0,2.0,2.0,90.0,110.0,1.0,10601.0,,,,2.0,73.0,2070.0
1101075,osiris's sword,Osiris's Sword,Weapon - One-Handed Sword,1101075.0,1101075.0,2.0,2.0,120.0,120.0,2.0,20101.0,,,,0.0,83.0,110.0
1101078,blade ix,"A sword with a thick, flat blade.",Weapon - One-Handed Sword,,1101002.0,2.0,2.0,25.0,120.0,1.0,10101.0,,,,9.0,29.0,1020.0
1101079,stone iron sword viii,A sword made of a stone hilt and iron blade. It packs immense force.,Weapon - One-Handed Sword,,1101002.0,2.0,2.0,40.0,120.0,1.0,10201.0,,,,8.0,29.0,2020.0
1101080,rapier vii,A sword with an elegant blade and cross guard.,Weapon - One-Handed Sword,,1101003.0,2.0,2.0,50.0,120.0,1.0,10301.0,,,,7.0,29.0,3020.0
1101081,ring pommel saber vi,A knife with a round hilt.,Weapon - One-Handed Sword,1101018.0,1101018.0,2.0,2.0,60.0,120.0,1.0,10401.0,,,,6.0,29.0,4020.0
1101082,town sword v,A sword that is widely supplied to ordinary citizens.,Weapon - One-Handed Sword,1101035.0,1101035.0,2.0,2.0,70.0,120.0,1.0,10501.0,,,,5.0,29.0,5020.0
1101083,haedonggum iv,A sword crafted by a mysterious island nation in the Far East. It is used to cultivate one's moral character as well as combat.,Weapon - One-Handed Sword,1101006.0,1101006.0,2.0,2.0,80.0,120.0,1.0,10601.0,,,,4.0,29.0,2060.0
1101084,avenger's sword iii,A sword said to house a Wraith that feeds on hatred. It will grow more powerful as its wielder's vengeful heart swells.,Weapon - One-Handed Sword,1101043.0,1101043.0,2.0,2.0,90.0,120.0,1.0,10601.0,,,,3.0,29.0,2070.0
1102004,orcish axe,An axe used by orcs.,Weapon - One-Handed Axe,1102004.0,1102004.0,2.0,2.0,25.0,30.0,1.0,10102.0,,,,0.0,2.0,1020.0
1102005,orcish axe vi,An axe used by orcs.,Weapon - One-Handed Axe,1102004.0,1102004.0,2.0,2.0,25.0,90.0,1.0,10102.0,,,,6.0,27.0,1020.0
1102006,windhawk,An axe with unprecedented speed.,Weapon - One-Handed Axe,1102006.0,1102006.0,2.0,2.0,50.0,50.0,1.0,10302.0,,,,0.0,8.0,3020.0
1102007,cleaver,"A heavy, broad-bladed hatchet used by butchers.",Weapon - One-Handed Axe,1102007.0,1102007.0,2.0,2.0,80.0,80.0,1.0,10602.0,,,,0.0,16.0,2060.0
1102010,war axe,A bloodthirsty axe that has aided many warriors in battle.,Weapon - One-Handed Axe,1102010.0,1102010.0,2.0,2.0,70.0,70.0,1.0,10502.0,,,,0.0,13.0,5020.0
1102011,marauding axe v,"An axe that is lighter than ordinary axes, making it ideal for sneak attacks.",Weapon - One-Handed Axe,1102035.0,1102004.0,2.0,2.0,40.0,90.0,1.0,10202.0,,,,5.0,27.0,2020.0
1102012,windhawk iv,An axe with unprecedented speed.,Weapon - One-Handed Axe,1102006.0,1102006.0,2.0,2.0,50.0,90.0,1.0,10302.0,,,,4.0,27.0,3020.0
1102013,vecer axe,A luxurious axe decorated in red. It creates wind with a unique sound when you wave it.,Weapon - One-Handed Axe,1102013.0,1102013.0,2.0,2.0,60.0,60.0,1.0,10402.0,,,,0.0,11.0,4020.0
1102014,vecer axe iii,A luxurious axe decorated in red. It creates wind with a unique sound when you wave it.,Weapon - One-Handed Axe,1102013.0,1102013.0,2.0,2.0,60.0,90.0,1.0,10402.0,,,,3.0,27.0,4020.0
1102015,war axe ii,A bloodthirsty axe that has aided many warriors in battle.,Weapon - One-Handed Axe,1102010.0,1102010.0,2.0,2.0,70.0,90.0,1.0,10502.0,,,,2.0,27.0,5020.0
1102016,cleaver i,"A heavy, broad-bladed hatchet used by butchers.",Weapon - One-Handed Axe,1102007.0,1102007.0,2.0,2.0,80.0,90.0,1.0,10602.0,,,,1.0,27.0,2060.0
1102019,marquis' axe,"The standard weapon that symbolizes the Marquis identity. Not only does it represent the noble bloodline of the user, but also signifies the user’s heroic character.",Weapon - One-Handed Axe,1102019.0,1102019.0,2.0,2.0,100.0,100.0,2.0,20102.0,,,,0.0,56.0,108.0
1102022,cleaver ii,"A heavy, broad-bladed hatchet used by butchers.",Weapon - One-Handed Axe,1102007.0,1102007.0,2.0,2.0,80.0,100.0,1.0,10602.0,,,,2.0,59.0,2060.0
1102023,windhawk v,An axe with unprecedented speed.,Weapon - One-Handed Axe,1102006.0,1102006.0,2.0,2.0,50.0,100.0,1.0,10302.0,,,,5.0,59.0,3020.0
1102024,nebula axe i,The gleam of this axe as it slashes through the air makes it look like a shooting star falling from the sky.,Weapon - One-Handed Axe,1102041.0,1102041.0,2.0,2.0,90.0,100.0,1.0,10602.0,,,,1.0,59.0,2070.0
1102025,orcish axe vii,An axe used by orcs.,Weapon - One-Handed Axe,,1102004.0,2.0,2.0,25.0,100.0,1.0,10102.0,,,,7.0,59.0,1020.0
1102026,vecer axe iv,A luxurious axe decorated in red. It creates wind with a unique sound when you wave it.,Weapon - One-Handed Axe,1102013.0,1102013.0,2.0,2.0,60.0,100.0,1.0,10402.0,,,,4.0,59.0,4020.0
1102027,war axe iii,A bloodthirsty axe that has aided many warriors in battle.,Weapon - One-Handed Axe,1102010.0,1102010.0,2.0,2.0,70.0,100.0,1.0,10502.0,,,,3.0,59.0,5020.0
1102028,marauding axe vi,"An axe that is lighter than ordinary axes, making it ideal for sneak attacks.",Weapon - One-Handed Axe,1102035.0,1102004.0,2.0,2.0,40.0,100.0,1.0,10202.0,,,,6.0,59.0,2020.0
1102031,adventurer's one-handed axe,A one-handed axe favored by those who love to adventure. It offers just enough attack power to deal with basic monsters.,Weapon - One-Handed Axe,1102031.0,1102031.0,2.0,2.0,30.0,30.0,2.0,20102.0,,,,0.0,19.0,101.0
1102032,veteran's axe,An axe crafted with metalworking processes given to mankind by the ancient god of blacksmithing. Those who have a great understanding of metals are able to maximize the power of this axe.,Weapon - One-Handed Axe,1102032.0,1102032.0,2.0,2.0,40.0,40.0,2.0,20102.0,,,,0.0,21.0,102.0
1102033,glorious axe,An axe that can only be used by warriors who have won glory. Those who carry it will feel great honor.,Weapon - One-Handed Axe,1102033.0,1102033.0,2.0,2.0,50.0,50.0,2.0,20102.0,,,,0.0,22.0,103.0
1102034,royal axe,An axe conferred to warriors by the royal family. Those who carry it will feel the highest honor.,Weapon - One-Handed Axe,1102034.0,1102034.0,2.0,2.0,70.0,70.0,2.0,20102.0,,,,0.0,26.0,105.0
1102035,marauding axe,"An axe that is lighter than ordinary axes, making it ideal for sneak attacks.",Weapon - One-Handed Axe,1102035.0,1102004.0,2.0,2.0,40.0,40.0,1.0,10202.0,,,,0.0,5.0,2020.0
1102036,imperial guard's axe,An axe used by the Imperial Guard.,Weapon - One-Handed Axe,1102036.0,1102036.0,2.0,2.0,60.0,60.0,2.0,20102.0,,,,0.0,25.0,104.0
1102037,lord's axe,An axe used by the lord of a kingdom.,Weapon - One-Handed Axe,1102037.0,1102037.0,2.0,2.0,80.0,80.0,2.0,20102.0,,,,0.0,28.0,106.0
1102038,orcish axe i,An axe used by orcs.,Weapon - One-Handed Axe,1102004.0,1102004.0,2.0,2.0,25.0,40.0,1.0,10102.0,,,,1.0,5.0,1020.0
1102039,orcish axe ii,An axe used by orcs.,Weapon - One-Handed Axe,1102004.0,1102004.0,2.0,2.0,25.0,50.0,1.0,10102.0,,,,2.0,8.0,1020.0
1102040,viscount axe,An axe passed down from generation to generation by the viscount of a kingdom.,Weapon - One-Handed Axe,1102040.0,1102040.0,2.0,2.0,90.0,90.0,2.0,20102.0,,,,0.0,55.0,107.0
1102041,nebula axe,The gleam of this axe as it slashes through the air makes it look like a shooting star falling from the sky.,Weapon - One-Handed Axe,1102041.0,1102041.0,2.0,2.0,90.0,90.0,1.0,10602.0,,,,0.0,27.0,2070.0
1102042,windhawk i,An axe with unprecedented speed.,Weapon - One-Handed Axe,1102006.0,1102006.0,2.0,2.0,50.0,60.0,1.0,10302.0,,,,1.0,11.0,3020.0
1102044,vecer axe i,A luxurious axe decorated in red. It creates wind with a unique sound when you wave it.,Weapon - One-Handed Axe,1102013.0,1102013.0,2.0,2.0,60.0,70.0,1.0,10402.0,,,,1.0,13.0,4020.0
1102045,vecer axe ii,A luxurious axe decorated in red. It creates wind with a unique sound when you wave it.,Weapon - One-Handed Axe,1102013.0,1102013.0,2.0,2.0,60.0,80.0,1.0,10402.0,,,,2.0,16.0,4020.0
1102046,war axe i,A bloodthirsty axe that has aided many warriors in battle.,Weapon - One-Handed Axe,1102010.0,1102010.0,2.0,2.0,70.0,80.0,1.0,10502.0,,,,1.0,16.0,5020.0
1102049,orcish axe iii,An axe used by orcs.,Weapon - One-Handed Axe,1102004.0,1102004.0,2.0,2.0,25.0,60.0,1.0,10102.0,,,,3.0,11.0,1020.0
1102050,orcish axe iv,An axe used by orcs.,Weapon - One-Handed Axe,1102004.0,1102004.0,2.0,2.0,25.0,70.0,1.0,10102.0,,,,4.0,13.0,1020.0
1102051,orcish axe v,An axe used by orcs.,Weapon - One-Handed Axe,1102004.0,1102004.0,2.0,2.0,25.0,80.0,1.0,10102.0,,,,5.0,16.0,1020.0
1102052,marauding axe i,"An axe that is lighter than ordinary axes, making it ideal for sneak attacks.",Weapon - One-Handed Axe,1102035.0,1102004.0,2.0,2.0,40.0,50.0,1.0,10202.0,,,,1.0,8.0,2020.0
1102053,marauding axe ii,"An axe that is lighter than ordinary axes, making it ideal for sneak attacks.",Weapon - One-Handed Axe,1102035.0,1102004.0,2.0,2.0,40.0,60.0,1.0,10202.0,,,,2.0,11.0,2020.0
1102054,marauding axe iii,"An axe that is lighter than ordinary axes, making it ideal for sneak attacks.",Weapon - One-Handed Axe,1102035.0,1102004.0,2.0,2.0,40.0,70.0,1.0,10202.0,,,,3.0,13.0,2020.0
1102055,marauding axe iv,"An axe that is lighter than ordinary axes, making it ideal for sneak attacks.",Weapon - One-Handed Axe,1102035.0,1102004.0,2.0,2.0,40.0,80.0,1.0,10202.0,,,,4.0,16.0,2020.0
1102056,windhawk ii,An axe with unprecedented speed.,Weapon - One-Handed Axe,1102006.0,1102006.0,2.0,2.0,50.0,70.0,1.0,10302.0,,,,2.0,13.0,3020.0
1102057,windhawk iii,An axe with unprecedented speed.,Weapon - One-Handed Axe,1102006.0,1102006.0,2.0,2.0,50.0,80.0,1.0,10302.0,,,,3.0,16.0,3020.0
1102061,duke's axe,An axe passed down from generation to generation by the duke of a kingdom.,Weapon - One-Handed Axe,1102061.0,1102061.0,2.0,2.0,110.0,110.0,2.0,20102.0,,,,0.0,76.0,109.0
1102063,orcish axe viii,An axe used by orcs.,Weapon - One-Handed Axe,,1102004.0,2.0,2.0,25.0,110.0,1.0,10102.0,,,,8.0,73.0,1020.0
1102064,marauding axe vii,"An axe that is lighter than ordinary axes, making it ideal for sneak attacks.",Weapon - One-Handed Axe,,1102004.0,2.0,2.0,40.0,110.0,1.0,10202.0,,,,7.0,73.0,2020.0
1102065,windhawk vi,An axe with unprecedented speed.,Weapon - One-Handed Axe,1102006.0,1102006.0,2.0,2.0,50.0,110.0,1.0,10302.0,,,,6.0,73.0,3020.0
1102066,vecer axe v,A luxurious axe decorated in red. It creates wind with a unique sound when you wave it.,Weapon - One-Handed Axe,1102013.0,1102013.0,2.0,2.0,60.0,110.0,1.0,10402.0,,,,5.0,73.0,4020.0
1102067,war axe iv,A bloodthirsty axe that has aided many warriors in battle.,Weapon - One-Handed Axe,1102010.0,1102010.0,2.0,2.0,70.0,110.0,1.0,10502.0,,,,4.0,73.0,5020.0
1102068,cleaver iii,"A heavy, broad-bladed hatchet used by butchers.",Weapon - One-Handed Axe,1102007.0,1102007.0,2.0,2.0,80.0,110.0,1.0,10602.0,,,,3.0,73.0,2060.0
1102069,nebula axe ii,The gleam of this axe as it slashes through the air makes it look like a shooting star falling from the sky.,Weapon - One-Handed Axe,1102041.0,1102041.0,2.0,2.0,90.0,110.0,1.0,10602.0,,,,2.0,73.0,2070.0
1102075,osiris's axe,Osiris's Axe,Weapon - One-Handed Axe,1102075.0,1102075.0,2.0,2.0,120.0,120.0,2.0,20102.0,,,,0.0,83.0,110.0
1102078,orcish axe ix,An axe used by orcs.,Weapon - One-Handed Axe,,1102004.0,2.0,2.0,25.0,120.0,1.0,10102.0,,,,9.0,29.0,1020.0
1102079,marauding axe viii,"An axe that is lighter than ordinary axes, making it ideal for sneak attacks.",Weapon - One-Handed Axe,,1102004.0,2.0,2.0,40.0,120.0,1.0,10202.0,,,,8.0,29.0,2020.0
1102080,windhawk vii,An axe with unprecedented speed.,Weapon - One-Handed Axe,,1102006.0,2.0,2.0,50.0,120.0,1.0,10302.0,,,,7.0,29.0,3020.0
1102081,vecer axe vi,A luxurious axe decorated in red. It creates wind with a unique sound when you wave it.,Weapon - One-Handed Axe,1102013.0,1102013.0,2.0,2.0,60.0,120.0,1.0,10402.0,,,,6.0,29.0,4020.0
1102082,war axe v,A bloodthirsty axe that has aided many warriors in battle.,Weapon - One-Handed Axe,1102010.0,1102010.0,2.0,2.0,70.0,120.0,1.0,10502.0,,,,5.0,29.0,5020.0
1102083,cleaver iv,"A heavy, broad-bladed hatchet used by butchers.",Weapon - One-Handed Axe,1102007.0,1102007.0,2.0,2.0,80.0,120.0,1.0,10602.0,,,,4.0,29.0,2060.0
1102084,nebula axe iii,The gleam of this axe as it slashes through the air makes it look like a shooting star falling from the sky.,Weapon - One-Handed Axe,1102041.0,1102041.0,2.0,2.0,90.0,120.0,1.0,10602.0,,,,3.0,29.0,2070.0
1103002,wand,A rough-hewn wand that's effective enough for the casting of magic spells.,Weapon - One-Handed Rod,1103002.0,1103002.0,2.0,2.0,25.0,30.0,1.0,10103.0,,,,0.0,2.0,1020.0
1103003,staff,A weapon that is more powerful than ordinary rods.,Weapon - One-Handed Rod,1103003.0,1103003.0,2.0,2.0,50.0,50.0,1.0,10303.0,,,,0.0,8.0,3020.0
1103004,arc wand,"An ornate, elegantly crafted wand that grants powerful magical energy.",Weapon - One-Handed Rod,1103004.0,1103004.0,2.0,2.0,70.0,70.0,1.0,10503.0,,,,0.0,13.0,5020.0
1103005,release of wish,"Made of crystal, it is especially beautiful when it refracts light.",Weapon - One-Handed Rod,1103005.0,1103005.0,2.0,2.0,60.0,60.0,1.0,10403.0,,,,0.0,11.0,4020.0
1103008,wand vi,A rough-hewn wand that's effective enough for the casting of magic spells.,Weapon - One-Handed Rod,1103002.0,1103002.0,2.0,2.0,25.0,90.0,1.0,10103.0,,,,6.0,27.0,1020.0
1103009,agate rod v,A wooden rod inlaid with agate containing limitless potential.,Weapon - One-Handed Rod,1103035.0,1103002.0,2.0,2.0,40.0,90.0,1.0,10203.0,,,,5.0,27.0,2020.0
1103010,staff iv,A weapon that is more powerful than ordinary rods.,Weapon - One-Handed Rod,1103003.0,1103003.0,2.0,2.0,50.0,90.0,1.0,10303.0,,,,4.0,27.0,3020.0
1103011,release of wish iii,"Made of crystal, it is especially beautiful when it refracts light.",Weapon - One-Handed Rod,1103005.0,1103005.0,2.0,2.0,60.0,90.0,1.0,10403.0,,,,3.0,27.0,4020.0
1103012,arc wand ii,"An ornate, elegantly crafted wand that grants powerful magical energy.",Weapon - One-Handed Rod,1103004.0,1103004.0,2.0,2.0,70.0,90.0,1.0,10503.0,,,,2.0,27.0,5020.0
1103013,croce staff i,"A rod made from a rune of Odin, used exclusively for exorcism rituals.",Weapon - One-Handed Rod,1103016.0,1103016.0,2.0,2.0,80.0,90.0,1.0,10603.0,,,,1.0,27.0,2060.0
1103016,croce staff,"A rod made from a rune of Odin, used exclusively for exorcism rituals.",Weapon - One-Handed Rod,1103016.0,1103016.0,2.0,2.0,80.0,80.0,1.0,10603.0,,,,0.0,16.0,2060.0
1103017,rod,"A short, lightweight rod.",Weapon - One-Handed Rod,1103017.0,1103017.0,2.0,2.0,100.0,100.0,2.0,20103.0,,,,0.0,56.0,108.0
1103023,croce staff ii,"A rod made from a rune of Odin, used exclusively for exorcism rituals.",Weapon - One-Handed Rod,1103016.0,1103016.0,2.0,2.0,80.0,100.0,1.0,10603.0,,,,2.0,59.0,2060.0
1103024,staff v,A weapon that is more powerful than ordinary rods.,Weapon - One-Handed Rod,1103003.0,1103003.0,2.0,2.0,50.0,100.0,1.0,10303.0,,,,5.0,59.0,3020.0
1103025,agate rod vi,A wooden rod inlaid with agate containing limitless potential.,Weapon - One-Handed Rod,1103035.0,1103002.0,2.0,2.0,40.0,100.0,1.0,10203.0,,,,6.0,59.0,2020.0
1103026,dark skeleton wand i,"That pair of empty eyes always lights up in the dark, making it look like a gaze from the abyss.",Weapon - One-Handed Rod,1103041.0,1103041.0,2.0,2.0,90.0,100.0,1.0,10603.0,,,,1.0,59.0,2070.0
1103027,wand vii,A rough-hewn wand that's effective enough for the casting of magic spells.,Weapon - One-Handed Rod,,1103002.0,2.0,2.0,25.0,100.0,1.0,10103.0,,,,7.0,59.0,1020.0
1103028,release of wish iv,"Made of crystal, it is especially beautiful when it refracts light.",Weapon - One-Handed Rod,1103005.0,1103005.0,2.0,2.0,60.0,100.0,1.0,10403.0,,,,4.0,59.0,4020.0
1103029,arc wand iii,"An ornate, elegantly crafted wand that grants powerful magical energy.",Weapon - One-Handed Rod,1103004.0,1103004.0,2.0,2.0,70.0,100.0,1.0,10503.0,,,,3.0,59.0,5020.0
