drop_id,item_id,item_num
1000041081,1,13300
1000041091,6,26000
1000041091,7,26000
1000041091,1,13800
1000041101,6,26000
1000041101,7,26000
1000041101,1,14300
1000041111,6,26000
1000041111,7,26000
1000041111,1,14800
1000041121,6,26000
1000041121,7,26000
1000041121,1,15300
1000041131,6,30000
1000041131,7,30000
1000041131,1,15800
1000041141,6,30000
1000041141,7,30000
1000041141,1,16200
1000041142,5,1
1000041151,6,30000
1000041151,7,30000
1000041151,1,16700
1000041161,6,32000
1000041161,7,32000
1000041161,1,9600
1000041171,6,32000
1000041171,7,32000
1000041171,1,10100
1000041181,6,32000
1000041181,7,32000
1000041181,1,10600
1000041191,6,32000
1000041191,7,32000
1000041191,1,11100
1000041201,6,32000
1000041201,7,32000
1000041201,1,11500
1000041211,6,34000
1000041211,7,34000
1000041211,1,12000
1000041212,5,1
1000041221,6,36000
1000041221,7,36000
1000041221,1,12500
1000041222,5,1
1000041231,6,36000
1000041231,7,36000
1000041231,1,13000
1000041241,6,36000
1000041241,7,36000
1000041241,1,13500
1000041251,6,36000
1000041251,7,36000
1000041251,1,14000
1000041261,6,38000
1000041261,7,38000
1000041261,1,14400
1000041271,6,38000
1000041271,7,38000
1000041271,1,14900
1000041281,6,38000
1000041281,7,38000
1000041281,1,15400
1000041291,6,38000
1000041291,7,38000
1000041291,1,15900
1000041301,6,38000
1000041301,7,38000
1000041301,1,16400
1000041311,6,38000
1000041311,7,38000
1000041311,1,16900
1000041321,6,38000
1000041321,7,38000
1000041321,1,17300
100005,5,5
1000051011,6,42000
1000051011,7,42000
1000051011,1,7100
1000051021,6,42000
1000051021,7,42000
1000051021,1,7500
1000051031,6,42000
1000051031,7,42000
1000051031,1,7800
1000051041,6,42000
1000051041,7,42000
1000051041,1,8200
1000051051,6,42000
1000051051,7,42000
1000051051,1,8500
1000051061,6,42000
1000051061,7,42000
1000051061,1,8900
1000051062,5,1
1000051071,6,42000
1000051071,7,42000
1000051071,1,9200
1000051081,6,44000
1000051081,7,44000
1000051081,1,9600
1000051091,6,46000
1000051091,7,46000
1000051091,1,10000
1000051101,6,46000
1000051101,7,46000
1000051101,1,10300
1000051111,6,46000
1000051111,7,46000
1000051111,1,10700
1000051121,6,46000
1000051121,7,46000
1000051121,1,11000
1000051131,6,46000
1000051131,7,46000
1000051131,1,11400
1000051141,6,46000
1000051141,7,46000
1000051141,1,11800
1000051151,6,46000
1000051151,7,46000
1000051151,1,12100
1000051161,6,46000
1000051161,7,46000
1000051161,1,12500
1000051171,6,48000
1000051171,7,48000
1000051171,1,12800
1000051181,6,48000
1000051181,7,48000
1000051181,1,13200
1000051191,6,50000
1000051191,7,50000
1000051191,1,13500
1000051201,6,50000
1000051201,7,50000
1000051201,1,13900
1000051211,6,50000
1000051211,7,50000
1000051211,1,14300
1000051221,6,50000
1000051221,7,50000
1000051221,1,14600
1000051231,6,50000
1000051231,7,50000
1000051231,1,15000
1000051241,6,50000
1000051241,7,50000
1000051241,1,12700
1000051251,6,52000
1000051251,7,52000
1000051251,1,13300
1000051261,6,52000
1000051261,7,52000
1000051261,1,14000
1000051271,6,52000
1000051271,7,52000
1000051271,1,14600
1000051281,6,52000
1000051281,7,52000
1000051281,1,15200
1000051291,6,52000
1000051291,7,52000
1000051291,1,15900
1000051301,6,52000
1000051301,7,52000
1000051301,1,16500
1000051311,6,56000
1000051311,7,56000
1000051311,1,17100
1000051321,6,56000
1000051321,7,56000
1000051321,1,17800
1000051331,6,56000
1000051331,7,56000
1000051331,1,18400
1000051341,6,56000
1000051341,7,56000
1000051341,1,19000
1000051351,6,58000
1000051351,7,58000
1000051351,1,19700
1000051361,6,58000
1000051361,7,58000
1000051361,1,20300
1000051371,6,58000
1000051371,7,58000
1000051371,1,21000
1000051381,6,58000
1000051381,7,58000
1000051381,1,21600
1000051391,6,58000
1000051391,7,58000
1000051391,1,22200
100006,5,10
1000061011,6,62000
1000061011,7,62000
1000061011,1,20000
1000061021,6,62000
1000061021,7,62000
1000061021,1,20000
1000061031,6,62000
1000061031,7,62000
1000061031,1,20000
1000061041,6,62000
1000061041,7,62000
1000061041,1,20000
1000061051,6,62000
1000061051,7,62000
1000061051,1,21000
1000061061,6,62000
1000061061,7,62000
1000061061,1,21000
1000061071,6,62000
1000061071,7,62000
1000061071,1,21000
1000061081,6,62000
1000061081,7,62000
1000061081,1,21000
1000061091,6,62000
1000061091,7,62000
1000061091,1,22000
1000061101,6,64000
1000061101,7,64000
1000061101,1,22000
1000061111,6,66000
1000061111,7,66000
1000061111,1,22000
1000061121,6,66000
1000061121,7,66000
1000061121,1,22000
1000061131,6,66000
1000061131,7,66000
1000061131,1,22000
1000061141,6,66000
1000061141,7,66000
1000061141,1,23000
1000061151,6,66000
1000061151,7,66000
1000061151,1,23000
1000061161,6,66000
1000061161,7,66000
1000061161,1,23000
1000061171,6,66000
1000061171,7,66000
1000061171,1,23000
1000061181,6,66000
1000061181,7,66000
1000061181,1,23000
1000061182,5,1
1000061191,6,66000
1000061191,7,66000
1000061191,1,23000
1000061201,6,70000
1000061201,7,70000
1000061201,1,23000
1000061211,6,70000
1000061211,7,70000
1000061211,1,23000
1000061221,6,70000
1000061221,7,70000
1000061221,1,24000
1000061231,6,70000
1000061231,7,70000
1000061231,1,24000
1000061241,6,70000
1000061241,7,70000
1000061241,1,24000
1000061242,5,1
1000061251,6,70000
1000061251,7,70000
1000061251,1,25000
1000061252,5,1
1000061261,6,70000
1000061261,7,70000
1000061261,1,25000
1000061262,5,1
1000061271,6,70000
1000061271,7,70000
1000061271,1,25000
1000061281,6,70000
1000061281,7,70000
1000061281,1,25000
1000061291,6,70000
1000061291,7,70000
1000061291,1,25000
1000061301,6,70000
1000061301,7,70000
1000061301,1,25000
1000061311,6,74000
1000061311,7,74000
1000061311,1,26000
1000061321,6,74000
1000061321,7,74000
1000061321,1,26000
1000061331,6,74000
1000061331,7,74000
1000061331,1,26000
1000061341,6,74000
1000061341,7,74000
1000061341,1,26000
1000061351,6,74000
1000061351,7,74000
1000061351,1,26000
1000061361,6,74000
1000061361,7,74000
1000061361,1,26000
1000061371,6,74000
1000061371,7,74000
1000061371,1,27000
1000061381,6,74000
1000061381,7,74000
1000061381,1,27000
1000061391,6,78000
1000061391,7,78000
1000061391,1,27000
1000061401,6,78000
1000061401,7,78000
1000061401,1,28000
1000061411,6,78000
1000061411,7,78000
1000061411,1,28000
1000061421,6,78000
1000061421,7,78000
1000061421,1,28000
1000061431,6,78000
1000061431,7,78000
1000061431,1,28000
1000061441,6,78000
1000061441,7,78000
1000061441,1,28000
1000061451,6,78000
1000061451,7,78000
1000061451,1,29000
1000061461,6,78000
1000061461,7,78000
1000061461,1,29000
1000061471,6,78000
1000061471,7,78000
1000061471,1,29000
1000061481,6,78000
1000061481,7,78000
1000061481,1,29000
100007,5,15
1000071011,6,82000
1000071011,7,82000
1000071011,1,30000
1000071021,6,82000
1000071021,7,82000
1000071021,1,30000
1000071031,6,82000
1000071031,7,82000
1000071031,1,30000
1000071041,6,82000
1000071041,7,82000
1000071041,1,30000
1000071051,6,82000
1000071051,7,82000
1000071051,1,30000
1000071061,6,82000
1000071061,7,82000
1000071061,1,31000
1000071071,6,82000
1000071071,7,82000
1000071071,1,31000
1000071081,6,82000
1000071081,7,82000
1000071081,1,31000
1000071091,6,82000
1000071091,7,82000
1000071091,1,31000
1000071101,6,82000
1000071101,7,82000
1000071101,1,31000
1000071111,6,82000
1000071111,7,82000
1000071111,1,32000
1000071121,6,82000
1000071121,7,82000
1000071121,1,32000
1000071131,6,86000
1000071131,7,86000
1000071131,1,32000
1000071141,6,86000
1000071141,7,86000
1000071141,1,32000
1000071151,6,86000
1000071151,7,86000
1000071151,1,32000
1000071161,6,86000
1000071161,7,86000
1000071161,1,33000
1000071171,6,86000
1000071171,7,86000
1000071171,1,33000
1000071181,6,86000
1000071181,7,86000
1000071181,1,33000
1000071191,6,86000
1000071191,7,86000
1000071191,1,33000
1000071201,6,86000
1000071201,7,86000
1000071201,1,33000
1000071211,6,86000
1000071211,7,86000
1000071211,1,34000
1000071221,6,90000
1000071221,7,90000
1000071221,1,34000
1000071231,6,90000
1000071231,7,90000
1000071231,1,34000
1000071241,6,90000
1000071241,7,90000
1000071241,1,34000
1000071251,6,90000
1000071251,7,90000
1000071251,1,34000
1000071261,6,90000
1000071261,7,90000
1000071261,1,35000
1000071271,6,90000
1000071271,7,90000
1000071271,1,35000
1000071281,6,90000
1000071281,7,90000
1000071281,1,35000
1000071291,6,90000
1000071291,7,90000
1000071291,1,35000
1000071301,6,92000
1000071301,7,92000
1000071301,1,35000
1000071311,6,92000
1000071311,7,92000
1000071311,1,36000
1000071321,6,92000
1000071321,7,92000
1000071321,1,36000
1000071331,6,92000
1000071331,7,92000
1000071331,1,36000
1000071341,6,92000
1000071341,7,92000
1000071341,1,36000
1000071351,6,94000
1000071351,7,94000
1000071351,1,36000
1000071361,6,94000
1000071361,7,94000
1000071361,1,37000
1000071371,6,94000
1000071371,7,94000
1000071371,1,37000
1000071381,6,94000
1000071381,7,94000
1000071381,1,37000
1000071391,6,94000
1000071391,7,94000
1000071391,1,37000
1000071401,6,94000
1000071401,7,94000
1000071401,1,37000
1000071411,6,94000
1000071411,7,94000
1000071411,1,38000
1000071421,6,96000
1000071421,7,96000
1000071421,1,38000
1000071431,6,96000
1000071431,7,96000
1000071431,1,38000
1000071441,6,96000
1000071441,7,96000
1000071441,1,38000
1000071451,6,96000
1000071451,7,96000
1000071451,1,38000
1000071461,6,96000
1000071461,7,96000
1000071461,1,39000
1000071471,6,96000
1000071471,7,96000
1000071471,1,39000
1000071481,6,96000
1000071481,7,96000
1000071481,1,39000
1000071491,6,98000
1000071491,7,98000
1000071491,1,39000
1000071501,6,98000
1000071501,7,98000
1000071501,1,39000
1000071511,6,98000
1000071511,7,98000
1000071511,1,40000
1000071521,6,98000
1000071521,7,98000
1000071521,1,40000
1000071531,6,98000
1000071531,7,98000
1000071531,1,40000
1000071541,6,98000
1000071541,7,98000
1000071541,1,40000
1000071551,6,98000
1000071551,7,98000
1000071551,1,40000
1000071561,6,98000
1000071561,7,98000
1000071561,1,41000
1000071571,6,98000
1000071571,7,98000
1000071571,1,41000
1000071581,6,98000
1000071581,7,98000
1000071581,1,41000
1000071591,6,98000
1000071591,7,98000
1000071591,1,41000
1000071601,6,98000
1000071601,7,98000
1000071601,1,41000
100008,5,20
1000081011,6,102000
1000081011,7,102000
1000081011,1,45000
1000081021,6,102000
1000081021,7,102000
1000081021,1,45000
1000081031,6,102000
1000081031,7,102000
1000081031,1,45000
1000081041,6,102000
1000081041,7,102000
1000081041,1,45000
1000081042,5,2
1000081043,5,3
1000081051,6,102000
1000081051,7,102000
1000081051,1,45000
1000081052,5,1
1000081061,6,102000
1000081061,7,102000
1000081061,1,45000
1000081071,6,102000
1000081071,7,102000
1000081071,1,45000
1000081072,5,1
1000081081,6,102000
1000081081,7,102000
1000081081,1,45000
1000081091,6,102000
1000081091,7,102000
1000081091,1,45000
1000081101,6,102000
1000081101,7,102000
1000081101,1,45000
1000081111,6,102000
1000081111,7,102000
1000081111,1,45000
1000081121,6,102000
1000081121,7,102000
1000081121,1,45000
1000081131,6,106000
1000081131,7,106000
1000081131,1,46000
1000081141,6,106000
1000081141,7,106000
1000081141,1,46000
1000081142,5,1
1000081151,6,106000
1000081151,7,106000
1000081151,1,46000
1000081152,5,1
1000081161,6,106000
1000081161,7,106000
1000081161,1,46000
1000081162,5,1
1000081171,6,106000
1000081171,7,106000
1000081171,1,46000
1000081181,6,106000
1000081181,7,106000
1000081181,1,46000
1000081191,6,106000
1000081191,7,106000
1000081191,1,46000
1000081192,5,1
1000081193,5,1
1000081201,6,106000
1000081201,7,106000
1000081201,1,46000
1000081211,6,106000
1000081211,7,106000
1000081211,1,46000
1000081221,6,106000
1000081221,7,106000
1000081221,1,46000
1000081231,6,110000
1000081231,7,110000
1000081231,1,47000
1000081241,6,110000
1000081241,7,110000
1000081241,1,47000
1000081251,6,110000
1000081251,7,110000
1000081251,1,47000
1000081261,6,110000
1000081261,7,110000
1000081261,1,47000
1000081271,6,110000
1000081271,7,110000
1000081271,1,47000
1000081281,6,110000
1000081281,7,110000
1000081281,1,47000
1000081291,6,110000
1000081291,7,110000
1000081291,1,47000
1000081301,6,110000
1000081301,7,110000
1000081301,1,47000
1000081302,5,1
1000081311,6,110000
1000081311,7,110000
1000081311,1,47000
1000081321,6,110000
1000081321,7,110000
1000081321,1,47000
1000081331,6,112000
1000081331,7,112000
1000081331,1,48000
1000081341,6,112000
1000081341,7,112000
1000081341,1,48000
1000081351,6,112000
1000081351,7,112000
1000081351,1,48000
1000081352,5,5
1000081353,5,5
1000081361,6,112000
1000081361,7,112000
1000081361,1,48000
1000081362,5,1
1000081371,6,112000
1000081371,7,112000
1000081371,1,48000
1000081381,6,112000
1000081381,7,112000
1000081381,1,48000
1000081391,6,112000
1000081391,7,112000
1000081391,1,48000
1000081401,6,112000
1000081401,7,112000
1000081401,1,48000
1000081411,6,112000
1000081411,7,112000
1000081411,1,48000
1000081421,6,112000
1000081421,7,112000
1000081421,1,48000
1000081422,5,1
1000081431,6,114000
1000081431,7,114000
1000081431,1,49000
1000081441,6,114000
1000081441,7,114000
1000081441,1,49000
1000081451,6,114000
1000081451,7,114000
1000081451,1,49000
1000081461,6,114000
1000081461,7,114000
1000081461,1,49000
1000081471,6,114000
1000081471,7,114000
1000081471,1,49000
1000081481,6,114000
1000081481,7,114000
1000081481,1,49000
1000081491,6,114000
1000081491,7,114000
1000081491,1,49000
1000081501,6,114000
1000081501,7,114000
1000081501,1,49000
1000081511,6,114000
1000081511,7,114000
1000081511,1,49000
1000081521,6,116000
1000081521,7,116000
1000081521,1,50000
1000081531,6,116000
1000081531,7,116000
1000081531,1,50000
1000081541,6,116000
1000081541,7,116000
1000081541,1,50000
1000081551,6,116000
1000081551,7,116000
1000081551,1,50000
1000081561,6,116000
1000081561,7,116000
1000081561,1,50000
1000081571,6,116000
1000081571,7,116000
1000081571,1,50000
1000081581,6,118000
1000081581,7,118000
1000081581,1,51000
1000081591,6,118000
1000081591,7,118000
1000081591,1,51000
1000081601,6,118000
1000081601,7,118000
1000081601,1,51000
100009,5,5
1000091011,1,55000
1000091011,7,122000
1000091011,6,122000
1000091021,1,55000
1000091021,7,122000
1000091021,6,122000
1000091031,1,55000
1000091031,7,122000
1000091031,6,122000
1000091041,1,55000
1000091041,7,122000
1000091041,6,122000
1000091051,1,55000
1000091051,7,122000
1000091051,6,122000
1000091061,1,55000
1000091061,7,122000
1000091061,6,122000
1000091071,1,56000
1000091071,7,124000
1000091071,6,124000
1000091081,1,56000
1000091081,7,124000
1000091081,6,124000
1000091091,1,56000
1000091091,7,124000
1000091091,6,124000
1000091101,1,56000
1000091101,7,124000
1000091101,6,124000
1000091111,1,56000
1000091111,7,124000
1000091111,6,124000
1000091121,1,56000
1000091121,7,124000
1000091121,6,124000
1000091131,1,56000
1000091131,7,124000
1000091131,6,124000
1000091141,1,56000
1000091141,7,124000
1000091141,6,124000
1000091151,1,56000
1000091151,7,124000
1000091151,6,124000
1000091161,1,57000
1000091161,7,126000
1000091161,6,126000
1000091171,1,57000
1000091171,7,126000
1000091171,6,126000
1000091181,1,57000
1000091181,7,126000
1000091181,6,126000
1000091191,1,57000
1000091191,7,126000
1000091191,6,126000
1000091201,1,57000
1000091201,7,126000
1000091201,6,126000
1000091211,1,57000
1000091211,7,126000
1000091211,6,126000
1000091221,1,57000
1000091221,7,126000
1000091221,6,126000
1000091231,1,57000
1000091231,7,126000
1000091231,6,126000
1000091241,1,57000
1000091241,7,126000
1000091241,6,126000
1000091251,1,57000
1000091251,7,126000
1000091251,6,126000
1000091261,1,57000
1000091261,7,126000
1000091261,6,126000
1000091271,1,57000
1000091271,7,126000
1000091271,6,126000
1000091281,1,57000
1000091281,7,126000
1000091281,6,126000
1000091291,1,57000
1000091291,7,126000
1000091291,6,126000
1000091301,1,58000
1000091301,7,130000
1000091301,6,130000
1000091311,1,58000
1000091311,7,130000
1000091311,6,130000
1000091321,1,58000
1000091321,7,130000
1000091321,6,130000
1000091331,1,58000
1000091331,7,130000
1000091331,6,130000
1000091341,1,58000
1000091341,7,130000
1000091341,6,130000
1000091351,1,58000
1000091351,7,130000
1000091351,6,130000
1000091361,1,58000
1000091361,7,130000
1000091361,6,130000
1000091371,1,58000
1000091371,7,130000
1000091371,6,130000
1000091381,1,59000
1000091381,7,134000
1000091381,6,134000
1000091391,1,59000
1000091391,7,134000
1000091391,6,134000
1000091401,1,59000
1000091401,7,134000
1000091401,6,134000
1000091411,1,59000
1000091411,7,134000
1000091411,6,134000
1000091421,1,59000
1000091421,7,134000
1000091421,6,134000
1000091431,1,59000
1000091431,7,134000
1000091431,6,134000
1000091441,1,59000
1000091441,7,134000
1000091441,6,134000
1000091451,1,59000
1000091451,7,134000
1000091451,6,134000
1000091461,1,59000
1000091461,7,134000
1000091461,6,134000
1000091471,1,59000
1000091471,7,134000
1000091471,6,134000
1000091481,1,59000
1000091481,7,134000
1000091481,6,134000
1000091491,1,60000
1000091491,7,136000
1000091491,6,136000
1000091501,1,60000
1000091501,7,136000
1000091501,6,136000
1000091511,1,60000
1000091511,7,136000
1000091511,6,136000
1000091521,1,60000
1000091521,7,136000
1000091521,6,136000
1000091531,1,60000
1000091531,7,136000
1000091531,6,136000
1000091541,1,60000
1000091541,7,136000
1000091541,6,136000
1000091551,1,61000
1000091551,7,138000
1000091551,6,138000
1000091561,1,61000
1000091561,7,138000
1000091561,6,138000
1000091571,1,61000
1000091571,7,138000
1000091571,6,138000
1000091581,1,61000
1000091581,7,138000
1000091581,6,138000
1000091591,1,61000
1000091591,7,138000
1000091591,6,138000
1000091601,1,61000
1000091601,7,138000
1000091601,6,138000
10001,6,864
10001,7,864
10001,1,864
10001,5,1
100010,5,10
1000101011,6,14200
1000101011,7,14200
1000101011,1,65000
1000101021,6,14200
1000101021,7,14200
1000101021,1,65000
1000101031,6,14200
1000101031,7,14200
1000101031,1,65000
1000101041,6,14200
1000101041,7,14200
1000101041,1,65000
1000101051,6,14200
1000101051,7,14200
1000101051,1,65000
1000101061,6,14200
1000101061,7,14200
1000101061,1,65000
1000101071,6,14200
1000101071,7,14200
1000101071,1,65000
1000101081,6,14200
1000101081,7,14200
1000101081,1,65000
1000101091,6,14200
1000101091,7,14200
1000101091,1,65000
1000101101,6,14200
1000101101,7,14200
1000101101,1,65000
1000101111,6,18200
1000101111,7,18200
1000101111,1,67000
1000101121,6,18200
1000101121,7,18200
1000101121,1,67000
1000101131,6,18200
1000101131,7,18200
1000101131,1,67000
1000101141,6,18200
1000101141,7,18200
1000101141,1,67000
1000101151,6,18200
1000101151,7,18200
1000101151,1,67000
1000101161,6,18200
1000101161,7,18200
1000101161,1,67000
1000101171,6,18200
1000101171,7,18200
1000101171,1,67000
1000101181,6,18200
1000101181,7,18200
1000101181,1,67000
1000101191,6,24600
1000101191,7,24600
1000101191,1,68000
1000101201,6,24600
1000101201,7,24600
1000101201,1,68000
1000101211,6,24600
1000101211,7,24600
1000101211,1,68000
1000101221,6,24600
1000101221,7,24600
1000101221,1,68000
1000101231,6,24600
1000101231,7,24600
1000101231,1,68000
1000101241,6,24600
1000101241,7,24600
1000101241,1,68000
1000101251,6,18700
1000101251,7,18700
1000101251,1,69000
1000101261,6,18700
1000101261,7,18700
1000101261,1,69000
1000101271,6,18700
1000101271,7,18700
1000101271,1,69000
1000101281,6,37400
1000101281,7,37400
1000101281,1,138000
1000101301,6,37400
1000101301,7,37400
1000101301,1,138000
1000101321,6,18700
1000101321,7,18700
1000101321,1,69000
1000101331,6,15200
1000101331,7,15200
1000101331,1,70000
1000101341,6,15200
1000101341,7,15200
1000101341,1,70000
1000101351,6,15200
1000101351,7,15200
